step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5
89,[94.02421    21.451698    0.11197896],20.0000,6.0000,[95.32547    34.376644    0.13630854],20.0000,6.0000,[91.37009     9.980153    0.12730005],20.0000,6.0000,[93.1887    52.163074   0.7133323],20.0000,0.0000,[90.092674   -6.1792316   0.10750779],20.0000,6.0000,[114.161964    20.82979      0.13388291],20.0000,0.0000,[114.4904     37.812534    0.2353952],20.0000,6.0000,[112.028534     4.766276     0.17045628],20.0000,0.0000,[106.65553    75.932594    0.6827608],20.0000,6.0000,[110.80131  -10.938833   5.920621],20.0000,6.0000,[132.1643     79.496284    0.7819339],20.0000,4.0000,[171.65869    70.189514    0.5077046],20.0000,4.0000,[162.56091    54.237675    0.4931404],20.0000,4.0000,[137.77798    10.128725    6.0680037],20.0000,4.0000,[160.53102   -68.22046     5.6079035],20.0000,4.0000
90,[95.10626   21.597315   0.3359548],20.0000,0.0000,[96.40542   34.535717   0.3559487],20.0000,0.0000,[92.451065   10.132348    0.34782562],20.0000,0.0000,[94.03549   52.85264    0.4198219],20.0000,6.0000,[91.1752     -6.0369067   0.33209786],20.0000,0.0000,[115.23992    21.003923    6.0861583],20.0000,6.0000,[115.5442     38.09903     0.3221673],20.0000,6.0000,[113.1081      4.929162    6.1619234],20.0000,6.0000,[107.48393    76.644005    0.7686751],20.0000,6.0000,[111.84873  -11.25524    6.017517],20.0000,6.0000,[132.57411    79.90495     0.7819849],20.0000,4.0000,[172.16374    70.47214     0.5077669],20.0000,4.0000,[163.07014    54.51269     0.4931905],20.0000,4.0000,[138.34338    10.005148    6.0680037],20.0000,4.0000,[160.9819    -68.58331     5.6078444],20.0000,4.0000
91,[9.6141487e+01 2.1943727e+01 4.6363134e-02],20.0000,6.0000,[9.7437309e+01 3.4892540e+01 6.3706174e-02],20.0000,6.0000,[9.3484978e+01 1.0483107e+01 5.6095380e-02],20.0000,6.0000,[95.020325  53.324284   0.5057362],20.0000,6.0000,[ 9.2211342e+01 -5.6932940e+00  4.2894535e-02],20.0000,6.0000,[116.32911    20.8842      6.1690154],20.0000,6.0000,[116.57738     38.451283     0.54069036],20.0000,0.0000,[114.19621     4.8346705   6.249849 ],20.0000,6.0000,[108.265785  77.405716   0.986374],20.0000,0.0000,[112.91276  -11.502264   6.249682],20.0000,0.0000,[132.98393     80.31361      0.78203386],20.0000,4.0000,[172.6688     70.754745    0.5078265],20.0000,4.0000,[163.57939    54.78769     0.4932386],20.0000,4.0000,[138.90878     9.881571    6.0680037],20.0000,4.0000,[161.43279  -68.946144   5.607788],20.0000,4.0000
92,[97.22978    22.039227    0.13583079],20.0000,6.0000,[98.524376   34.997627    0.15114273],20.0000,6.0000,[94.57269    10.582025    0.14401026],20.0000,6.0000,[95.9733    53.856594   0.7234351],20.0000,0.0000,[93.29992    -5.600497    0.13258919],20.0000,6.0000,[117.42035     20.819075     0.12014604],20.0000,0.0000,[117.527885    38.988712     0.24783169],20.0000,6.0000,[115.28754      4.8094883    0.18641184],20.0000,0.0000,[108.89399     78.29892      0.69308704],20.0000,6.0000,[114.00367  -11.539749   5.965288],20.0000,6.0000,[133.39375    80.72225     0.7820808],20.0000,4.0000,[173.17386    71.03734     0.5078837],20.0000,4.0000,[164.08864     55.06268      0.49328473],20.0000,4.0000,[139.4742      9.757993    6.0680037],20.0000,4.0000,[161.88368   -69.308975    5.6077337],20.0000,4.0000
93,[98.30897    22.203987    0.35745233],20.0000,0.0000,[99.60207    35.171276    0.37035424],20.0000,0.0000,[95.651344  10.749727   0.3637465],20.0000,0.0000,[96.812065   54.55582     0.43014812],20.0000,6.0000,[94.37951   -5.438361   0.3545079],20.0000,0.0000,[118.50232    20.964106    6.1239104],20.0000,6.0000,[118.57804    39.28829     0.3346038],20.0000,6.0000,[116.36478     4.987393    6.1774163],20.0000,6.0000,[109.714165   79.019844    0.7793184],20.0000,6.0000,[115.05809   -11.827563    6.0571256],20.0000,6.0000,[133.80359     81.13089      0.78212595],20.0000,4.0000,[173.67894     71.319916     0.50793856],20.0000,4.0000,[164.59789     55.337658     0.49332905],20.0000,4.0000,[140.0396      9.634416    6.0680037],20.0000,4.0000,[162.3346    -69.67178     5.6076818],20.0000,4.0000
94,[9.9338448e+01 2.2567373e+01 6.6379905e-02],20.0000,6.0000,[1.0062917e+02 3.5541756e+01 7.7870943e-02],20.0000,6.0000,[9.6680321e+01 1.1114842e+01 7.1558639e-02],20.0000,6.0000,[97.791435  55.038788   0.5163795],20.0000,6.0000,[ 9.5409798e+01 -5.0773134e+00  6.3617244e-02],20.0000,6.0000,[119.59108    20.859625    6.2178445],20.0000,6.0000,[119.60675    39.653362    0.5531268],20.0000,0.0000,[117.454025    4.9078875   6.264913 ],20.0000,6.0000,[110.48711     79.79061      0.99731386],20.0000,0.0000,[116.12774   -12.04671     6.2820673],20.0000,0.0000,[134.21344    81.53951     0.7821692],20.0000,4.0000,[174.18402    71.602486    0.5079912],20.0000,4.0000,[165.10715    55.612625    0.4933716],20.0000,4.0000,[140.605       9.5108385   6.0680037],20.0000,4.0000,[162.7855   -70.034584   5.607632],20.0000,4.0000
95,[100.42493     22.679914     0.15483637],20.0000,6.0000,[101.71472     35.661163     0.16506112],20.0000,6.0000,[97.76652    11.228698    0.15904903],20.0000,6.0000,[98.738144   55.58216     0.73437494],20.0000,0.0000,[96.49655   -4.9671435  0.1522114],20.0000,6.0000,[120.6827      20.825        0.16391318],20.0000,0.0000,[120.55051     40.202568     0.26026815],20.0000,6.0000,[118.54557      4.897565     0.20100436],20.0000,0.0000,[111.10468     80.69117      0.70417815],20.0000,6.0000,[117.21928  -12.060235   5.993082],20.0000,6.0000,[134.6233     81.948135    0.7822108],20.0000,4.0000,[174.6891     71.88504     0.5080417],20.0000,4.0000,[165.61641    55.887577    0.4934125],20.0000,4.0000,[141.1704      9.387261    6.0680037],20.0000,4.0000,[163.23643  -70.39738    5.607584],20.0000,4.0000
96,[101.50139     22.861298     0.37519774],20.0000,0.0000,[102.79005     35.84891      0.38401198],20.0000,0.0000,[98.842766   11.411055    0.37831837],20.0000,0.0000,[99.568565   56.291245    0.44123924],20.0000,6.0000,[97.5734    -4.7880697  0.372737 ],20.0000,0.0000,[121.76027    20.999218    6.1610594],20.0000,6.0000,[121.596855    40.515182     0.34704027],20.0000,6.0000,[119.62038     5.089824    6.1917424],20.0000,6.0000,[111.916275   81.421776    0.7906095],20.0000,6.0000,[118.27855   -12.327825    6.0828977],20.0000,6.0000,[135.03316     82.35674      0.78225076],20.0000,4.0000,[175.1942      72.16758      0.50809014],20.0000,4.0000,[166.12569     56.162525     0.49345177],20.0000,4.0000,[141.7358      9.263684    6.0680037],20.0000,4.0000,[163.68738  -70.760155   5.607538],20.0000,4.0000
97,[1.02525475e+02 2.32398033e+01 8.33711103e-02],20.0000,6.0000,[1.0381228e+02 3.6232658e+01 9.1384873e-02],20.0000,6.0000,[9.9866821e+01 1.1789861e+01 8.5867256e-02],20.0000,6.0000,[100.54217     56.78579      0.52767056],20.0000,6.0000,[ 9.8598251e+01 -4.4116669e+00  8.1006765e-02],20.0000,6.0000,[122.850235  20.919548   6.252298],20.0000,6.0000,[122.62095    40.893024    0.5655633],20.0000,0.0000,[120.71055     5.0247684   6.2789707],20.0000,6.0000,[112.67997    82.20171     1.0087968],20.0000,0.0000,[ 1.1935195e+02 -1.2526909e+01  2.1789316e-02],20.0000,0.0000,[135.44304    82.76534     0.7822892],20.0000,4.0000,[175.69931     72.4501       0.50813663],20.0000,4.0000,[166.63496    56.437458    0.4934895],20.0000,4.0000,[142.3012      9.140106    6.0680037],20.0000,4.0000,[164.13832  -71.122925   5.607494],20.0000,4.0000
98,[103.61012     23.36797      0.17120025],20.0000,6.0000,[104.89618     36.366066     0.17842014],20.0000,6.0000,[100.95137     11.918094     0.17309126],20.0000,6.0000,[101.48233    57.34042     0.7458579],20.0000,0.0000,[99.68317    -4.2856855   0.16892166],20.0000,6.0000,[123.94202     20.910044     0.19325359],20.0000,0.0000,[123.5578      41.453926     0.27270463],20.0000,6.0000,[121.802124     5.0288105    0.21477611],20.0000,0.0000,[113.28664     83.10963      0.71576065],20.0000,6.0000,[120.44366  -12.521781   6.014181],20.0000,6.0000,[135.85292    83.173935    0.7823261],20.0000,3.0000,[176.20442     72.73262      0.50818133],20.0000,4.0000,[167.14424     56.712383     0.49352577],20.0000,4.0000,[142.8666      9.016529    6.0680037],20.0000,4.0000,[164.58926  -71.48568    5.607452],20.0000,4.0000
99,[104.68387     23.564621     0.39084056],20.0000,0.0000,[105.968994   36.567608    0.3972104],20.0000,0.0000,[102.02513     12.114589     0.39207754],20.0000,0.0000,[102.30414     58.059444     0.45282173],20.0000,6.0000,[100.75731     -4.091167     0.38865793],20.0000,0.0000,[125.015915  21.10605    6.186952],20.0000,6.0000,[124.600174    41.779526     0.35947672],20.0000,6.0000,[122.87437     5.2350187   6.205356 ],20.0000,6.0000,[114.08937     83.849976     0.80231804],20.0000,0.0000,[121.5069   -12.772179   6.102847],20.0000,6.0000,[136.26071    83.58463     0.6906029],20.0000,4.0000,[176.70953    73.01513     0.5082242],20.0000,4.0000,[167.65352     56.9873       0.49356064],20.0000,4.0000,[143.43199     8.892952    6.0680037],20.0000,4.0000,[165.04022  -71.84843    5.607411],20.0000,4.0000
100,[1.0570268e+02 2.3957224e+01 9.8598152e-02],20.0000,6.0000,[1.0698627e+02 3.6964363e+01 1.0449567e-01],20.0000,6.0000,[1.0304420e+02 1.2506667e+01 9.9469848e-02],20.0000,6.0000,[103.27171    58.565704    0.5393791],20.0000,6.0000,[ 1.0177687e+02 -3.7005341e+00  9.6470065e-02],20.0000,6.0000,[126.106766  21.046213   6.276482],20.0000,6.0000,[125.61949    42.170074    0.5779998],20.0000,0.0000,[1.2396526e+02 5.1840849e+00 9.2300130e-03],20.0000,0.0000,[114.83074    84.651505    0.4700763],20.0000,6.0000,[ 1.2258326e+02 -1.2954189e+01  4.0273670e-02],20.0000,0.0000,[136.6926     83.970535    0.6570279],20.0000,4.0000,[177.21466    73.29762     0.5082654],20.0000,4.0000,[168.16281     57.262207     0.49359414],20.0000,4.0000,[143.9974      8.769375    6.0680037],20.0000,4.0000,[165.4912   -72.211174   5.607372],20.0000,4.0000
101,[106.78542    24.10017     0.1860348],20.0000,0.0000,[108.06837     37.111553     0.19143346],20.0000,6.0000,[104.126976   12.648923    0.1865264],20.0000,0.0000,[104.205086   59.131687    0.7576893],20.0000,0.0000,[102.85989     -3.5596583    0.18396048],20.0000,0.0000,[127.19841     21.056248     0.21499984],20.0000,0.0000,[126.5493      42.74258      0.28514108],20.0000,6.0000,[125.056526    5.2200236   5.960678 ],20.0000,6.0000,[115.762245   85.2279      0.5520357],20.0000,6.0000,[123.67483  -12.932648   6.03178 ],20.0000,6.0000,[137.13387   84.346054   0.645687],20.0000,4.0000,[177.71979     73.58011      0.50830495],20.0000,4.0000,[168.6721     57.537106    0.4936264],20.0000,4.0000,[144.5628      8.645797    6.0680037],20.0000,4.0000,[165.94217  -72.5739     5.607334],20.0000,4.0000
102,[107.8531    24.328833   6.13788 ],20.0000,6.0000,[109.138535   37.3267      0.4101239],20.0000,0.0000,[105.19479   12.876755   6.137972],20.0000,6.0000,[105.01806     59.860672     0.46471766],20.0000,6.0000,[103.92801    -3.3330183   6.1358633],20.0000,6.0000,[128.26901    21.269997    6.2071624],20.0000,6.0000,[127.58755    43.08112     0.3719132],20.0000,0.0000,[126.12142     4.962694    6.0429735],20.0000,6.0000,[116.66183    85.84877     0.7845449],20.0000,0.0000,[124.741516 -13.167405   6.119739],20.0000,6.0000,[137.579       84.71701      0.64338785],20.0000,4.0000,[178.22491   73.86258    0.508343],20.0000,4.0000,[169.18141     57.811993     0.49365735],20.0000,4.0000,[145.1282      8.52222     6.0680037],20.0000,4.0000,[166.39314   -72.93662     5.6072984],20.0000,4.0000
103,[108.94685    24.264383    6.2204432],20.0000,6.0000,[110.15072     37.736275     0.11735518],20.0000,6.0000,[106.28838    12.811263    6.2202654],20.0000,6.0000,[105.9794     60.3787      0.5513545],20.0000,6.0000,[105.02165    -3.3995106   6.218466 ],20.0000,6.0000,[1.2936047e+02 2.1227377e+01 1.2471767e-02],20.0000,6.0000,[1.2859544e+02 4.3500927e+01 3.9884333e-02],20.0000,6.0000,[127.19543     4.7593017   6.276176 ],20.0000,0.0000,[117.42551    86.62879     0.5038889],20.0000,6.0000,[ 1.25820366e+02 -1.33338413e+01  5.63401990e-02],20.0000,0.0000,[138.02574     85.085945     0.64464605],20.0000,4.0000,[178.73006    74.14504     0.5083795],20.0000,4.0000,[169.69072     58.086876     0.49368715],20.0000,4.0000,[145.6936      8.398643    6.0680037],20.0000,4.0000,[166.84413   -73.29934     5.6072636],20.0000,4.0000
104,[110.03994     24.254595     0.17099784],20.0000,0.0000,[111.23087    37.89711     0.2042316],20.0000,6.0000,[107.38142     12.800468     0.17027898],20.0000,0.0000,[106.905785   60.956062    0.7697429],20.0000,0.0000,[106.11472     -3.4113452    0.16909821],20.0000,0.0000,[130.45178     21.254337     0.23287842],20.0000,0.0000,[1.2968243e+02 4.3636967e+01 1.2198469e-01],20.0000,6.0000,[128.28705     4.7648573   5.9959974],20.0000,6.0000,[118.3485     87.215485    0.5973643],20.0000,6.0000,[126.911575 -13.297054   6.047366],20.0000,6.0000,[138.4731     85.453995    0.6471304],20.0000,4.0000,[179.2352     74.4275      0.5084146],20.0000,4.0000,[170.20003     58.361748     0.49371582],20.0000,4.0000,[146.259       8.275065    6.0680037],20.0000,4.0000,[167.29512 -73.66205   5.60723],20.0000,4.0000
105,[111.113235   24.453884    6.1743717],20.0000,6.0000,[112.29824     38.125717     0.42285976],20.0000,0.0000,[108.45495   12.998452   6.173283],20.0000,6.0000,[107.70974    61.694965    0.4768126],20.0000,6.0000,[107.188385  -3.214019   6.172525],20.0000,6.0000,[131.51917    21.483881    6.2242637],20.0000,6.0000,[130.75891     43.82671      0.35478756],20.0000,0.0000,[129.35335    4.521532   6.08965 ],20.0000,0.0000,[119.23095    87.85895     0.8260477],20.0000,0.0000,[127.98134   -13.5170555   6.1348844],20.0000,6.0000,[138.9207     85.821625    0.6498724],20.0000,4.0000,[179.74034    74.709946    0.5084484],20.0000,4.0000,[170.70934     58.636616     0.49374342],20.0000,4.0000,[146.8244      8.151488    6.0680037],20.0000,4.0000,[167.74612  -74.02474    5.607198],20.0000,4.0000
106,[112.20583   24.404028   6.268161],20.0000,0.0000,[113.30521     38.547974     0.13005742],20.0000,6.0000,[109.54745    12.946989    6.2669344],20.0000,6.0000,[108.66464    62.224773    0.5634995],20.0000,6.0000,[108.2809     -3.265835    6.2663336],20.0000,6.0000,[1.3261104e+02 2.1457041e+01 2.8931236e-02],20.0000,6.0000,[1.3177803e+02 4.4217903e+01 7.4334212e-02],20.0000,6.0000,[130.43489     4.3645215   5.7680063],20.0000,6.0000,[119.97427     88.65831      0.53965753],20.0000,6.0000,[ 1.2906235e+02 -1.3668747e+01  7.0998721e-02],20.0000,0.0000,[139.36838   86.18905    0.652497],20.0000,3.0000,[180.2455      74.992386     0.50848085],20.0000,4.0000,[171.21864     58.911472     0.49376994],20.0000,4.0000,[147.3898      8.02791     6.0680037],20.0000,4.0000,[168.19713   -74.387436    5.6071672],20.0000,4.0000
107,[113.29808    24.441864    5.9466863],20.0000,6.0000,[114.38325     38.722355     0.21689522],20.0000,6.0000,[110.63944     12.965346     0.21265623],20.0000,0.0000,[109.583855   62.813488    0.7819375],20.0000,0.0000,[109.37291     -3.2477806    0.21224964],20.0000,0.0000,[133.70181     21.499546     0.24859807],20.0000,0.0000,[132.8615      44.367138     0.16788484],20.0000,6.0000,[131.44173     3.9273403   5.857681 ],20.0000,6.0000,[120.88344     89.26472      0.63075507],20.0000,6.0000,[130.153    -13.617379   6.06175 ],20.0000,6.0000,[139.81429     86.558716     0.56312406],20.0000,4.0000,[180.75066    75.27481     0.5085121],20.0000,4.0000,[171.72797     59.186325     0.49379548],20.0000,4.0000,[147.95522     7.904333    6.0680037],20.0000,4.0000,[168.64815   -74.75012     5.6071377],20.0000,4.0000
108,[114.36666    24.190798    6.0364723],20.0000,6.0000,[115.44767     38.964325     0.43548432],20.0000,0.0000,[111.707344   13.191403    6.2095895],20.0000,6.0000,[110.37863     63.562256     0.48903352],20.0000,6.0000,[110.44084    -3.0218992   6.209303 ],20.0000,6.0000,[134.76598   21.743828   6.239556],20.0000,6.0000,[133.9317      44.584892     0.39666432],20.0000,0.0000,[132.4659      3.5428526   6.1029453],20.0000,0.0000,[121.750984    89.9276       0.85469514],20.0000,0.0000,[131.22554  -13.823146   6.148991],20.0000,6.0000,[140.28235     86.90142      0.53178495],20.0000,4.0000,[181.25581    75.557236    0.5085421],20.0000,4.0000,[172.23729     59.46117      0.49382007],20.0000,4.0000,[148.52061     7.780756    6.0680037],20.0000,4.0000,[169.09915  -75.11279    5.607109],20.0000,4.0000
109,[115.44292   23.994703   6.281879],20.0000,0.0000,[116.44927     39.399155     0.14266102],20.0000,6.0000,[1.1279986e+02 1.3164314e+01 1.7558180e-02],20.0000,6.0000,[111.32693     64.103806     0.57575196],20.0000,6.0000,[ 1.1153337e+02 -3.0490813e+00  1.7319100e-02],20.0000,6.0000,[1.3585805e+02 2.1731918e+01 4.3822266e-02],20.0000,6.0000,[1.3494028e+02 4.5002365e+01 1.1033374e-01],20.0000,6.0000,[133.54373     3.3689334   5.8304315],20.0000,6.0000,[122.47833    90.74164     0.5650808],20.0000,6.0000,[ 1.3230846e+02 -1.3960573e+01  8.4810644e-02],20.0000,0.0000,[140.75926     87.23214      0.52373755],20.0000,4.0000,[181.76099     75.839645     0.50857097],20.0000,4.0000,[172.74663     59.736008     0.49384373],20.0000,4.0000,[149.08601     7.6571784   6.0680037],20.0000,4.0000,[169.55017   -75.475464    5.6070814],20.0000,4.0000
110,[116.5345     24.015463    6.0094466],20.0000,6.0000,[117.52505    39.587006    0.2294745],20.0000,6.0000,[113.89082     13.207379     0.24157844],20.0000,0.0000,[112.23879     64.703835     0.79422134],20.0000,0.0000,[112.624344    -3.0061       0.24140757],20.0000,0.0000,[136.94815     21.789185     0.26304984],20.0000,0.0000,[136.01935     45.1754       0.20145561],20.0000,6.0000,[134.55817     2.9589708   5.9269037],20.0000,6.0000,[123.37615     91.36406      0.65453476],20.0000,6.0000,[133.39836   -13.895024    6.0753984],20.0000,6.0000,[141.23969     87.55752      0.52510554],20.0000,4.0000,[182.26616    76.122055    0.5085988],20.0000,4.0000,[173.25595    60.01084     0.4938665],20.0000,4.0000,[149.65141     7.5336013   6.0680037],20.0000,4.0000,[170.0012   -75.838135   5.607055],20.0000,4.0000
111,[117.60572    23.792723    6.1059475],20.0000,6.0000,[118.58636     39.842262     0.44803908],20.0000,0.0000,[114.95406    13.454786    6.2352004],20.0000,6.0000,[113.02424    65.46238     0.5013341],20.0000,6.0000,[113.68759    -2.7587347   6.2350726],20.0000,6.0000,[138.009     22.047579   6.253761],20.0000,6.0000,[137.08406    45.417118    0.4254304],20.0000,0.0000,[135.59535    2.616346   6.158743],20.0000,0.0000,[124.231735   92.04212     0.8761385],20.0000,0.0000,[134.47346  -14.086864   6.162466],20.0000,6.0000,[141.72134    87.880646    0.5298045],20.0000,3.0000,[182.77133    76.40445     0.5086255],20.0000,4.0000,[173.76529     60.285667     0.49388844],20.0000,4.0000,[150.21681     7.4100237   6.0680037],20.0000,4.0000,[170.45224 -76.20079   5.60703],20.0000,4.0000
112,[1.1868735e+02 2.3640312e+01 5.4625574e-02],20.0000,0.0000,[119.58246     40.28956      0.15520264],20.0000,6.0000,[1.16046524e+02 1.34474144e+01 4.14995849e-02],20.0000,6.0000,[113.96577     66.015625     0.58807236],20.0000,0.0000,[ 1.1478005e+02 -2.7661242e+00  4.1397817e-02],20.0000,6.0000,[1.3910110e+02 2.2050091e+01 5.7775103e-02],20.0000,6.0000,[1.3808420e+02 4.5854649e+01 1.3583806e-01],20.0000,6.0000,[136.67831     2.4797208   5.874187 ],20.0000,6.0000,[124.9457      92.868034     0.58505523],20.0000,6.0000,[ 1.3555804e+02 -1.4210313e+01  9.8104194e-02],20.0000,0.0000,[142.2018     88.20548     0.4434695],20.0000,4.0000,[183.2765      76.686844     0.50865126],20.0000,4.0000,[174.27463     60.56049      0.49390954],20.0000,4.0000,[150.78221     7.2864466   6.0680037],20.0000,4.0000,[170.90327  -76.56344    5.607005],20.0000,4.0000
