step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5
319,[234.0414     73.74854     2.1611617],20.0000,6.0000,[213.2165     69.24271     1.3931504],20.0000,6.0000,[259.1309      51.81448      0.58283114],20.0000,0.0000,[203.8031     82.99377     1.3546306],20.0000,0.0000,[ 198.00372   -163.22867      4.6873994],20.0000,6.0000,[255.44627    64.62573     1.6710212],20.0000,6.0000,[220.83263    97.84877     1.9869093],20.0000,0.0000,[ 236.774     -143.93222      4.6317477],20.0000,0.0000,[251.73634   139.32799     2.1553853],20.0000,0.0000,[ 224.16692  -173.64117     4.680963],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[240.26662   141.83136     2.4960778],20.0000,4.0000,[225.34583    71.28686     2.5777807],20.0000,5.0000,[177.45312   13.896031   6.051851],20.0000,,[ 206.41087  -187.87953     4.698587],20.0000,3.0000
320,[233.47359    74.68202     2.3644361],20.0000,0.0000,[213.26537    70.34294     1.5100087],20.0000,0.0000,[260.0664      52.378593     0.30948636],20.0000,6.0000,[203.93532    84.0823      1.0742259],20.0000,6.0000,[ 198.00922  -164.3207      4.774162],20.0000,0.0000,[255.3222     65.71031     1.7601545],20.0000,6.0000,[220.3773     98.84094     1.7083027],20.0000,0.0000,[ 236.66116  -145.0182      4.339532],20.0000,6.0000,[251.21568   140.29236     1.8642498],20.0000,6.0000,[ 224.16826   -174.73332      4.7683973],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[239.85588   142.24799     2.5155869],20.0000,4.0000,[224.92972    71.71172     2.6639764],20.0000,6.0000,[177.45312   13.896031   6.051851],20.0000,,[ 206.41557   -188.4584       4.6075673],20.0000,4.0000
321,[232.74844    75.501396    2.0611944],20.0000,6.0000,[213.22696    71.43885     1.2304732],20.0000,6.0000,[261.1017      52.724792     0.39845735],20.0000,6.0000,[204.32768    85.11119     1.1904864],20.0000,0.0000,[ 198.10136   -165.40865      4.4421234],20.0000,6.0000,[255.12642    66.78421     1.9773458],20.0000,0.0000,[220.1403     99.9101      1.2519882],20.0000,6.0000,[ 236.29686   -146.04779      4.4269953],20.0000,6.0000,[250.92307   141.34422     1.9313952],20.0000,6.0000,[ 224.23874   -175.82263      4.9876065],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[239.43306   142.65097     2.5073166],20.0000,5.0000,[224.47786    72.097786    2.8407857],20.0000,6.0000,[177.45312   13.896031   6.051851],20.0000,,[ 206.38551  -189.03719     4.574721],20.0000,4.0000
322,[232.23795    76.466225    2.1336758],20.0000,6.0000,[213.45422    72.51634     1.3472022],20.0000,6.0000,[262.11176    53.138836    0.6155496],20.0000,6.0000,[204.636       86.163475     0.91008276],20.0000,6.0000,[ 197.89912   -166.48528      4.5242176],20.0000,0.0000,[254.73549    67.80432     1.6832716],20.0000,6.0000,[220.31194   101.00293     1.3241936],20.0000,0.0000,[ 235.99866   -147.09787      4.6462355],20.0000,0.0000,[250.5775    142.38051     2.1383011],20.0000,6.0000,[ 224.50996  -176.88028     4.695122],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[239.00893   143.05109     2.5823529],20.0000,5.0000,[223.97073   72.41636    3.047872],20.0000,6.0000,[177.45312   13.896031   6.051851],20.0000,,[ 206.341     -189.6153       4.5646696],20.0000,4.0000
323,[231.6762     77.40245     2.3440182],20.0000,6.0000,[213.6119     73.59991     1.6176373],20.0000,6.0000,[263.03906     53.71804      0.87197155],20.0000,6.0000,[205.19122    87.114426    1.0263431],20.0000,6.0000,[ 197.76878   -167.57162      4.2064557],20.0000,6.0000,[254.59383    68.88681     1.7667598],20.0000,6.0000,[220.44788  102.09432    1.050017],20.0000,6.0000,[ 235.90025   -148.18529      4.3537683],20.0000,6.0000,[250.06613   143.349       2.3877783],20.0000,0.0000,[ 224.52571  -177.97226     4.782311],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[238.56152   143.42714     2.6908183],20.0000,4.0000,[223.41074    72.6429      3.2531679],20.0000,6.0000,[177.45312   13.896031   6.051851],20.0000,,[ 206.2903   -190.19287     4.563913],20.0000,4.0000
324,[230.96693    78.23549     2.5971925],20.0000,6.0000,[213.55185    74.68984     1.9074659],20.0000,6.0000,[263.832      54.47751     1.1307454],20.0000,6.0000,[205.6826     88.09296     1.2964907],20.0000,0.0000,[ 197.3554    -168.59048      4.3028107],20.0000,6.0000,[254.38582    69.958374    1.9823873],20.0000,6.0000,[220.84796   103.1232      1.1823308],20.0000,6.0000,[ 235.5496   -149.21957     4.440975],20.0000,6.0000,[249.35274   144.18388     2.0857298],20.0000,6.0000,[ 224.61044   -179.06056      5.0012603],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[238.08148   143.76378     2.7157876],20.0000,4.0000,[222.81508    72.76151     3.4456537],20.0000,6.0000,[177.45312   13.896031   6.051851],20.0000,,[ 206.237    -190.77008     4.566679],20.0000,4.0000
325,[230.09909    78.90967     2.8517683],20.0000,6.0000,[213.24963    75.74055     2.1845958],20.0000,0.0000,[264.4435     55.39608     1.3695579],20.0000,6.0000,[205.95247    89.15096     1.0356779],20.0000,6.0000,[ 196.99632   -169.62457      4.5587044],20.0000,0.0000,[254.00117    70.98148     2.2386942],20.0000,6.0000,[221.17355   104.16938     1.4701965],20.0000,0.0000,[ 235.26521   -150.27347      4.6599436],20.0000,0.0000,[248.84761   145.15225     2.1396484],20.0000,6.0000,[ 224.89534   -180.11462      4.7086325],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[237.59003  144.08134    2.706617],20.0000,5.0000,[222.20674   72.76712    3.626658],20.0000,6.0000,[177.45312   13.896031   6.051851],20.0000,,[ 206.18268   -191.34706      4.5704956],20.0000,4.0000
326,[229.10078    79.38165     3.0851672],20.0000,0.0000,[212.70688    76.69342     1.8984418],20.0000,6.0000,[264.84348    56.42852     1.5788499],20.0000,6.0000,[206.44325    90.12895     1.1357921],20.0000,0.0000,[ 196.85616 -170.70744    4.2925 ],20.0000,6.0000,[253.41435    71.908875    2.4988863],20.0000,6.0000,[221.25465   105.25829     1.2174076],20.0000,6.0000,[ 235.18091   -151.36209      4.3673263],20.0000,6.0000,[248.30292   146.0996      2.3399723],20.0000,0.0000,[ 224.92519   -181.2063       4.7956667],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[237.09743   144.39465     2.7788346],20.0000,5.0000,[221.60773    72.66238     3.8018594],20.0000,5.0000,[177.45312   13.896031   6.051851],20.0000,,[ 206.12799 -191.92387    4.57435],20.0000,4.0000
327,[228.02052    79.61235     2.7391505],20.0000,6.0000,[212.3846   77.73676   1.9638 ],20.0000,6.0000,[265.0268    57.521587   1.763796],20.0000,6.0000,[206.84988    91.14365     0.8188121],20.0000,6.0000,[ 196.48262  -171.73607     4.391241],20.0000,0.0000,[252.6358     72.69028     2.7403264],20.0000,0.0000,[221.56085   106.30879     1.3199171],20.0000,0.0000,[ 234.84366  -152.4008      4.454372],20.0000,0.0000,[247.59967   146.93805     2.0351288],20.0000,6.0000,[ 225.04166   -182.29193      4.4639044],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[236.58662   144.6798      2.8846145],20.0000,4.0000,[221.03906    72.451065    3.8841639],20.0000,5.0000,[177.45312   13.896031   6.051851],20.0000,,[ 206.0732    -192.50056      4.5778804],20.0000,4.0000
328,[227.03824    80.091705    2.7526486],20.0000,6.0000,[212.01074    78.763405    2.1692488],20.0000,0.0000,[265.00394    58.629326    1.9367391],20.0000,0.0000,[207.50891     92.02184      0.91077703],20.0000,0.0000,[ 196.19547  -172.79091     4.074333],20.0000,6.0000,[251.69597   73.269844   2.401735],20.0000,6.0000,[221.77553   107.3806      1.0036907],20.0000,6.0000,[ 234.5901   -153.46281     4.122621],20.0000,6.0000,[247.11572   147.91647     2.1064246],20.0000,6.0000,[ 224.86372   -183.37291      4.5461826],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[236.05138   144.92009     2.9073505],20.0000,5.0000,[220.50525    72.17679     3.9396794],20.0000,5.0000,[177.45312   13.896031   6.051851],20.0000,,[ 206.01837   -193.07716      4.5809984],20.0000,4.0000
329,[226.05087    80.56094     2.9341326],20.0000,0.0000,[211.4586     79.70808     1.8666701],20.0000,6.0000,[264.77057    59.708847    1.5570548],20.0000,6.0000,[208.10555   92.94053    0.607704],20.0000,6.0000,[ 195.64163   -173.73915      4.1667323],20.0000,6.0000,[250.92796   74.04756    2.419095],20.0000,6.0000,[222.26257   108.36455     1.0956563],20.0000,0.0000,[ 234.06064   -154.42192      4.2049074],20.0000,6.0000,[246.58063   148.8682      2.3162892],20.0000,6.0000,[ 224.74023   -184.45901      4.7793503],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[235.50948  145.14258    2.988148],20.0000,4.0000,[220.00107   71.86004    4.001032],20.0000,5.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.96353   -193.6537       4.5837197],20.0000,4.0000
330,[224.99934    80.8647      2.6216972],20.0000,6.0000,[211.14468    80.75353     1.9391876],20.0000,0.0000,[264.83212    60.799656    1.5633678],20.0000,6.0000,[208.92082    93.68003     0.7133692],20.0000,0.0000,[ 195.13924   -174.7111       4.4150214],20.0000,0.0000,[250.14932    74.814964    2.6019804],20.0000,6.0000,[222.68063   109.377       0.7922022],20.0000,6.0000,[ 233.58081  -155.40405     4.438091],20.0000,0.0000,[245.89537  149.72118    2.569195],20.0000,6.0000,[ 224.82642  -185.54723     4.499148],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[234.95207   145.32509     3.0004158],20.0000,5.0000,[219.52545    71.50592     4.0756245],20.0000,5.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.90865   -194.23016      4.5860925],20.0000,4.0000
331,[224.05481    81.411865    2.6901174],20.0000,6.0000,[210.75827    81.77442     1.5989722],20.0000,6.0000,[264.89026    61.89081     1.7442086],20.0000,6.0000,[209.6779     94.47326     0.4271782],20.0000,6.0000,[ 194.84167   -175.76158      4.1441417],20.0000,6.0000,[249.26407    75.461296    2.8402655],20.0000,6.0000,[223.34665    110.25328      0.89756525],20.0000,6.0000,[ 233.29784   -156.45837      4.1578994],20.0000,6.0000,[245.04707  150.41992    2.823429],20.0000,0.0000,[ 224.6625    -186.62859      4.5927916],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[234.3914    145.4933      3.0777106],20.0000,5.0000,[219.08115    71.114685    4.1606483],20.0000,5.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.85371  -194.8066      4.588169],20.0000,4.0000
332,[223.0836     81.910736    2.8989506],20.0000,6.0000,[210.66307    82.86372     1.6768315],20.0000,0.0000,[264.79062    62.98153     1.9843982],20.0000,6.0000,[210.6106     95.05899     0.5419892],20.0000,6.0000,[ 194.31813   -176.72237      4.2411733],20.0000,6.0000,[248.26424    75.92215     3.0817857],20.0000,6.0000,[223.9597    111.160545    1.1616322],20.0000,0.0000,[ 232.7815   -157.42253     4.251547],20.0000,6.0000,[244.05708  150.9034     2.505861],20.0000,6.0000,[ 224.5681   -187.71664     4.821688],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[233.81992   145.62515     3.1815844],20.0000,4.0000,[218.6724     70.68669     4.2515516],20.0000,5.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.79872  -195.38297     4.589998],20.0000,4.0000
333,[222.04193   82.2453     3.151609],20.0000,6.0000,[210.49396    83.94344     1.3483958],20.0000,6.0000,[264.47696   64.03592    2.230125],20.0000,6.0000,[211.50044     95.69724      0.81249213],20.0000,0.0000,[ 193.85919   -177.71361      4.4734254],20.0000,0.0000,[247.18507    76.16162     3.3030162],20.0000,6.0000,[224.36804    112.17324      0.89913017],20.0000,6.0000,[ 232.3284   -158.41626     4.480449],20.0000,0.0000,[243.20972  151.59346    2.539477],20.0000,6.0000,[ 224.68275   -188.80217      4.5354304],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[233.23749   145.7054      3.2001145],20.0000,4.0000,[218.30359    70.22364     4.3449078],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.74365  -195.9593      4.591617],20.0000,4.0000
334,[220.94916    82.36169     3.4059713],20.0000,6.0000,[210.6203    85.03399    1.436459],20.0000,0.0000,[263.9435     65.00351     2.4562695],20.0000,6.0000,[212.23099    96.50875     0.5522505],20.0000,6.0000,[ 193.59998   -178.77394      4.1890707],20.0000,6.0000,[246.07738    76.172485    3.4990978],20.0000,6.0000,[224.98604   113.0764      0.9989844],20.0000,6.0000,[ 232.07318   -159.47757      4.1941943],20.0000,6.0000,[242.34422   152.2613      2.7294996],20.0000,6.0000,[ 224.54308   -189.88606      4.6265817],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[232.65434   145.7635      3.1847332],20.0000,5.0000,[217.98143    69.72751     4.3470287],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.68849   -196.5356       4.5930605],20.0000,4.0000
335,[219.85188   82.23765    3.639278],20.0000,6.0000,[210.67538    86.12802     1.1313914],20.0000,6.0000,[263.21738    65.83988     2.6560595],20.0000,6.0000,[213.11978    97.1471      0.6526293],20.0000,6.0000,[ 193.10315 -179.7475     4.28092],20.0000,6.0000,[244.98807    75.96925     3.6778395],20.0000,6.0000,[225.54105  114.01727    1.233025],20.0000,0.0000,[ 231.57883  -160.45222     4.285347],20.0000,6.0000,[241.38443   152.79088     2.9700773],20.0000,0.0000,[ 224.47333   -190.97565      4.8505983],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[232.0727    145.8183      3.2523992],20.0000,5.0000,[217.67899   69.22355    4.316894],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.63326   -197.11188      4.5943537],20.0000,4.0000
336,[218.80338  81.88106   3.84379],20.0000,6.0000,[211.01117    87.17632     1.2365578],20.0000,0.0000,[262.34122    66.51841     2.8364928],20.0000,6.0000,[213.96184    97.84292     0.8865034],20.0000,0.0000,[ 192.67046   -180.74997      4.5058737],20.0000,6.0000,[243.95372    75.57311     3.8499005],20.0000,0.0000,[225.90291    115.0471       0.94945115],20.0000,6.0000,[ 231.14848   -161.45564      4.5093656],20.0000,0.0000,[240.33055   153.10223     2.6612093],20.0000,6.0000,[ 224.6097   -192.05875     4.561033],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[231.48787   145.84076     3.3555217],20.0000,4.0000,[217.38074   68.72091    4.283049],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.57793  -197.68811     4.595518],20.0000,4.0000
337,[217.84608    81.322556    4.0261173],20.0000,0.0000,[211.27023    88.24185     0.9504636],20.0000,6.0000,[261.35672   67.02612    3.008755],20.0000,6.0000,[214.65256    98.68814     0.6026866],20.0000,6.0000,[ 192.41714  -181.81215     4.767446],20.0000,6.0000,[243.01608   74.98984    3.471516],20.0000,6.0000,[226.4922    115.96766     1.0415387],20.0000,6.0000,[ 230.91454  -162.52193     4.219801],20.0000,6.0000,[239.38098   153.64203     2.7100098],20.0000,6.0000,[ 224.48964  -193.1446      4.650516],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[230.9017    145.81276     3.3767798],20.0000,4.0000,[217.08076    68.221725    4.2555404],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.5225   -198.26433     4.596572],20.0000,4.0000
338,[217.02173    80.5868      3.6478639],20.0000,6.0000,[211.78519    89.21546     1.0654765],20.0000,0.0000,[260.29932    67.35428     3.1805358],20.0000,6.0000,[215.52003   99.35305    0.694671],20.0000,6.0000,[ 192.38574   -182.90709      5.0341253],20.0000,6.0000,[241.96844    74.67987     3.4790597],20.0000,6.0000,[227.02037   116.923294    1.2667015],20.0000,0.0000,[ 230.43802  -163.505       4.309285],20.0000,6.0000,[238.41154   154.14647     2.9080298],20.0000,6.0000,[ 224.43929  -194.23514     4.872158],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[230.3184    145.76338     3.3649833],20.0000,5.0000,[216.77803    67.72565     4.2354617],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.467    -198.84053     4.597529],20.0000,4.0000
339,[216.04346    80.10011     3.6522946],20.0000,6.0000,[212.22107    90.22177     0.7856652],20.0000,6.0000,[259.20145    67.494934    3.3545907],20.0000,6.0000,[216.34198   100.07178     0.9196269],20.0000,0.0000,[ 192.59413   -183.98822      5.2863894],20.0000,0.0000,[240.92194    74.36554     3.6604557],20.0000,0.0000,[227.35866   117.961174    0.9778371],20.0000,6.0000,[ 230.02562   -164.51581      4.5309277],20.0000,0.0000,[237.37192   154.49278     3.1527781],20.0000,0.0000,[ 224.59344  -195.31592     4.581098],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[229.73691   145.71057     3.4355772],20.0000,5.0000,[216.47304    67.23179     4.2212114],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.4114    -199.4167       4.5984015],20.0000,4.0000
340,[215.066      79.61153     3.8319697],20.0000,6.0000,[212.88939     91.097084     0.90266734],20.0000,0.0000,[258.09592    67.44281     3.5307221],20.0000,0.0000,[217.01349   100.93243     0.6306224],20.0000,6.0000,[ 193.05263   -184.99162      4.9595103],20.0000,6.0000,[239.93822    73.886986    3.3502872],20.0000,6.0000,[227.92978  118.89257    1.067713],20.0000,6.0000,[ 229.80922  -165.58588     4.239868],20.0000,6.0000,[236.27904   154.60512     2.8468473],20.0000,6.0000,[ 224.49048  -196.40335     4.669564],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[229.15819   145.62482     3.5405385],20.0000,4.0000,[216.16656    66.73938     4.2109895],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.35571 -199.99286    4.5992 ],20.0000,4.0000
341,[214.1664     78.986626    4.0714774],20.0000,6.0000,[213.48343     92.018814     0.62303185],20.0000,6.0000,[257.02335    67.181435    3.1573231],20.0000,6.0000,[217.8677     101.61359      0.72041833],20.0000,6.0000,[ 193.26546  -186.06369     4.984207],20.0000,6.0000,[238.87042   73.66049    3.422135],20.0000,6.0000,[228.4397    119.85788     1.2898651],20.0000,0.0000,[ 229.34828  -166.57614     4.328335],20.0000,6.0000,[235.2459   154.95958    2.897651],20.0000,6.0000,[ 224.45697   -197.49448      4.8899364],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[228.58743 145.48885   3.5629 ],20.0000,4.0000,[215.85919    66.24787     4.2034426],20.0000,5.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.29994  -200.56898     4.599932],20.0000,4.0000
342,[213.40378   78.19372    4.316637],20.0000,6.0000,[214.28511    92.773735    0.7396529],20.0000,0.0000,[255.9312     67.21068     3.1673236],20.0000,6.0000,[218.67593  102.347466   0.942461],20.0000,6.0000,[ 193.49916   -187.1317       5.1700397],20.0000,0.0000,[237.816    73.37756   3.63239],20.0000,6.0000,[228.7601   120.90151    0.999117],20.0000,6.0000,[ 228.95157  -167.59314     4.548708],20.0000,0.0000,[234.19931   155.27402     3.0965443],20.0000,0.0000,[ 224.62704   -198.57294      4.5981164],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[228.02345   145.33212     3.5517807],20.0000,5.0000,[215.5487     65.75837     4.2894306],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.24408   -201.14511      4.6006064],20.0000,4.0000
343,[212.82483   77.2526     4.542287],20.0000,0.0000,[215.02113    93.58653     0.4594297],20.0000,0.0000,[254.8387     67.23318     3.3496108],20.0000,6.0000,[219.34715  103.20903    1.202197],20.0000,0.0000,[ 193.90683   -188.14769      4.8584476],20.0000,6.0000,[236.82022    72.924934    3.8860252],20.0000,0.0000,[229.31592   121.84187     1.0878155],20.0000,6.0000,[ 228.75093  -168.66635     4.256888],20.0000,6.0000,[233.11238  155.40147    2.791071],20.0000,6.0000,[ 224.53975   -199.66164      4.6859517],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[227.46191  145.17216    3.622742],20.0000,4.0000,[215.26743   65.250305   4.318357],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.18814   -201.7212       4.6012287],20.0000,4.0000
344,[212.47237   76.205605   4.1912  ],20.0000,6.0000,[2.1592723e+02 9.4216644e+01 2.5175808e-02],20.0000,0.0000,[253.7519     67.09669     3.5901113],20.0000,0.0000,[219.81425   104.19875     0.9168494],20.0000,6.0000,[ 194.05798  -189.22876     4.926164],20.0000,6.0000,[235.94545   72.263466   3.591399],20.0000,6.0000,[229.81035   122.815125    1.3084667],20.0000,0.0000,[ 228.30435  -169.66307     4.344723],20.0000,6.0000,[232.08916   155.78162     2.8620427],20.0000,6.0000,[ 224.52177   -200.7531       4.9055986],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[226.91063  144.97757    3.636102],20.0000,4.0000,[214.99928   64.73501    4.323987],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.13211   -202.2973       4.6018043],20.0000,4.0000
345,[211.88084    75.28655     4.2029624],20.0000,0.0000,[217.01233    94.486626    5.8715982],20.0000,0.0000,[252.71654   66.73098    3.285063],20.0000,6.0000,[220.4873    105.05819     0.9927531],20.0000,6.0000,[ 194.26308   -190.30121      5.1346407],20.0000,0.0000,[234.94977  71.81519   3.65405],20.0000,6.0000,[230.11497   123.86355     1.0168105],20.0000,6.0000,[ 227.92215   -170.68558      4.5643706],20.0000,0.0000,[231.04707   156.10751     3.0717828],20.0000,6.0000,[ 224.70671 -201.82916    4.61336],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[226.36551  144.76913    3.626532],20.0000,5.0000,[214.73691   64.21705    4.320398],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.07602   -202.87338      4.6023374],20.0000,4.0000
346,[211.3129     74.3535      3.8334534],20.0000,6.0000,[218.12631   94.310165   5.497637],20.0000,0.0000,[251.63107   66.61035    3.338712],20.0000,6.0000,[221.11067   105.95482     1.2039237],20.0000,6.0000,[ 194.65721   -191.32079      4.8364034],20.0000,6.0000,[233.97588   71.32006    3.858719],20.0000,0.0000,[230.65685   124.81187     1.1047901],20.0000,6.0000,[ 227.73633   -171.76149      4.2721324],20.0000,6.0000,[229.96342   156.25868     3.3246367],20.0000,0.0000,[ 224.6343    -202.9189       4.7008004],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[225.82187   144.55934     3.7021863],20.0000,4.0000,[214.47678    63.698334    4.3138485],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 205.01984  -203.44945     4.602833],20.0000,4.0000
347,[210.49907    73.62486     3.8997848],20.0000,6.0000,[219.0977   93.7378    5.17815],20.0000,0.0000,[250.55086    66.44565     3.5391726],20.0000,0.0000,[221.5782    106.94453     1.4563178],20.0000,6.0000,[ 194.80072 -192.4029     4.91541],20.0000,6.0000,[233.10439   70.65864    3.556282],20.0000,6.0000,[231.13712   125.79215     1.3245993],20.0000,0.0000,[ 227.30342  -172.76416     4.359573],20.0000,6.0000,[228.87006  156.16827    3.028276],20.0000,6.0000,[ 224.63106  -204.01048     4.920016],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[225.29129   144.31601     3.7200017],20.0000,4.0000,[214.21738    63.1796      4.3069906],20.0000,5.0000,[177.45312   13.896031   6.051851],20.0000,,[ 204.9636   -204.0255      4.603294],20.0000,4.0000
348,[209.7198    72.86026    4.112564],20.0000,0.0000,[219.82703    92.882706    4.8689384],20.0000,6.0000,[249.51472    66.0938      3.2346632],20.0000,6.0000,[221.8348    108.01377     1.7083876],20.0000,6.0000,[ 195.00739  -193.4748      5.128577],20.0000,0.0000,[232.10405    70.22178     3.6294248],20.0000,6.0000,[231.42705  126.84478    1.032453],20.0000,6.0000,[ 226.93509   -173.79173      4.5787883],20.0000,0.0000,[227.78908  156.32306    3.088685],20.0000,6.0000,[ 224.83026  -205.08403     4.627535],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[224.76794  144.05894    3.714258],20.0000,4.0000,[213.95537   62.662247   4.392546],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 204.90727   -204.60153      4.6037235],20.0000,4.0000
349,[209.09071    71.96809     3.8191864],20.0000,6.0000,[220.23631   91.84224    5.097042],20.0000,0.0000,[248.42746    65.997       3.3064313],20.0000,6.0000,[221.8536    109.11834     1.9382629],20.0000,0.0000,[ 195.40565   -194.49219      4.8330736],20.0000,6.0000,[231.12868    69.73118     3.8400342],20.0000,6.0000,[231.95573   127.800446    1.1199839],20.0000,6.0000,[ 226.76353   -174.87006      4.2863073],20.0000,6.0000,[226.70157   156.42834     3.2922266],20.0000,6.0000,[ 224.77223   -206.17459      4.7147274],20.0000,0.0000,[171.19061     95.90883      0.19375883],20.0000,,[224.24788   143.79752     3.7009587],20.0000,4.0000,[213.72446    62.12906     4.4206867],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 204.85088  -205.17757     4.604125],20.0000,4.0000
350,[208.26826    71.24902     3.9075432],20.0000,6.0000,[220.76492  90.87863   4.92768],20.0000,0.0000,[247.3466     65.84246     3.5164974],20.0000,6.0000,[221.6205    110.19824     1.5891999],20.0000,6.0000,[ 195.55426  -195.57372     4.915594],20.0000,0.0000,[230.24535    69.08569     4.0933676],20.0000,0.0000,[232.42255   128.78719     1.3392969],20.0000,0.0000,[ 226.34392   -175.87831      4.3735003],20.0000,6.0000,[225.60838   156.35674     3.5396795],20.0000,0.0000,[ 224.80113  -207.26608     4.383129],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[223.72902   143.53563     3.6871114],20.0000,4.0000,[213.50757    61.589912    4.4252677],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 204.79442  -205.75359     4.604501],20.0000,4.0000
351,[207.49336    70.48006     4.1287036],20.0000,0.0000,[221.14828    89.845116    4.5358243],20.0000,6.0000,[246.30357    65.51212     3.7695425],20.0000,0.0000,[221.65648   111.29064     1.6012634],20.0000,6.0000,[ 195.78592  -196.64047     4.580137],20.0000,6.0000,[229.52322    68.259926    3.7976122],20.0000,6.0000,[232.69838   129.84364     1.0468702],20.0000,6.0000,[ 225.98906   -176.91061      4.5924535],20.0000,0.0000,[224.55453   156.04688     3.2356505],20.0000,6.0000,[ 224.537     -208.32935      4.4655175],20.0000,6.0000,[171.19061     95.90883      0.19375883],20.0000,,[223.21045   143.2746      3.6751537],20.0000,4.0000,[213.29668   61.04873    4.420643],20.0000,4.0000,[177.45312   13.896031   6.051851],20.0000,,[ 204.7379   -206.3296      4.604852],20.0000,4.0000
