step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2
799,[389.9581    -72.523834    5.6049232],20.0000,6.0000,[327.39706   -77.75834     5.8904643],20.0000,6.0000,[113.30032   162.23363     3.7563229],20.0000,6.0000,[125.74738   198.34201     1.2689779],20.0000,4.0000,[ 352.563    -100.21931     5.531861],20.0000,3.0000
800,[390.82736   -73.18476     5.8312974],20.0000,6.0000,[328.50912   -77.92596     6.0441465],20.0000,6.0000,[112.30275   161.75401     3.9333894],20.0000,6.0000,[125.919426  198.89459     1.2689779],20.0000,4.0000,[ 353.0318    -100.565254     5.4531875],20.0000,4.0000
801,[391.79785  -73.68513    6.093968],20.0000,0.0000,[ 3.2960269e+02 -7.8048782e+01  1.4691669e-01],20.0000,6.0000,[111.40523  161.10622    4.110261],20.0000,0.0000,[126.09146   199.44719     1.2689779],20.0000,4.0000,[ 353.47858   -100.94095      5.4341407],20.0000,4.0000
802,[392.85663  -73.95981    5.810887],20.0000,0.0000,[330.68018    -77.87352      0.49063787],20.0000,6.0000,[110.65041   160.30049     3.7364984],20.0000,6.0000,[126.2635    199.99977     1.2689779],20.0000,4.0000,[ 353.91443   -101.32833      5.4394584],20.0000,4.0000
803,[393.8344   -74.4452     5.339655],20.0000,6.0000,[331.67566   -77.42039     0.7814517],20.0000,0.0000,[109.72022  159.7274     3.745989],20.0000,0.0000,[126.43553   200.55237     1.2689779],20.0000,4.0000,[ 354.34576   -101.719215     5.4526916],20.0000,4.0000
804,[394.5713   -75.2592     5.392647],20.0000,6.0000,[332.53137  -76.733055   0.496714],20.0000,0.0000,[108.80335   159.13419     3.3774776],20.0000,6.0000,[126.607574  201.10495     1.2689779],20.0000,4.0000,[ 354.77576  -102.110275    5.466608],20.0000,3.0000
805,[395.32214   -76.055786    5.6259756],20.0000,0.0000,[ 3.3350052e+02 -7.6230423e+01  7.4390825e-03],20.0000,6.0000,[107.75336  158.83194    3.445582],20.0000,0.0000,[126.77961   201.65753     1.2689779],20.0000,4.0000,[ 355.20786   -102.49842      5.3869057],20.0000,4.0000
806,[396.20648   -76.69653     5.3534894],20.0000,6.0000,[ 3.3459134e+02 -7.6128822e+01  5.4659169e-02],20.0000,6.0000,[106.72458   158.46465     3.1097646],20.0000,0.0000,[126.951645  202.21013     1.2689779],20.0000,4.0000,[ 355.6171   -102.91222     5.363113],20.0000,4.0000
807,[396.9274   -77.52053    5.451387],20.0000,6.0000,[ 3.3567770e+02 -7.6003868e+01  2.7498463e-01],20.0000,6.0000,[105.62953  158.3722     2.643176],20.0000,0.0000,[127.12368   202.76271     1.2689779],20.0000,4.0000,[ 356.01538   -103.33638      5.3624296],20.0000,4.0000
808,[397.69815  -78.29495    5.687014],20.0000,0.0000,[336.727     -75.70306     0.5437048],20.0000,6.0000,[104.561455  158.69313     2.1801188],20.0000,0.0000,[127.295715  203.31529     1.2689779],20.0000,4.0000,[ 356.40894  -103.76419     5.370265],20.0000,3.0000
809,[398.60382   -78.90425     5.4051085],20.0000,0.0000,[337.69254    -75.19034      0.81505173],20.0000,0.0000,[103.702835  159.425       1.7888159],20.0000,0.0000,[127.46776   203.86789     1.2689779],20.0000,4.0000,[ 356.8031    -104.191        5.2883525],20.0000,4.0000
810,[399.36133  -79.6941     4.947232],20.0000,0.0000,[338.51596    -74.46643      0.52769214],20.0000,0.0000,[103.186165  160.42856     1.4672153],20.0000,0.0000,[127.63979   204.42047     1.2689779],20.0000,4.0000,[ 357.17133   -104.64196      5.2641673],20.0000,3.0000
811,[399.8003   -80.71143    4.465263],20.0000,6.0000,[ 3.3946445e+02 -7.3926102e+01  4.3228790e-02],20.0000,0.0000,[103.03069   161.54214     1.1630805],20.0000,0.0000,[127.81183   204.97307     1.2689779],20.0000,4.0000,[ 357.52975   -105.10092      5.1720934],20.0000,4.0000
812,[399.7793    -81.83189     4.5898476],20.0000,0.0000,[340.54987  -73.760735   5.825028],20.0000,0.0000,[103.22538  162.64708    0.844117],20.0000,6.0000,[127.983864  205.52565     1.2689779],20.0000,4.0000,[ 357.85544  -105.58547     5.147698],20.0000,4.0000
813,[399.80267   -82.93456     4.3976507],20.0000,6.0000,[341.63165   -74.03505     5.3519955],20.0000,6.0000,[103.77011   163.62334     1.0615278],20.0000,0.0000,[128.1559    206.07823     1.2689779],20.0000,4.0000,[ 358.1656   -106.07952     5.151228],20.0000,3.0000
814,[399.61713  -84.0221     4.566183],20.0000,6.0000,[342.50137  -74.748535   5.512982],20.0000,6.0000,[104.18806   164.64015     0.8883238],20.0000,6.0000,[128.32794   206.63083     1.2689779],20.0000,4.0000,[ 358.47223   -106.57491      5.0724854],20.0000,4.0000
815,[399.541    -85.11421    4.863141],20.0000,6.0000,[343.3811    -75.409325    5.9026837],20.0000,6.0000,[104.769104  165.57451     1.0470922],20.0000,0.0000,[128.49998   207.18341     1.2689779],20.0000,4.0000,[ 358.74738   -107.08973      5.0533905],20.0000,4.0000
816,[399.70505   -86.19337     5.1589584],20.0000,6.0000,[344.3997    -75.80194     6.2464533],20.0000,6.0000,[105.23681    166.56491      0.77718693],20.0000,6.0000,[128.67201   207.73601     1.2689779],20.0000,4.0000,[ 359.00803  -107.61135     5.058673],20.0000,4.0000
817,[400.11182   -87.20883     5.4370036],20.0000,6.0000,[ 3.454879e+02 -7.591310e+01  2.538848e-01],20.0000,6.0000,[105.92236    167.42453      0.89061904],20.0000,6.0000,[128.84406   208.28859     1.2689779],20.0000,4.0000,[ 359.26315  -108.13455     5.071882],20.0000,3.0000
818,[400.73706  -88.11316    5.698895],20.0000,0.0000,[346.5781     -75.76859      0.51913977],20.0000,6.0000,[106.54778   168.32259     1.1524689],20.0000,0.0000,[129.01608   208.84117     1.2689779],20.0000,4.0000,[ 359.51978   -108.65638      4.9940248],20.0000,4.0000
819,[401.56274  -88.84346    5.381613],20.0000,0.0000,[347.61224    -75.37823      0.75188816],20.0000,0.0000,[106.970406   169.32927      0.88655096],20.0000,6.0000,[129.18813   209.39377     1.2689779],20.0000,4.0000,[ 359.74518 -109.19366    4.97255],20.0000,4.0000
820,[402.211   -89.72245   4.86215],20.0000,0.0000,[348.52795    -74.75934      0.40091985],20.0000,0.0000,[107.60296    170.22194      0.98482597],20.0000,0.0000,[129.36017   209.94635     1.2689779],20.0000,4.0000,[ 359.95633   -109.73635      4.9743276],20.0000,3.0000
821,[402.47784  -90.786095   4.351115],20.0000,6.0000,[349.54834  -74.369644   6.143038],20.0000,0.0000,[108.15887   171.16307     0.6664267],20.0000,6.0000,[129.5322    210.49893     1.2689779],20.0000,4.0000,[ 360.16473   -110.27967      4.8925247],20.0000,4.0000
822,[402.28656   -91.8807      4.4212484],20.0000,0.0000,[350.64447  -74.41377    5.628341],20.0000,0.0000,[108.94415   171.9303      0.7576684],20.0000,6.0000,[129.70424   211.05153     1.2689779],20.0000,4.0000,[ 360.3386   -110.83627     4.870633],20.0000,4.0000
823,[402.11697  -92.96939    4.167897],20.0000,6.0000,[351.6503    -74.896164    5.1492352],20.0000,6.0000,[109.68651   172.73393     1.0044372],20.0000,0.0000,[129.87628   211.60411     1.2689779],20.0000,4.0000,[ 360.49686  -111.39709     4.873429],20.0000,3.0000
824,[401.6968   -93.99104    4.314388],20.0000,6.0000,[352.35907 -75.7699    5.30701],20.0000,6.0000,[110.25313    173.66718      0.73268867],20.0000,6.0000,[130.04831   212.15671     1.2689779],20.0000,4.0000,[ 360.65207  -111.958206    4.792968],20.0000,4.0000
825,[401.3609    -95.03392     4.6103525],20.0000,6.0000,[353.08588  -76.5961     5.696286],20.0000,0.0000,[111.01416   174.4533      0.8294138],20.0000,6.0000,[130.22035   212.70929     1.2689779],20.0000,4.0000,[ 360.77164  -112.52918     4.772224],20.0000,4.0000
826,[401.25818  -96.12067    4.910076],20.0000,6.0000,[354.0127   -77.17366    5.489983],20.0000,6.0000,[111.72121   175.2859      1.0614216],20.0000,0.0000,[130.39238   213.26187     1.2689779],20.0000,4.0000,[ 360.87537  -113.10276     4.776018],20.0000,4.0000
827,[401.4091   -97.203674   5.189659],20.0000,6.0000,[354.8273    -77.903435    5.6060586],20.0000,6.0000,[112.25441    176.23837      0.77694225],20.0000,6.0000,[130.56442   213.81447     1.2689779],20.0000,4.0000,[ 360.97318   -113.676445     4.7880797],20.0000,4.0000
828,[401.7986   -98.23112    5.453921],20.0000,6.0000,[355.6975   -78.56313    5.842685],20.0000,6.0000,[112.99344   177.04364     0.8687503],20.0000,6.0000,[130.73647   214.36705     1.2689779],20.0000,4.0000,[ 361.0696   -114.24954     4.801204],20.0000,3.0000
829,[402.41162   -99.14987     5.6905284],20.0000,6.0000,[356.6727  -79.05439   6.10831],20.0000,6.0000,[113.67843   177.89392     1.0936543],20.0000,0.0000,[130.9085    214.91965     1.2689779],20.0000,4.0000,[ 361.16934  -114.8217      4.721002],20.0000,4.0000
830,[403.2115    -99.91625     5.8949656],20.0000,0.0000,[ 3.5773172e+02 -7.9334091e+01  9.3093015e-02],20.0000,6.0000,[114.190704   178.85788      0.80464536],20.0000,6.0000,[131.08054   215.47223     1.2689779],20.0000,4.0000,[ 361.2351    -115.39991      4.6969156],20.0000,4.0000
831,[ 404.15558   -100.491425     5.5254903],20.0000,0.0000,[ 3.5883197e+02 -7.9376152e+01  3.4585539e-01],20.0000,0.0000,[114.91402    179.6767       0.89444774],20.0000,6.0000,[131.25256   216.02481     1.2689779],20.0000,4.0000,[ 361.28583   -115.97951      4.6960244],20.0000,4.0000
832,[ 404.9243   -101.26721     4.978917],20.0000,0.0000,[ 3.5991309e+02 -7.9156593e+01  1.9117903e-02],20.0000,0.0000,[115.582924  180.53947     1.1165079],20.0000,0.0000,[131.4246    216.57741     1.2689779],20.0000,4.0000,[ 361.33054   -116.55907      4.7037134],20.0000,4.0000
833,[ 405.32236   -102.29002      4.4643574],20.0000,6.0000,[361.0052    -79.17387     5.7764106],20.0000,0.0000,[116.07873  181.51212    0.825704],20.0000,6.0000,[131.59665   217.12999     1.2689779],20.0000,4.0000,[ 361.37338   -117.13821      4.7134614],20.0000,3.0000
834,[ 405.26364   -103.40117      4.5381923],20.0000,6.0000,[362.011    -79.610985   5.264158],20.0000,6.0000,[116.7886     182.34233      0.91436213],20.0000,6.0000,[131.76868   217.68257     1.2689779],20.0000,4.0000,[ 361.41898  -117.71691     4.630889],20.0000,4.0000
835,[ 405.20764   -104.49963      4.8432994],20.0000,6.0000,[362.7611    -80.43103     5.3344636],20.0000,6.0000,[117.4437    183.21556     1.1349648],20.0000,0.0000,[131.94072   218.23517     1.2689779],20.0000,4.0000,[ 361.42984   -118.29848      4.6052547],20.0000,4.0000
836,[ 405.38428  -105.577354    5.165099],20.0000,6.0000,[363.50497  -81.2408     5.632508],20.0000,0.0000,[117.924866   184.19559      0.84327996],20.0000,6.0000,[132.11276   218.78775     1.2689779],20.0000,4.0000,[ 361.42545   -118.88009      4.6031356],20.0000,4.0000
837,[ 405.8196   -106.57942     5.453549],20.0000,6.0000,[364.40524  -81.860275   5.400482],20.0000,6.0000,[118.62242    185.03604      0.93123466],20.0000,6.0000,[132.28479   219.34035     1.2689779],20.0000,4.0000,[ 361.41486   -119.46114      4.6098914],20.0000,3.0000
838,[ 406.4732    -107.46095      5.7243266],20.0000,0.0000,[365.16968  -82.64491    5.512948],20.0000,6.0000,[119.26483   185.91861     1.1510156],20.0000,0.0000,[132.45683   219.89293     1.2689779],20.0000,4.0000,[ 361.40527   -120.04196      4.5272155],20.0000,4.0000
839,[ 407.32278  -108.1611      5.418275],20.0000,0.0000,[365.98825  -83.36877    5.756295],20.0000,0.0000,[119.73229   186.9053      0.8588534],20.0000,6.0000,[132.62886   220.44551     1.2689779],20.0000,4.0000,[ 361.36008   -120.62231      4.5025334],20.0000,4.0000
840,[ 408.00552  -109.01344     4.908131],20.0000,0.0000,[366.934    -83.91381    5.477103],20.0000,0.0000,[120.418144   187.75525      0.94636875],20.0000,6.0000,[132.8009    220.99811     1.2689779],20.0000,4.0000,[ 361.29932  -121.2011      4.501833],20.0000,4.0000
841,[ 408.32132   -110.06362      4.3992305],20.0000,6.0000,[367.74594   -84.64751     5.0199294],20.0000,6.0000,[121.04844   188.64648     1.1656649],20.0000,0.0000,[132.97295   221.55069     1.2689779],20.0000,4.0000,[ 361.2325   -121.77864     4.509965],20.0000,4.0000
842,[ 408.18256  -111.166046    4.469829],20.0000,6.0000,[368.24002  -85.635864   5.088452],20.0000,6.0000,[121.502686   189.63937      0.87322885],20.0000,6.0000,[133.14497   222.10329     1.2689779],20.0000,4.0000,[ 361.16394 -122.35538    4.52016],20.0000,4.0000
843,[ 408.04846   -112.25734      4.7669067],20.0000,6.0000,[368.74612   -86.60959     5.3580456],20.0000,6.0000,[122.17717   190.4983      0.9604685],20.0000,6.0000,[133.31702   222.65587     1.2689779],20.0000,4.0000,[ 361.0953    -122.931625     4.5297093],20.0000,4.0000
844,[ 408.14224  -113.3454      5.084785],20.0000,6.0000,[369.42578  -87.46422    5.658935],20.0000,6.0000,[122.79566   191.39777     1.1794713],20.0000,6.0000,[133.48906   223.20845     1.2689779],20.0000,4.0000,[ 361.02713   -123.507576     4.5378246],20.0000,3.0000
845,[ 408.4967    -114.37882      5.3722706],20.0000,6.0000,[370.28418   -88.14007     5.9412403],20.0000,6.0000,[123.253456  192.3897      1.4374244],20.0000,6.0000,[133.66109   223.76105     1.2689779],20.0000,4.0000,[ 360.9624    -124.08384      4.4527307],20.0000,4.0000
846,[ 409.0774    -115.30985      5.6429944],20.0000,0.0000,[371.2752   -88.61099    6.210488],20.0000,6.0000,[123.501495  193.45775     1.7006632],20.0000,6.0000,[133.83313   224.31363     1.2689779],20.0000,4.0000,[ 360.8632   -124.65631     4.424687],20.0000,4.0000
847,[ 409.86774   -116.076096     5.3374057],20.0000,0.0000,[ 3.7235229e+02 -8.8849297e+01  1.7215362e-01],20.0000,0.0000,[123.51133  194.55986    1.947203],20.0000,6.0000,[134.00516   224.86621     1.2689779],20.0000,4.0000,[ 360.7491    -125.226105     4.4200454],20.0000,4.0000
848,[ 410.47968  -116.98058     4.827837],20.0000,0.0000,[373.45642  -88.827446   6.117314],20.0000,0.0000,[123.27894   195.64174     2.1644676],20.0000,6.0000,[134.1772    225.41881     1.2689779],20.0000,4.0000,[ 360.6289   -125.79432     4.424557],20.0000,4.0000
849,[ 410.7104    -118.0527       4.3190966],20.0000,6.0000,[374.52646  -89.046745   5.583458],20.0000,0.0000,[122.82729   196.65381     2.3545372],20.0000,6.0000,[134.34924   225.97139     1.2689779],20.0000,4.0000,[ 360.50656   -126.36168      4.4318657],20.0000,3.0000
850,[ 410.4839    -119.1405       4.3897834],20.0000,0.0000,[375.43048  -89.66778    5.069734],20.0000,6.0000,[122.19205   197.5618      2.5292475],20.0000,6.0000,[134.52127   226.52399     1.2689779],20.0000,4.0000,[ 360.38663  -126.92941     4.347542],20.0000,4.0000
851,[ 410.27988   -120.22323      4.1363945],20.0000,6.0000,[376.00922  -90.61686    5.140305],20.0000,6.0000,[121.406395 198.34235    2.699904],20.0000,6.0000,[134.69331   227.07657     1.2689779],20.0000,4.0000,[ 360.2323    -127.49         4.3207207],20.0000,4.0000
852,[ 409.8276    -121.23106      4.2827144],20.0000,0.0000,[376.58337  -91.55471    5.439465],20.0000,0.0000,[120.49828   198.97537     2.8722188],20.0000,6.0000,[134.86534   227.62915     1.2689779],20.0000,4.0000,[ 360.06323   -128.04633      4.3176055],20.0000,4.0000
853,[ 409.475     -122.27018      4.0279603],20.0000,6.0000,[377.3481    -92.33534     5.2080355],20.0000,6.0000,[119.49474   199.44206     3.0472481],20.0000,6.0000,[135.03738   228.18175     1.2689779],20.0000,4.0000,[ 359.88824   -128.6004       4.3235693],20.0000,3.0000
854,[ 408.897     -123.20738      4.1544075],20.0000,0.0000,[377.9483    -93.25173     5.3206844],20.0000,6.0000,[118.425255  199.72678     3.2240336],20.0000,6.0000,[135.20943   228.73433     1.2689779],20.0000,4.0000,[ 359.71414   -129.15451      4.2403092],20.0000,4.0000
855,[ 408.40536   -124.18724      3.8772423],20.0000,6.0000,[378.61337  -94.11872    5.564064],20.0000,0.0000,[117.322334  199.8193      3.4014242],20.0000,6.0000,[135.38145   229.28693     1.2689779],20.0000,4.0000,[ 359.50598  -129.69804     4.215232],20.0000,4.0000
856,[ 407.69168   -125.025375     3.9932497],20.0000,0.0000,[379.43753   -94.83448     5.2848577],20.0000,6.0000,[116.220314 199.71608    3.578752],20.0000,6.0000,[135.5535    229.83951     1.2689779],20.0000,4.0000,[ 359.2833    -130.23569      4.2142134],20.0000,4.0000
857,[ 407.04987   -125.91425      3.7111878],20.0000,6.0000,[380.07925   -95.719505    5.3782277],20.0000,6.0000,[115.15371   199.42021     3.7558253],20.0000,6.0000,[135.72554   230.39209     1.2689779],20.0000,4.0000,[ 359.0551   -130.77039     4.222103],20.0000,3.0000
858,[ 406.20853   -126.62449      3.8263216],20.0000,6.0000,[380.77637   -96.55997     5.6046605],20.0000,0.0000,[114.15588   198.94113     3.9327006],20.0000,6.0000,[135.89757   230.94469     1.2689779],20.0000,4.0000,[ 358.82806   -131.30522      4.1403685],20.0000,4.0000
859,[ 405.41754  -127.381645    4.095595],20.0000,0.0000,[381.6198    -97.25294     5.3165236],20.0000,6.0000,[113.257935 198.29393    4.109491],20.0000,0.0000,[136.06961   231.49727     1.2689779],20.0000,3.0000,[ 358.56827  -131.82628     4.116369],20.0000,4.0000
860,[ 404.80804   -128.28758      3.8344417],20.0000,6.0000,[382.27972   -98.12376     5.4067583],20.0000,0.0000,[112.50252   197.48877     3.7357213],20.0000,6.0000,[136.2388    232.05074     1.1772192],20.0000,4.0000,[ 358.2947   -132.34007     4.116241],20.0000,4.0000
861,[ 404.01712   -129.04375      3.9344664],20.0000,0.0000,[383.00723  -98.93839    5.078819],20.0000,6.0000,[111.5719    196.9164      3.7452328],20.0000,0.0000,[136.44086   232.5935      1.1436006],20.0000,4.0000,[ 358.0161   -132.85042     4.124816],20.0000,3.0000
862,[ 403.29303   -129.8627       3.6174839],20.0000,6.0000,[383.4947   -99.9205     5.163765],20.0000,6.0000,[110.65459   196.32385     3.3767333],20.0000,6.0000,[136.65599  233.13145    1.132157],20.0000,3.0000,[ 357.7387   -133.36102     4.043568],20.0000,4.0000
863,[ 402.37714  -130.46825     3.709471],20.0000,6.0000,[ 384.029    -100.874535    5.401831],20.0000,0.0000,[109.60437   196.02238     3.4448428],20.0000,0.0000,[136.87398   233.66847     1.0379658],20.0000,3.0000,[ 357.43015  -133.85484     4.019883],20.0000,4.0000
864,[ 401.4968    -131.11786      3.9569945],20.0000,0.0000,[ 384.73688   -101.705635     5.1248827],20.0000,6.0000,[108.575325 195.65584    3.109029],20.0000,0.0000,[137.12405   234.19289     0.9141718],20.0000,3.0000,[ 357.1086   -134.34007     4.019996],20.0000,4.0000
865,[ 400.7651    -131.92818      3.6856372],20.0000,6.0000,[ 385.24036  -102.676796    5.219735],20.0000,6.0000,[107.48021   195.5642      2.6424427],20.0000,0.0000,[137.41783    234.69716      0.78400564],20.0000,3.0000,[ 356.78244   -134.82144      4.0287476],20.0000,3.0000
866,[ 399.8702    -132.55775      3.7824929],20.0000,6.0000,[ 385.80432   -103.61217      5.4500275],20.0000,0.0000,[106.41237   195.88591     2.1793883],20.0000,0.0000,[137.75941    235.17424      0.65808904],20.0000,3.0000,[ 356.45746 -135.30318    3.94762],20.0000,4.0000
867,[ 399.0197  -133.24318    4.01459],20.0000,0.0000,[ 386.53644   -104.42178      5.1646075],20.0000,0.0000,[105.55428   196.61841     1.7880882],20.0000,0.0000,[138.14859   235.6171      0.5410332],20.0000,3.0000,[ 356.10306   -135.76523      3.9240103],20.0000,4.0000
868,[ 398.31757   -134.07893      3.7301517],20.0000,6.0000,[ 387.0787    -105.37189      4.7055316],20.0000,0.0000,[105.038345  197.62234     1.4664887],20.0000,0.0000,[138.58185    236.01971      0.43348524],20.0000,3.0000,[ 355.7366    -136.21751      3.9241786],20.0000,4.0000
869,[ 397.44083   -134.7316       3.8219728],20.0000,6.0000,[ 387.25705   -106.46469      4.2215023],20.0000,0.0000,[104.88368   198.73605     1.1623534],20.0000,0.0000,[139.05383    236.37782      0.33360425],20.0000,3.0000,[ 355.3659  -136.6655     3.93297],20.0000,3.0000
870,[ 396.60876   -135.43858      4.0468903],20.0000,6.0000,[ 386.98038   -107.55451      3.7919712],20.0000,0.0000,[105.07917   199.84084     0.8433893],20.0000,0.0000,[139.55864    236.68863      0.23865537],20.0000,3.0000,[ 354.99637   -137.11397      3.8518689],20.0000,4.0000
871,[ 395.91104  -136.27856     4.308441],20.0000,6.0000,[ 386.2888    -108.448235     3.4463782],20.0000,6.0000,[105.61129    200.82855      0.51024806],20.0000,6.0000,[1.4009062e+02 2.3695023e+02 1.4621092e-01],20.0000,3.0000,[ 354.59946   -137.54004      3.8282757],20.0000,4.0000
872,[ 395.3977    -137.24625      4.5751047],20.0000,6.0000,[ 385.32547   -109.02356      3.6931055],20.0000,0.0000,[106.44411   201.57553     0.7243006],20.0000,0.0000,[1.4064456e+02 2.3716112e+02 5.4655358e-02],20.0000,3.0000,[ 354.19144  -137.95523     3.828456],20.0000,4.0000
873,[ 395.10547   -138.30779      4.8273444],20.0000,6.0000,[ 384.46417   -109.70672      3.5468845],20.0000,6.0000,[107.17342   202.39853     0.5535155],20.0000,0.0000,[141.21548  237.31995    6.246341],20.0000,3.0000,[ 353.77963   -138.36574      3.8372557],20.0000,4.0000
874,[ 395.05417   -139.41252      5.0509887],20.0000,0.0000,[ 383.51315   -110.25855      3.7139237],20.0000,0.0000,[1.0801933e+02 2.0310609e+02 1.6367517e-01],20.0000,6.0000,[141.79852   237.42558     6.1545973],20.0000,3.0000,[ 353.367    -138.77457     3.847919],20.0000,4.0000
875,[ 395.2533  -140.49965    4.69503],20.0000,0.0000,[ 382.64117   -110.920555     3.4432857],20.0000,6.0000,[109.06222    203.49031      0.28239918],20.0000,0.0000,[142.38876  237.47717    6.062584],20.0000,3.0000,[ 352.95474  -139.18303     3.857779],20.0000,4.0000
876,[ 395.19635   -141.59038      4.1528587],20.0000,0.0000,[ 381.63684   -111.3667       3.5543826],20.0000,0.0000,[1.1007158e+02 2.0392871e+02 4.7727711e-02],20.0000,6.0000,[142.98122   237.47423     5.9703774],20.0000,4.0000,[ 352.54306   -139.59158      3.8660963],20.0000,4.0000
877,[ 394.71103   -142.57439      3.6383224],20.0000,6.0000,[ 380.67465   -111.890625     3.2625237],20.0000,6.0000,[1.1115432e+02 2.0413930e+02 1.9340876e-01],20.0000,6.0000,[143.56998  237.4139     5.969824],20.0000,4.0000,[ 352.13196   -140.00034      3.8728924],20.0000,4.0000
878,[ 393.853     -143.28201      3.7104843],20.0000,0.0000,[ 379.608     -112.16155      3.3717084],20.0000,6.0000,[112.20857    204.43564      0.48182026],20.0000,0.0000,[144.15231  237.33354    6.001231],20.0000,4.0000,[ 351.72128  -140.40923     3.878418],20.0000,4.0000
879,[ 393.01532   -143.99823      3.4622028],20.0000,6.0000,[ 378.56458   -112.4932       3.6365628],20.0000,0.0000,[113.16498    204.96225      0.22650544],20.0000,6.0000,[144.73097  237.25108    6.035832],20.0000,4.0000,[ 351.3109    -140.81822      3.8829446],20.0000,4.0000
880,[ 392.03296   -144.50346      3.6113162],20.0000,0.0000,[ 377.61682   -113.03539      3.3737235],20.0000,6.0000,[114.21245    205.2777       0.32768497],20.0000,0.0000,[145.308     237.17236     6.0636997],20.0000,4.0000,[ 350.9007  -141.22723    3.8867 ],20.0000,4.0000
881,[ 391.11023   -145.09726      3.3576787],20.0000,6.0000,[ 376.5723    -113.361565     3.4733138],20.0000,6.0000,[1.1522818e+02 2.0568118e+02 9.7052939e-03],20.0000,6.0000,[145.88437   237.09789     6.0839186],20.0000,4.0000,[ 350.49063  -141.63626     3.889859],20.0000,4.0000
882,[ 390.07495   -145.47203      3.4842024],20.0000,6.0000,[ 375.5538    -113.75638      3.7068942],20.0000,0.0000,[1.16318565e+02 2.05807449e+02 1.00524507e-01],20.0000,6.0000,[146.4604    237.02661     6.0982094],20.0000,4.0000,[ 350.08063   -142.04524      3.8925514],20.0000,4.0000
883,[ 389.0749    -145.91737      3.7572534],20.0000,0.0000,[ 374.63165 -114.34046    3.42302],20.0000,6.0000,[117.39735   205.98897     0.3462245],20.0000,0.0000,[147.03625  236.95743    6.108431],20.0000,4.0000,[ 349.67062   -142.45418      3.8948739],20.0000,4.0000
884,[ 388.19748   -146.56714      3.4961092],20.0000,6.0000,[ 373.59866   -114.69762      3.5149992],20.0000,6.0000,[1.1841671e+02 2.0637993e+02 7.3766038e-02],20.0000,6.0000,[147.61195  236.88953    6.115965],20.0000,4.0000,[ 349.26062   -142.86304      3.8968976],20.0000,4.0000
885,[ 387.19943   -147.0153       3.5957642],20.0000,6.0000,[ 372.59186   -115.12018      3.7399988],20.0000,0.0000,[1.1949978e+02 2.0653500e+02 1.7022268e-01],20.0000,6.0000,[148.18756 236.82237   6.12172],20.0000,4.0000,[ 348.85062   -143.27184      3.8986766],20.0000,4.0000
886,[ 386.23563   -147.52919      3.8283238],20.0000,0.0000,[ 371.68304   -115.7249       3.4510293],20.0000,6.0000,[120.56871    206.75978      0.40197316],20.0000,0.0000,[148.76306   236.75563     6.1262693],20.0000,4.0000,[ 348.44055   -143.68054      3.9002528],20.0000,4.0000
887,[ 385.38974   -148.21909      3.5436416],20.0000,6.0000,[ 370.65753  -116.10167     3.540847],20.0000,6.0000,[1.21573769e+02 2.07185623e+02 1.17350474e-01],20.0000,6.0000,[149.33849  236.68912    6.129973],20.0000,4.0000,[ 348.03046  -144.08919     3.901658],20.0000,4.0000
888,[ 384.40652  -148.69635     3.635299],20.0000,6.0000,[ 369.659    -116.54297     3.762921],20.0000,0.0000,[122.65127    207.36891      0.20910856],20.0000,6.0000,[149.91385   236.62271     6.1330605],20.0000,4.0000,[ 347.62033   -144.49774      3.9029186],20.0000,4.0000
889,[ 383.45706   -149.23544      3.8597658],20.0000,6.0000,[ 368.76056   -117.1632       3.4721248],20.0000,6.0000,[123.71366    207.62088      0.43394673],20.0000,0.0000,[150.48914   236.55634     6.1356816],20.0000,4.0000,[ 347.21014   -144.90622      3.9040549],20.0000,4.0000
890,[ 382.61453  -149.93011     4.120999],20.0000,6.0000,[ 367.74146   -117.556404     3.5607882],20.0000,6.0000,[1.2470930e+02 2.0806848e+02 1.4489661e-01],20.0000,6.0000,[151.06438  236.48994    6.137941],20.0000,5.0000,[ 346.7999   -145.31462     3.905084],20.0000,4.0000
891,[ 381.9291  -150.78467    4.38742],20.0000,6.0000,[ 366.75012   -118.013466     3.7813966],20.0000,0.0000,[125.78271    208.27203      0.23467629],20.0000,6.0000,[151.63913   236.42056     6.2316685],20.0000,4.0000,[ 346.3896    -145.72295      3.9060194],20.0000,4.0000
892,[ 381.44333 -151.77284    4.63925],20.0000,6.0000,[ 365.86105   -118.64717      3.4897153],20.0000,6.0000,[126.84008   208.54367     0.4567064],20.0000,0.0000,[152.21684   236.38553     6.2669053],20.0000,4.0000,[ 345.97925   -146.13121      3.9068732],20.0000,4.0000
893,[ 381.18604  -152.84846     4.862415],20.0000,6.0000,[ 364.84793  -119.05523     3.577673],20.0000,6.0000,[1.2782804e+02 2.0900818e+02 1.6588409e-01],20.0000,6.0000,[152.79532   236.36406     6.2801447],20.0000,4.0000,[ 345.56882  -146.53938     3.907655],20.0000,4.0000
