step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3
546,[ 3.1989212e+02 -9.7949028e+01  2.5263038e-01],20.0000,6.0000,[111.40084   -40.484085    4.0061574],20.0000,6.0000,[312.7145     -70.20151      0.40959516],20.0000,6.0000,[111.419846     1.9012932    0.80742365],20.0000,6.0000,[ 92.08262    -23.59104      0.14345358],20.0000,6.0000,[ 88.37429   -53.859604    4.4760303],20.0000,3.0000,[119.48794    -8.344421    5.9802046],20.0000,4.0000,[306.27722   -83.710335    2.7895997],20.0000,5.0000
547,[320.93958    -97.63951      0.34057003],20.0000,6.0000,[110.70616  -41.326244   4.088908],20.0000,6.0000,[313.7124    -69.75898     0.6285532],20.0000,0.0000,[112.17173     2.6926062   1.0250789],20.0000,0.0000,[ 93.16132    -23.423666     0.36327273],20.0000,0.0000,[ 88.323326  -54.442627    4.3726254],20.0000,4.0000,[120.06793    -8.428787    5.9698977],20.0000,4.0000,[305.78854   -83.36221     2.8464284],20.0000,5.0000
548,[321.96466   -97.26429     0.5603341],20.0000,0.0000,[110.06428  -42.209137   4.30415 ],20.0000,0.0000,[314.6113     -69.13914      0.33593005],20.0000,6.0000,[112.76502     3.6093783   0.73177  ],20.0000,6.0000,[ 9.4190392e+01 -2.3058817e+01  7.1132198e-02],20.0000,6.0000,[ 88.222046  -55.020668    4.3512683],20.0000,4.0000,[120.643875  -8.528874   5.984117],20.0000,3.0000,[305.27548   -83.06011     2.9086275],20.0000,5.0000
549,[ 3.2290247e+02 -9.6705154e+01  2.6816213e-01],20.0000,6.0000,[109.59438  -43.195175   4.009749],20.0000,6.0000,[315.63065    -68.74725      0.42296964],20.0000,0.0000,[113.556786    4.36139     0.8179714],20.0000,0.0000,[ 95.27661    -22.945223     0.15866867],20.0000,6.0000,[ 88.099846  -55.593166    4.3630476],20.0000,3.0000,[121.21828    -8.630146    5.9125347],20.0000,4.0000,[304.7422   -82.80081    2.983577],20.0000,5.0000
550,[323.94547    -96.381256     0.35566804],20.0000,6.0000,[108.90671  -44.043194   4.094095],20.0000,6.0000,[ 3.1661542e+02 -6.8275688e+01  9.1212459e-02],20.0000,6.0000,[114.28642      5.1735716    0.48538655],20.0000,6.0000,[ 96.35291   -22.76311     0.3779877],20.0000,0.0000,[ 87.97446   -56.16344     4.2924685],20.0000,4.0000,[121.78632   -8.766202   5.897495],20.0000,4.0000,[304.19028   -82.586525    3.0686698],20.0000,5.0000
551,[324.96536    -95.9921       0.57495403],20.0000,6.0000,[108.273056 -44.931995   4.310461],20.0000,0.0000,[ 3.1769391e+02 -6.8083260e+01  1.7349425e-01],20.0000,6.0000,[115.209496     5.7632236    0.56712097],20.0000,0.0000,[ 9.7377037e+01 -2.2384506e+01  8.5564330e-02],20.0000,6.0000,[ 87.813995  -56.725613    4.2792864],20.0000,3.0000,[122.349884   -8.916612    5.9052134],20.0000,4.0000,[303.6221    -82.420815    3.1595232],20.0000,4.0000
552,[325.90533    -95.435455     0.83306414],20.0000,6.0000,[107.81311  -45.922565   4.016556],20.0000,6.0000,[318.7591    -67.837776    0.4066692],20.0000,0.0000,[116.09043      6.412        0.24860105],20.0000,6.0000,[ 98.46162    -22.256477     0.17281727],20.0000,6.0000,[ 87.64208  -57.283745   4.197175],20.0000,4.0000,[122.91108   -9.071516   5.919811],20.0000,4.0000,[303.04126   -82.30971     3.1610463],20.0000,4.0000
553,[326.71582   -94.69706     1.0965091],20.0000,0.0000,[107.13384  -46.777424   4.10181 ],20.0000,6.0000,[ 3.1975641e+02 -6.7393906e+01  1.2647156e-01],20.0000,6.0000,[117.1161       6.807937     0.34440666],20.0000,6.0000,[ 99.53541    -22.060173     0.39183393],20.0000,6.0000,[ 87.43153  -57.829613   4.180199],20.0000,4.0000,[123.47122   -9.226774   5.934434],20.0000,4.0000,[302.46063   -82.2193      3.1311145],20.0000,4.0000
554,[327.3337     -93.78728      0.79284304],20.0000,6.0000,[106.509445  -47.672756    4.3189178],20.0000,0.0000,[ 3.2083057e+02 -6.7188118e+01  2.2011715e-01],20.0000,0.0000,[118.115845     7.253713     0.59970045],20.0000,0.0000,[100.56134   -21.68474     0.6497948],20.0000,0.0000,[ 87.2054    -58.368088    4.1894464],20.0000,4.0000,[124.030945  -9.381051   5.94683 ],20.0000,4.0000,[301.88278  -82.132164   3.097651],20.0000,4.0000
555,[328.13257   -93.042       0.8390406],20.0000,6.0000,[106.060326  -48.668186    4.0253396],20.0000,6.0000,[321.884     -66.89716     6.1816497],20.0000,0.0000,[119.00164     7.8921413   0.3331909],20.0000,6.0000,[101.482445 -21.09275    0.362492],20.0000,6.0000,[ 86.974754  -58.903152    4.2064047],20.0000,3.0000,[124.59051    -9.534184    5.9567294],20.0000,4.0000,[301.30743   -82.042175    3.0704558],20.0000,4.0000
556,[328.9047   -92.268295   1.034975],20.0000,6.0000,[105.39031   -49.530396    4.1111517],20.0000,6.0000,[322.98346  -66.875046   5.720767],20.0000,6.0000,[120.00759      8.323025     0.43183172],20.0000,0.0000,[102.50877    -20.720753     0.43542498],20.0000,6.0000,[ 86.74673   -59.438457    4.1313376],20.0000,4.0000,[125.149994  -9.686392   5.964516],20.0000,4.0000,[300.7339   -81.94851    3.050583],20.0000,4.0000
557,[329.54788   -91.38073     1.2779794],20.0000,6.0000,[104.77588  -50.432594   4.328757],20.0000,0.0000,[324.0207   -67.27655    5.812464],20.0000,0.0000,[1.2097364e+02 8.8347883e+00 1.1486766e-01],20.0000,6.0000,[103.51368    -20.293013     0.64518774],20.0000,0.0000,[ 86.48707   -59.960327    4.1116595],20.0000,4.0000,[125.70943    -9.837948    5.9706774],20.0000,4.0000,[300.16153   -81.85198     3.0364559],20.0000,4.0000
558,[330.00146   -90.3774      1.5206923],20.0000,6.0000,[104.33815  -51.433033   4.035423],20.0000,6.0000,[325.06064   -67.63974     5.5716124],20.0000,0.0000,[122.04425      9.079037     0.20724602],20.0000,0.0000,[104.42592    -19.689898     0.34602782],20.0000,6.0000,[ 86.21431   -60.475006    4.1147404],20.0000,3.0000,[126.2688     -9.98908     5.9756274],20.0000,4.0000,[299.58997   -81.75355     3.0263062],20.0000,4.0000
559,[330.2316    -89.29601     1.7414958],20.0000,6.0000,[103.677986 -52.302856   4.121589],20.0000,6.0000,[326.007    -68.21375    5.169693],20.0000,6.0000,[123.093346    9.3944645   6.188156 ],20.0000,6.0000,[105.4521     -19.317823     0.42240107],20.0000,0.0000,[ 85.939514  -60.988064    4.0338435],20.0000,4.0000,[126.82812  -10.139958   5.979677],20.0000,4.0000,[299.0189    -81.65396     3.0188015],20.0000,4.0000
560,[330.23273   -88.18817     1.9366751],20.0000,6.0000,[103.07401  -53.2121     4.339524],20.0000,0.0000,[326.6932    -69.092636    5.3034763],20.0000,0.0000,[1.2419345e+02 9.4322891e+00 1.1151937e-02],20.0000,6.0000,[ 1.0644839e+02 -1.8871820e+01  8.3761431e-02],20.0000,6.0000,[ 85.632256  -61.483757    4.0125093],20.0000,4.0000,[127.38738   -10.290696    5.9830494],20.0000,4.0000,[298.44812   -81.5537      3.0130568],20.0000,4.0000
561,[330.02048   -87.10057     2.1147437],20.0000,6.0000,[102.648094  -54.21759     4.0463567],20.0000,6.0000,[327.42184  -69.9182     5.089949],20.0000,0.0000,[125.28397      9.531185     0.27594912],20.0000,0.0000,[107.53031    -18.711464     0.16237733],20.0000,6.0000,[ 85.3117    -61.970436    4.0156913],20.0000,4.0000,[127.94658   -10.441372    5.9859033],20.0000,4.0000,[297.87756   -81.45307     3.0085096],20.0000,4.0000
562,[329.61627   -86.06936     2.2865343],20.0000,6.0000,[101.99821  -55.095146   4.132747],20.0000,6.0000,[327.98682  -70.8684     4.693952],20.0000,0.0000,[1.26326515e+02 9.85584068e+00 1.37666864e-02],20.0000,6.0000,[108.601074  -18.495708    0.3861194],20.0000,0.0000,[ 84.98672   -62.453133    4.0272455],20.0000,3.0000,[128.50572   -10.592038    5.9883513],20.0000,4.0000,[297.30716   -81.35225     3.0048053],20.0000,4.0000
563,[329.03943   -85.12445     2.4586964],20.0000,6.0000,[101.405075 -56.0115     4.350895],20.0000,0.0000,[328.20578   -71.96418     4.2724433],20.0000,0.0000,[1.27416885e+02 9.94910431e+00 1.13714039e-01],20.0000,0.0000,[ 1.09612236e+02 -1.80845757e+01  9.90830585e-02],20.0000,6.0000,[ 84.66335   -62.936302    3.9482496],20.0000,4.0000,[129.0648    -10.742729    5.9904757],20.0000,4.0000,[296.73682   -81.25135     3.0017164],20.0000,4.0000
564,[328.3082    -84.293594    2.6332257],20.0000,6.0000,[100.991264  -57.02201     4.0578384],20.0000,6.0000,[327.99268  -73.070305   3.898041],20.0000,0.0000,[128.49455   10.1328     6.080414],20.0000,6.0000,[110.69272    -17.919094     0.19029574],20.0000,0.0000,[ 84.31081   -63.400043    3.9260736],20.0000,4.0000,[129.62384  -10.893467   5.992337],20.0000,4.0000,[296.1666   -81.15044    2.999093],20.0000,4.0000
565,[327.44363   -83.60264     2.8096352],20.0000,6.0000,[100.35196 -57.90733   4.14437],20.0000,6.0000,[327.39136   -74.02352     3.5722845],20.0000,0.0000,[129.58783   10.030142   6.172847],20.0000,6.0000,[111.75597  -17.667961   6.148045],20.0000,6.0000,[ 83.94633   -63.854126    3.9273543],20.0000,3.0000,[130.18282   -11.044269    5.9939814],20.0000,4.0000,[295.59637   -81.04955     2.9968324],20.0000,4.0000
566,[326.4713   -83.07391    2.986869],20.0000,6.0000,[ 99.76993  -58.830788   4.362655],20.0000,0.0000,[326.51166   -74.723335    3.2596893],20.0000,0.0000,[130.68098      9.984236     0.13780531],20.0000,0.0000,[112.852295  -17.70669     6.2350044],20.0000,6.0000,[ 83.57984   -64.30608     3.8452086],20.0000,4.0000,[130.74174   -11.195143    5.9954443],20.0000,4.0000,[295.0262    -80.94873     2.9948618],20.0000,4.0000
567,[325.42105   -82.72459     3.1641872],20.0000,6.0000,[ 99.36844 -59.84624   4.06967],20.0000,6.0000,[325.45847   -75.111244    2.9374921],20.0000,0.0000,[131.759      10.15711     6.1499934],20.0000,6.0000,[113.94589    -17.690676     0.19324924],20.0000,0.0000,[ 83.18454   -64.73473     3.8231065],20.0000,4.0000,[131.30064   -11.346097    5.9967537],20.0000,4.0000,[294.45605   -80.84798     2.9931278],20.0000,4.0000
568,[324.32562   -82.5658      3.3413038],20.0000,6.0000,[ 98.73995  -60.739285   4.156291],20.0000,6.0000,[324.3367    -75.14539     2.6053364],20.0000,6.0000,[132.85094    10.087156    6.2469773],20.0000,0.0000,[115.01329   -17.461472    6.2016277],20.0000,6.0000,[ 82.77776  -65.151955   3.825756],20.0000,4.0000,[131.85948  -11.497133   5.997932],20.0000,4.0000,[293.88593   -80.747314    2.9915898],20.0000,4.0000
569,[323.21936   -82.60244     3.5182197],20.0000,6.0000,[ 98.16924   -61.669777    4.3746634],20.0000,0.0000,[323.273    -74.798645   2.821108],20.0000,0.0000,[133.94391   10.106437   5.928626],20.0000,6.0000,[ 1.16107216e+02 -1.74769897e+01  1.40870996e-02],20.0000,0.0000,[ 82.367294  -65.56437     3.8369558],20.0000,3.0000,[132.41829  -11.648255   5.998997],20.0000,4.0000,[293.31583  -80.64673    2.990217],20.0000,4.0000
570,[322.1368    -82.83322     3.6950302],20.0000,0.0000,[ 97.780235  -62.690075    4.0817246],20.0000,6.0000,[322.1952   -74.58085    2.651158],20.0000,6.0000,[135.00885     9.839       6.0202622],20.0000,6.0000,[117.19785  -17.404106   5.977819],20.0000,6.0000,[ 81.95826   -65.97751     3.7577422],20.0000,4.0000,[132.97705   -11.799463    5.9999647],20.0000,4.0000,[292.7457    -80.54625     2.9889843],20.0000,4.0000
571,[321.1211    -83.26601     3.3212647],20.0000,6.0000,[ 97.16275   -63.590767    4.1684012],20.0000,6.0000,[321.1668    -74.18935     2.8119667],20.0000,0.0000,[136.08223     9.62718     6.2677884],20.0000,0.0000,[118.274414 -17.619644   6.068866],20.0000,6.0000,[ 81.5242    -66.366005    3.7354443],20.0000,3.0000,[133.53578   -11.950756    6.0008464],20.0000,4.0000,[292.1756    -80.445854    2.9878721],20.0000,4.0000
572,[320.0388    -83.41516     3.3307729],20.0000,6.0000,[ 96.603516  -64.528206    4.3868294],20.0000,0.0000,[320.10483   -73.921364    2.5430684],20.0000,6.0000,[137.17401    9.633427   5.996517],20.0000,6.0000,[ 1.1935673e+02 -1.7779505e+01  3.2599337e-02],20.0000,0.0000,[ 81.08191  -66.7452     3.644888],20.0000,4.0000,[134.09448   -12.102133    6.0016527],20.0000,4.0000,[291.60547  -80.34556    2.986864],20.0000,4.0000
573,[318.95718  -83.57062    3.512823],20.0000,6.0000,[ 96.22712   -65.553215    4.0939198],20.0000,6.0000,[319.12878   -73.41519     2.6567338],20.0000,0.0000,[138.24242    9.39735    6.093419],20.0000,0.0000,[120.44695   -17.72109     6.0441966],20.0000,6.0000,[ 80.6127   -67.09294    3.621592],20.0000,4.0000,[134.65314   -12.253593    6.0023923],20.0000,4.0000,[291.03537  -80.24535    2.985947],20.0000,4.0000
574,[317.90698   -83.88184     3.7532268],20.0000,0.0000,[ 95.62078   -66.46146     4.1806316],20.0000,6.0000,[318.11826   -72.9915      2.3679485],20.0000,6.0000,[139.32547    9.249233   5.775034],20.0000,6.0000,[121.52537   -17.906088    6.1409926],20.0000,0.0000,[ 80.13342   -67.425644    3.6259844],20.0000,3.0000,[135.21178   -12.405135    6.0030727],20.0000,4.0000,[290.46524   -80.14523     2.9851093],20.0000,4.0000
575,[316.94473   -84.41083     3.4481356],20.0000,6.0000,[ 95.073166  -67.40573     4.3990946],20.0000,0.0000,[317.23874  -72.32979    2.478765],20.0000,0.0000,[140.33698    8.822031   5.866663],20.0000,6.0000,[122.614235 -18.002598   5.822534],20.0000,6.0000,[ 79.65278   -67.75504     3.5478554],20.0000,4.0000,[135.77037   -12.556756    6.0037003],20.0000,4.0000,[289.8951    -80.04521     2.9843419],20.0000,4.0000
576,[315.89325   -84.706085    3.5017679],20.0000,0.0000,[ 94.70947  -68.43531    4.106204],20.0000,6.0000,[316.31494   -71.73927     2.1941586],20.0000,6.0000,[141.36531     8.448489    6.1141925],20.0000,0.0000,[123.64486  -18.381325   5.914129],20.0000,0.0000,[ 79.15134   -68.053955    3.5291326],20.0000,3.0000,[136.32895  -12.708454   6.004281],20.0000,4.0000,[289.32498   -79.945274    2.9836366],20.0000,4.0000
577,[314.86038   -85.06065     3.1516714],20.0000,6.0000,[ 94.11442   -69.35098     4.1929383],20.0000,6.0000,[315.55978  -70.93781    2.308783],20.0000,0.0000,[142.4452     8.287637   5.842926],20.0000,6.0000,[124.6962    -18.689037    5.6110764],20.0000,6.0000,[ 78.6436   -68.34151    3.442901],20.0000,4.0000,[136.8875   -12.860227   6.004819],20.0000,5.0000,[288.75485   -79.84543     2.9829867],20.0000,4.0000
578,[313.76935   -85.11589     3.2240188],20.0000,6.0000,[ 93.57853   -70.30196     4.4114237],20.0000,0.0000,[314.74792   -70.200714    2.0278344],20.0000,6.0000,[143.4649     7.890891   5.93983 ],20.0000,6.0000,[125.63865   -19.257706    5.7168603],20.0000,6.0000,[ 78.115715  -68.593025    3.4232922],20.0000,4.0000,[137.4452   -13.01493    6.097077],20.0000,4.0000,[288.1847    -79.74566     2.9823866],20.0000,4.0000
579,[312.68314   -85.22581     3.4394162],20.0000,0.0000,[ 93.22762   -71.33597     4.1185446],20.0000,6.0000,[314.13553   -69.28546     2.1441221],20.0000,6.0000,[144.50656     7.5620365   6.171999 ],20.0000,0.0000,[126.60629   -19.77022     5.9813914],20.0000,0.0000,[ 77.58123   -68.82805     3.4307873],20.0000,3.0000,[138.01129  -13.136202   6.131133],20.0000,5.0000,[287.61453   -79.64597     2.9818308],20.0000,4.0000
580,[311.6351    -85.53126     3.1468909],20.0000,6.0000,[ 92.64396   -72.25895     4.2052927],20.0000,6.0000,[313.47055   -68.41551     2.4145265],20.0000,0.0000,[145.59126     7.4400067   5.887607 ],20.0000,6.0000,[127.65694   -20.0676      5.7191157],20.0000,6.0000,[ 77.04642  -69.05997    3.354919],20.0000,3.0000,[138.5798    -13.247108    6.2351418],20.0000,4.0000,[287.04437   -79.546364    2.9813151],20.0000,4.0000
581,[310.5438    -85.58152     3.2354746],20.0000,6.0000,[ 92.11991  -73.21651    4.423792],20.0000,0.0000,[312.63712   -67.71011     2.1538823],20.0000,6.0000,[146.62018    7.071235   5.979445],20.0000,6.0000,[128.62125   -20.585014    5.8190417],20.0000,6.0000,[ 76.497856  -69.2613      3.2458234],20.0000,4.0000,[139.15579   -13.3183775   6.2714434],20.0000,4.0000,[286.4742   -79.44682    2.980836],20.0000,4.0000
582,[309.45862   -85.70066     3.4566908],20.0000,0.0000,[ 91.78186  -74.25478    4.130921],20.0000,6.0000,[311.97214   -66.8411      2.2540588],20.0000,6.0000,[147.66959     6.7697425   6.2043877],20.0000,0.0000,[129.61632  -21.035711   6.053115],20.0000,0.0000,[ 75.93197   -69.41441     3.2203867],20.0000,4.0000,[139.73393   -13.372551    6.2806892],20.0000,5.0000,[285.90402   -79.34737     2.9803894],20.0000,4.0000
583,[308.41464   -86.02003     3.1654782],20.0000,6.0000,[ 91.209694  -75.18494     4.2176776],20.0000,6.0000,[311.25116  -66.02051    2.487679],20.0000,0.0000,[148.75679     6.671553    5.9154024],20.0000,6.0000,[130.67908   -21.284775    5.7695513],20.0000,6.0000,[ 75.36178   -69.54565     3.2292032],20.0000,3.0000,[ 1.4031256e+02 -1.3422317e+01  8.7550715e-02],20.0000,5.0000,[285.33383   -79.24797     2.9799728],20.0000,4.0000
584,[307.32437   -86.08624     3.2538853],20.0000,6.0000,[ 90.69757  -76.14892    4.436186],20.0000,0.0000,[310.38553  -65.355545   2.203709],20.0000,6.0000,[149.7921     6.32257    6.005218],20.0000,6.0000,[131.65765  -21.7717     5.861641],20.0000,0.0000,[ 74.79194   -69.6724      3.1567538],20.0000,4.0000,[140.89484    -13.437086     0.20687556],20.0000,4.0000,[284.76364   -79.14864     2.9795835],20.0000,4.0000
585,[306.24115   -86.221634    3.4742177],20.0000,0.0000,[ 90.372444 -77.19132    4.143319],20.0000,6.0000,[309.69492   -64.50842     2.2956386],20.0000,6.0000,[150.84682     6.0407887   6.227295 ],20.0000,0.0000,[132.67181  -22.177809   5.536251],20.0000,6.0000,[ 74.2145   -69.763466   3.142608],20.0000,3.0000,[141.4784    -13.399952    0.2402276],20.0000,5.0000,[284.19342   -79.049385    2.9792192],20.0000,4.0000
586,[305.20187   -86.55618     3.1823785],20.0000,6.0000,[ 89.811874  -78.12851     4.2300816],20.0000,0.0000,[308.95184   -63.708405    2.5205169],20.0000,0.0000,[151.93562    5.961184   5.936502],20.0000,6.0000,[133.5464    -22.839874    5.6230083],20.0000,0.0000,[ 73.63583   -69.84215     3.0600026],20.0000,4.0000,[142.06024    -13.342758     0.32964632],20.0000,5.0000,[283.62323   -78.95018     2.9788775],20.0000,4.0000
587,[304.11276   -86.63802     3.2701995],20.0000,6.0000,[ 89.32756   -79.10705     3.8980434],20.0000,6.0000,[308.07147   -63.062965    2.2314634],20.0000,6.0000,[152.97623     5.6290326   6.025168 ],20.0000,6.0000,[134.46126   -23.44146     5.3133945],20.0000,6.0000,[ 73.05202   -69.880455    3.0428202],20.0000,3.0000,[142.63824    -13.244307     0.43938482],20.0000,4.0000,[283.053    -78.85104    2.978557],20.0000,4.0000
588,[303.03162   -86.78875     3.4898322],20.0000,0.0000,[ 88.59722   -79.923546    3.9801373],20.0000,6.0000,[307.36508   -62.229523    2.3212318],20.0000,6.0000,[154.03522     5.364044    6.2457795],20.0000,0.0000,[135.19276   -24.263397    5.4152517],20.0000,0.0000,[ 72.46806  -69.90439    2.960237],20.0000,4.0000,[143.2062     -13.09211      0.46033067],20.0000,5.0000,[282.4828    -78.75196     2.9782557],20.0000,4.0000
589,[301.99698   -87.13759     3.1975853],20.0000,6.0000,[ 87.9101    -80.77363     4.2129273],20.0000,0.0000,[306.60736   -61.443604    2.5432382],20.0000,6.0000,[155.12517     5.300813    5.9541006],20.0000,6.0000,[135.97713   -25.029501    5.1260047],20.0000,6.0000,[ 71.882866  -69.886925    2.9441357],20.0000,4.0000,[143.76729    -12.920873     0.53746057],20.0000,5.0000,[281.91254   -78.65294     2.9779723],20.0000,4.0000
590,[300.90915  -87.234276   3.285018],20.0000,6.0000,[ 87.39852   -81.73796     3.9324648],20.0000,6.0000,[305.7261    -60.798447    2.8029518],20.0000,6.0000,[156.17043     4.9839883   6.04206  ],20.0000,6.0000,[136.5501   -25.970085   5.239571],20.0000,0.0000,[ 71.29962  -69.85207    2.954638],20.0000,3.0000,[144.31631   -12.711628    0.6382465],20.0000,5.0000,[281.3423    -78.55397     2.9777055],20.0000,4.0000
591,[299.83014   -87.39958     3.5042253],20.0000,0.0000,[ 86.679504  -82.56208     4.0260124],20.0000,0.0000,[304.72876   -60.3443      3.0681353],20.0000,0.0000,[157.23311     4.7343345   6.2618465],20.0000,0.0000,[137.19072   -26.860193    4.9590445],20.0000,6.0000,[ 70.71765 -69.81486   2.88093],20.0000,3.0000,[144.84694   -12.455523    0.7450314],20.0000,5.0000,[280.77203   -78.45505     2.9774537],20.0000,4.0000
592,[298.8002    -87.76211     3.2117395],20.0000,6.0000,[ 86.029274  -83.440475    3.7042356],20.0000,6.0000,[303.64972   -60.134457    2.7673795],20.0000,6.0000,[158.32388    4.686331   5.969687],20.0000,6.0000,[137.59912   -27.882982    5.0759053],20.0000,0.0000,[ 70.137405  -69.744606    2.7731266],20.0000,4.0000,[145.35263    -12.150167     0.84998846],20.0000,5.0000,[280.20178  -78.35618    2.977216],20.0000,4.0000
593,[297.71378   -87.87312     3.2989273],20.0000,6.0000,[ 85.16757  -84.120384   3.793822],20.0000,6.0000,[302.6498    -59.69442     2.8165839],20.0000,6.0000,[159.37334     4.3839793   6.0572057],20.0000,6.0000,[138.0853   -28.865902   4.796366],20.0000,6.0000,[ 69.56367   -69.62379     2.7484663],20.0000,4.0000,[145.82751   -11.796992    0.9507068],20.0000,5.0000,[279.63153   -78.257355    2.9769914],20.0000,4.0000
594,[296.63702   -88.05254     3.5178757],20.0000,0.0000,[ 84.34405  -84.84049    4.038973],20.0000,0.0000,[301.63342   -59.292397    3.0139906],20.0000,6.0000,[160.43932    4.148858   6.276505],20.0000,0.0000,[138.32176   -29.94141     4.9130917],20.0000,0.0000,[ 68.99605   -69.481705    2.7577758],20.0000,4.0000,[146.26672   -11.3994665   1.0474585],20.0000,6.0000,[279.06125   -78.15858     2.9767792],20.0000,4.0000
595,[295.61185   -88.42837     3.2252471],20.0000,6.0000,[ 83.68054  -85.70751    3.766394],20.0000,6.0000,[300.5634    -59.05496     3.2576876],20.0000,0.0000,[161.53067    4.115434   5.984071],20.0000,6.0000,[138.64163   -30.990246    4.6329722],20.0000,6.0000,[ 68.43187   -69.33317     2.7773666],20.0000,3.0000,[146.66898   -10.963384    1.2332486],20.0000,6.0000,[278.49097   -78.059845    2.9765782],20.0000,4.0000
596,[294.52695   -88.55339     3.3122807],20.0000,6.0000,[ 82.83911   -86.40688     3.8628433],20.0000,0.0000,[299.4645   -59.05566    2.950263],20.0000,6.0000,[162.58401     3.8270578   6.071312 ],20.0000,6.0000,[138.69974   -32.089874    4.7493176],20.0000,0.0000,[ 67.86813  -69.18721    2.705094],20.0000,3.0000,[147.00494   -10.467939    1.4455109],20.0000,6.0000,[277.9207   -77.96116    2.976388],20.0000,4.0000
597,[293.4526    -88.74663     3.5310695],20.0000,0.0000,[ 82.057976  -87.17157     3.5441117],20.0000,6.0000,[298.40048  -58.808784   2.999613],20.0000,6.0000,[1.6365298e+02 3.6060104e+00 7.1315668e-03],20.0000,0.0000,[138.84425  -33.176834   4.468914],20.0000,0.0000,[ 67.31174   -69.01095     2.5957901],20.0000,4.0000,[147.24957    -9.915429    1.6529536],20.0000,6.0000,[277.3504    -77.86251     2.9762075],20.0000,4.0000
598,[292.4323    -89.1355      3.2383537],20.0000,6.0000,[ 81.10017   -87.70839     3.6355646],20.0000,0.0000,[297.32742   -58.60195     3.1978078],20.0000,0.0000,[164.7447      3.5867832   5.9977193],20.0000,6.0000,[138.73929   -34.275486    4.0346017],20.0000,6.0000,[ 66.77068   -68.7869      2.5686493],20.0000,4.0000,[147.38646    -9.32345     1.8456955],20.0000,6.0000,[276.7801    -77.7639      2.9760363],20.0000,4.0000
599,[291.3491    -89.27431     3.3252907],20.0000,6.0000,[ 80.1828   -88.30707    3.332371],20.0000,6.0000,[296.23315   -58.5847      2.8920014],20.0000,6.0000,[165.80168    3.312092   6.084787],20.0000,6.0000,[138.2299   -35.266716   4.148394],20.0000,0.0000,[ 66.23925   -68.543076    2.5753448],20.0000,4.0000,[147.4103     -8.715404    2.0261898],20.0000,5.0000,[276.2098    -77.66533     2.9758737],20.0000,4.0000
600,[290.27728   -89.48116     3.5439801],20.0000,0.0000,[ 79.13793   -88.65325     3.4380825],20.0000,0.0000,[295.17688   -58.30943     2.9627771],20.0000,6.0000,[1.6687341e+02 3.1048520e+00 2.0425145e-02],20.0000,0.0000,[137.77171   -36.268482    3.9252784],20.0000,6.0000,[ 65.71235   -68.29312     2.5928814],20.0000,3.0000,[147.32085   -8.114787   2.109107],20.0000,5.0000,[275.6395    -77.566795    2.9757195],20.0000,4.0000
601,[289.26196  -89.8829     3.251211],20.0000,6.0000,[ 78.124535  -89.072105    3.1520126],20.0000,6.0000,[294.10733   -58.089863    3.1724403],20.0000,0.0000,[167.9653      3.0995893   6.010914 ],20.0000,6.0000,[137.11249  -37.15334    4.079025],20.0000,0.0000,[ 65.18551  -68.045334   2.519274],20.0000,4.0000,[147.16159   -7.535805   2.163448],20.0000,5.0000,[275.06918   -77.4683      2.9755726],20.0000,4.0000
602,[288.1806    -90.03537     3.3380866],20.0000,6.0000,[ 77.03457   -89.230194    3.2669003],20.0000,0.0000,[293.0145   -58.066093   2.874705],20.0000,6.0000,[169.02568     2.8384178   6.097872 ],20.0000,0.0000,[136.5517   -38.09578    3.821328],20.0000,6.0000,[ 64.673325  -67.76642     2.5009801],20.0000,4.0000,[146.95476    -6.977341    2.2236216],20.0000,5.0000,[274.49887  -77.369835   2.975433],20.0000,4.0000
603,[287.11148   -90.25571     3.5567143],20.0000,0.0000,[ 75.964775  -89.4714      2.9869072],20.0000,6.0000,[291.9592    -57.78704     2.9540734],20.0000,6.0000,[170.10324     2.6623595   5.7660313],20.0000,6.0000,[135.79118   -38.89133     3.9441228],20.0000,0.0000,[ 64.16887   -67.47477     2.5053136],20.0000,3.0000,[146.70581    -6.4391475   2.2975183],20.0000,5.0000,[273.92853 -77.2714    2.9753 ],20.0000,4.0000
604,[286.1013    -90.67016     3.2639115],20.0000,6.0000,[ 74.86376   -89.44752     3.1038115],20.0000,0.0000,[290.88925   -57.570553    3.1674051],20.0000,0.0000,[171.0981      2.2036517   5.848257 ],20.0000,0.0000,[135.10457  -39.745754   3.663396],20.0000,6.0000,[ 63.666092 -67.18134    2.425396],20.0000,4.0000,[146.41434    -5.923878    2.3822558],20.0000,5.0000,[273.35822   -77.173004    2.9751735],20.0000,4.0000
