step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3
60,[6.4246048e+01 1.8438362e+00 4.1314043e-02],20.0000,0.0000,[62.98297   35.765785   5.8926015],20.0000,6.0000,[ 6.1202396e+01 -3.0941261e+01  2.3271167e-03],20.0000,6.0000,[58.192593 72.29087   5.809085],20.0000,6.0000,[ 51.560936   -61.742706     0.52468884],20.0000,6.0000,[110.08201   -32.34365     5.8647323],20.0000,4.0000,[109.00257   32.42354    6.025979],20.0000,4.0000,[149.32999   -30.066153    5.9147854],20.0000,4.0000
61,[65.337616   1.8660451  6.0327187],20.0000,6.0000,[64.00549  35.382202  5.979794],20.0000,6.0000,[ 62.293888   -30.913868     0.22671899],20.0000,0.0000,[59.167057  71.79898    6.0276756],20.0000,0.0000,[ 52.494343   -61.176357     0.74820954],20.0000,0.0000,[110.609055  -32.582794    5.8644958],20.0000,4.0000,[109.55967    32.26639     6.0251737],20.0000,4.0000,[149.86508   -30.287037    5.9135537],20.0000,4.0000
62,[66.40442    1.6319033  6.1205883],20.0000,6.0000,[65.049736 35.06422   6.198748],20.0000,0.0000,[ 63.360516  -30.681534    6.2205763],20.0000,6.0000,[60.216026  71.49574    5.7348533],20.0000,6.0000,[ 53.304707   -60.4449       0.45832923],20.0000,6.0000,[111.13612   -32.82189     5.8642726],20.0000,4.0000,[110.11678    32.10933     6.0244346],20.0000,4.0000,[150.4002   -30.507828   5.912442],20.0000,4.0000
63,[6.7483353e+01 1.4660555e+00 5.7089210e-02],20.0000,0.0000,[66.13511  34.94509   5.906122],20.0000,6.0000,[ 6.4452789e+01 -3.0704226e+01  2.7014004e-02],20.0000,6.0000,[61.164753  70.95492    5.8216677],20.0000,6.0000,[ 54.264088  -59.922382    0.5476189],20.0000,6.0000,[111.66321   -33.060947    5.8640614],20.0000,4.0000,[110.67391    31.952353    6.0237546],20.0000,4.0000,[150.93536   -30.728529    5.9114347],20.0000,4.0000
64,[68.574554   1.5033722  6.048058 ],20.0000,6.0000,[67.162476  34.57475    5.9931593],20.0000,6.0000,[ 65.543465   -30.657036     0.24883878],20.0000,0.0000,[62.14529   70.47525    6.0402336],20.0000,0.0000,[ 55.18747   -59.340042    0.7690107],20.0000,0.0000,[112.19031  -33.29996    5.863861],20.0000,4.0000,[111.23106   31.79546    6.023127],20.0000,4.0000,[151.47052  -30.949139   5.910518],20.0000,4.0000
65,[69.64441    1.2838732  6.1355205],20.0000,6.0000,[68.21072   34.27021    6.2119513],20.0000,0.0000,[ 66.60614  -30.406895   6.241076],20.0000,6.0000,[63.197968  70.18513    5.7473974],20.0000,6.0000,[ 55.986027  -58.59559     0.4777986],20.0000,6.0000,[112.71743  -33.538933   5.863672],20.0000,4.0000,[111.788216   31.638647    6.0225472],20.0000,4.0000,[152.00572  -31.169659   5.909681],20.0000,4.0000
66,[70.72548     1.1326662   0.07157416],20.0000,0.0000,[69.29753   34.164932   5.9192376],20.0000,6.0000,[ 6.7698441e+01 -3.0412222e+01  4.6441622e-02],20.0000,6.0000,[64.153366 69.65619   5.834196],20.0000,6.0000,[ 56.93707  -58.058384   0.566146],20.0000,0.0000,[113.24456  -33.77787    5.863492],20.0000,4.0000,[112.3454    31.481913   6.02201 ],20.0000,4.0000,[152.54094   -31.390093    5.9089136],20.0000,4.0000
67,[71.816124   1.1844826  6.0622916],20.0000,6.0000,[70.32952   33.807705   6.0061765],20.0000,6.0000,[ 68.788185  -30.347998    0.2669156],20.0000,0.0000,[65.13982   69.18879    6.0527463],20.0000,0.0000,[ 57.841885  -57.44705     0.2358269],20.0000,6.0000,[113.77171   -34.01677     5.8633213],20.0000,4.0000,[112.90259    31.325254    6.0215106],20.0000,4.0000,[153.07617  -31.610443   5.908209],20.0000,4.0000
68,[72.88875    0.9791495  6.149498 ],20.0000,6.0000,[71.381546 33.5165    6.224868],20.0000,0.0000,[ 69.8471    -30.082087    6.2583404],20.0000,6.0000,[66.19602  68.91182   5.759902],20.0000,6.0000,[ 58.880466   -57.097298     0.31909278],20.0000,0.0000,[114.29888   -34.255634    5.8631597],20.0000,4.0000,[113.45979   31.168667   6.021046],20.0000,4.0000,[153.61145   -31.830711    5.9075594],20.0000,4.0000
69,[73.9717      0.8421442   0.08528037],20.0000,0.0000,[72.46961  33.424957  5.9321  ],20.0000,6.0000,[ 7.0939255e+01 -3.0071554e+01  6.3043073e-02],20.0000,6.0000,[67.15794   68.39483    5.8466907],20.0000,6.0000,[ 5.9892273e+01 -5.6680279e+01  3.6357727e-03],20.0000,6.0000,[114.82606  -34.49446    5.863006],20.0000,4.0000,[114.01702   31.01215    6.020613],20.0000,4.0000,[154.14674   -32.050903    5.9069595],20.0000,4.0000
70,[75.0616     0.9080942  6.0758476],20.0000,6.0000,[73.50602   33.080788   6.0189767],20.0000,6.0000,[ 72.02794    -29.991741     0.28274924],20.0000,0.0000,[68.15014  67.93976   6.065231],20.0000,0.0000,[ 60.98333    -56.542023     0.10162065],20.0000,6.0000,[115.35326   -34.73326     5.8628597],20.0000,4.0000,[114.57426   30.8557     6.020209],20.0000,4.0000,[154.68205  -32.271015   5.906404],20.0000,4.0000
71,[76.13677     0.71664417  6.1628933 ],20.0000,6.0000,[74.56162   32.802856   6.2376056],20.0000,0.0000,[ 73.08311   -29.711159    6.2737293],20.0000,6.0000,[69.20972  67.675964  5.772381],20.0000,6.0000,[ 62.060783   -56.348232     0.35922888],20.0000,0.0000,[115.88046   -34.972027    5.8627205],20.0000,4.0000,[115.13151    30.699316    6.0198307],20.0000,4.0000,[155.21739  -32.491055   5.905889],20.0000,4.0000
72,[77.22139     0.5935806   0.09850871],20.0000,0.0000,[75.65076   32.724987   5.9448037],20.0000,6.0000,[ 74.17495    -29.685652     0.07801784],20.0000,6.0000,[70.178     67.171      5.8591638],20.0000,6.0000,[ 63.07295    -55.938633     0.09387723],20.0000,6.0000,[116.407684  -35.210762    5.8625884],20.0000,4.0000,[115.68878   30.542994   6.019477],20.0000,4.0000,[155.75276 -32.71102   5.90541],20.0000,4.0000
73,[78.31037     0.67343634  6.088985  ],20.0000,6.0000,[76.6914   32.393856  6.031642],20.0000,6.0000,[ 75.26244   -29.59107     0.2972691],20.0000,0.0000,[71.17579   66.72832    6.0776973],20.0000,0.0000,[ 64.15234    -55.75827      0.19289348],20.0000,6.0000,[116.93492   -35.44947     5.8624625],20.0000,4.0000,[116.24606    30.386732    6.0191445],20.0000,4.0000,[156.28815   -32.93092     5.9049635],20.0000,4.0000
74,[79.38788     0.49570316  6.175929  ],20.0000,6.0000,[77.750404  32.129185   6.2502313],20.0000,0.0000,[ 7.6313812e+01 -2.9296465e+01  4.8079095e-03],20.0000,6.0000,[72.23857   66.47773    5.7848444],20.0000,6.0000,[ 65.21547   -55.507103    0.4266804],20.0000,0.0000,[117.462166  -35.68815     5.8623424],20.0000,4.0000,[116.80336    30.230528    6.0188327],20.0000,4.0000,[156.82356  -33.150753   5.904547],20.0000,4.0000
75,[80.473976    0.38642725  0.11144086],20.0000,0.0000,[78.84043   32.06495    5.9574084],20.0000,6.0000,[ 77.40519    -29.256517     0.09202137],20.0000,6.0000,[73.213066 65.984856  5.871623],20.0000,6.0000,[ 66.20909    -55.055214     0.14309168],20.0000,6.0000,[117.989426 -35.9268     5.862228],20.0000,4.0000,[117.360664  30.07438    6.01854 ],20.0000,4.0000,[157.359     -33.37052     5.9041576],20.0000,4.0000
76,[81.56187     0.48004213  6.101861  ],20.0000,6.0000,[79.88513   31.746864   6.0442224],20.0000,6.0000,[ 78.49133   -29.14766     0.3109966],20.0000,0.0000,[74.21628   65.554634   6.0901527],20.0000,0.0000,[ 67.28136    -54.84311      0.23518676],20.0000,6.0000,[118.51669   -36.165424    5.8621187],20.0000,4.0000,[117.91799   29.918285   6.018264],20.0000,4.0000,[157.89445  -33.590225   5.903794],20.0000,4.0000
77,[82.641525   0.3159309  6.188741 ],20.0000,6.0000,[80.94736  31.495447  6.262787],20.0000,0.0000,[ 7.9538818e+01 -2.8839437e+01  1.8382821e-02],20.0000,6.0000,[75.2821    65.31729    5.7972975],20.0000,6.0000,[ 68.33661    -54.56266      0.46042445],20.0000,0.0000,[119.043976  -36.404026    5.8620143],20.0000,4.0000,[118.47533    29.762243    6.0180035],20.0000,5.0000,[158.42993   -33.809875    5.9034524],20.0000,4.0000
78,[83.72891     0.22035183  0.12418833],20.0000,0.0000,[82.0381    31.44483    5.9699507],20.0000,6.0000,[ 80.62956    -28.78538      0.10543273],20.0000,6.0000,[76.26265  64.83658   5.884074],20.0000,6.0000,[ 69.31973   -54.08822     0.1716169],20.0000,6.0000,[119.571266  -36.6426      5.8619146],20.0000,4.0000,[119.03189    29.603382    6.1095166],20.0000,4.0000,[158.96544  -34.029465   5.903132],20.0000,4.0000
79,[84.815544    0.32762802  6.1145735 ],20.0000,6.0000,[83.08669  31.139809  6.056749],20.0000,6.0000,[ 81.71421    -28.662552     0.32423806],20.0000,0.0000,[77.27114  64.41887   6.102601],20.0000,0.0000,[ 70.387215   -53.855465     0.26152653],20.0000,6.0000,[120.098564  -36.881153    5.8618197],20.0000,4.0000,[119.59748   29.47798    6.142857],20.0000,4.0000,[159.50096   -34.249       5.9028306],20.0000,4.0000
80,[85.89717     0.17708726  6.2014136 ],20.0000,6.0000,[84.15197   30.901665   6.2752986],20.0000,0.0000,[ 8.2757683e+01 -2.8340977e+01  3.1531528e-02],20.0000,6.0000,[78.33983  64.19481   5.809745],20.0000,6.0000,[ 71.43679   -53.555073    0.4837268],20.0000,0.0000,[120.62588  -37.119686   5.861729],20.0000,4.0000,[120.166214   29.36641     6.1537223],20.0000,4.0000,[160.0365    -34.468483    5.9025474],20.0000,4.0000
81,[86.98567    0.0951525  0.1368202],20.0000,0.0000,[85.24327  30.864649  5.982454],20.0000,6.0000,[ 83.84764    -28.273022     0.11847854],20.0000,6.0000,[79.32629   63.72633    5.8965197],20.0000,6.0000,[ 72.411644  -53.063667    0.1930089],20.0000,6.0000,[121.1532    -37.358192    5.8616424],20.0000,4.0000,[120.7361    29.260824   6.155427],20.0000,4.0000,[160.57205   -34.687916    5.9022803],20.0000,4.0000
82,[88.07088     0.21602134  6.1271834 ],20.0000,6.0000,[86.29558   30.572721   6.0692425],20.0000,6.0000,[ 84.93064    -28.136423     0.33717838],20.0000,0.0000,[80.3399   63.3212    6.115045],20.0000,0.0000,[ 73.47498    -52.813625     0.28172943],20.0000,6.0000,[121.68053   -37.596684    5.8615594],20.0000,4.0000,[121.30637    29.157814    6.1535745],20.0000,4.0000,[161.10762  -34.9073     5.902029],20.0000,4.0000
83,[8.9154305e+01 7.9025999e-02 6.2139988e+00],20.0000,6.0000,[8.7363739e+01 3.0347872e+01 4.5966981e-03],20.0000,0.0000,[ 8.5969971e+01 -2.7801678e+01  4.4414714e-02],20.0000,6.0000,[81.41129  63.11045   5.822188],20.0000,6.0000,[ 74.519554  -52.496506    0.5024075],20.0000,0.0000,[122.20787   -37.83515     5.8614798],20.0000,4.0000,[121.87673   29.055883   6.150556],20.0000,4.0000,[161.64322  -35.126637   5.901791],20.0000,4.0000
84,[9.0243744e+01 1.0706014e-02 1.4937955e-01],20.0000,0.0000,[88.455414 30.324451  5.994932],20.0000,6.0000,[ 87.05897    -27.719961     0.13129695],20.0000,6.0000,[82.403496 62.65428   5.908962],20.0000,6.0000,[ 75.48693    -51.990383     0.21076727],20.0000,6.0000,[122.735214 -38.0736     5.861404],20.0000,4.0000,[122.44707    28.954397    6.1473618],20.0000,4.0000,[162.17883  -35.34593    5.901567],20.0000,4.0000
85,[91.327354    0.14511621  6.1397295 ],20.0000,6.0000,[89.51128   30.045652   6.0817146],20.0000,6.0000,[ 88.14016    -27.569721     0.34993097],20.0000,0.0000,[83.422066 62.261787  6.127486],20.0000,0.0000,[ 76.54635   -51.72473     0.2987606],20.0000,6.0000,[123.262566  -38.31203     5.8613315],20.0000,4.0000,[123.01735    28.853104    6.1443644],20.0000,4.0000,[162.71446  -35.565174   5.901355],20.0000,4.0000
86,[9.2412407e+01 2.1657037e-02 6.2265286e+00],20.0000,6.0000,[9.0582153e+01 2.9834122e+01 1.7062847e-02],20.0000,0.0000,[ 8.917521e+01 -2.722194e+01  5.713180e-02],20.0000,6.0000,[84.496     62.06438    5.8346286],20.0000,6.0000,[ 77.58618   -51.392498    0.5185853],20.0000,0.0000,[123.78993  -38.55044    5.861262],20.0000,4.0000,[123.587585   28.751905    6.1416736],20.0000,4.0000,[163.2501    -35.78438     5.9011536],20.0000,4.0000
87,[ 9.3502609e+01 -3.3064146e-02  1.6189332e-01],20.0000,0.0000,[91.674034  29.824291   6.0073953],20.0000,6.0000,[ 90.26309    -27.126554     0.14397326],20.0000,0.0000,[85.493805 61.620586  5.921402],20.0000,6.0000,[ 78.54641    -50.87284      0.22644798],20.0000,6.0000,[124.31731  -38.788837   5.861195],20.0000,4.0000,[124.15777   28.65078    6.139296],20.0000,4.0000,[163.78577   -36.003548    5.9009633],20.0000,4.0000
88,[94.584465    0.11484616  6.1522346 ],20.0000,6.0000,[92.733284 29.558659  6.094174],20.0000,6.0000,[ 91.33975   -26.945116    6.0951996],20.0000,6.0000,[86.51718  61.240795  6.139926],20.0000,0.0000,[ 79.60199    -50.59257      0.31398752],20.0000,0.0000,[124.84468  -39.027218   5.861131],20.0000,4.0000,[124.72792    28.549725    6.1372023],20.0000,4.0000,[164.32143  -36.222675   5.900783],20.0000,4.0000
89,[9.5670967e+01 4.9230745e-03 6.2390237e+00],20.0000,6.0000,[9.3806717e+01 2.9360472e+01 2.9517999e-02],20.0000,0.0000,[ 92.42941  -27.057947   6.177346],20.0000,6.0000,[87.59348  61.05676   5.847068],20.0000,6.0000,[ 80.631645  -50.22918     6.2659435],20.0000,6.0000,[125.37206   -39.26558     5.8610697],20.0000,4.0000,[125.29804    28.448746    6.1353545],20.0000,4.0000,[164.85712  -36.441765   5.900612],20.0000,4.0000
90,[ 9.6761772e+01 -3.6207538e-02  1.7437845e-01],20.0000,0.0000,[94.898636  29.36423    6.0198483],20.0000,6.0000,[ 93.520935   -27.116087     0.12705962],20.0000,0.0000,[88.59673   60.625412   5.9338408],20.0000,6.0000,[ 8.1724678e+01 -5.0153103e+01  6.5396577e-02],20.0000,6.0000,[125.89946  -39.503925   5.861011],20.0000,4.0000,[125.86815   28.34785    6.133716],20.0000,4.0000,[165.39282   -36.660816    5.9004498],20.0000,4.0000
91,[97.841705    0.12516713  6.1647143 ],20.0000,6.0000,[95.961105  29.111797   6.1066246],20.0000,6.0000,[ 94.60205   -26.964977    6.1298575],20.0000,6.0000,[89.62475   60.258373   6.1523643],20.0000,0.0000,[ 82.810036   -50.022903     0.29928568],20.0000,0.0000,[126.42686   -39.74226     5.8609548],20.0000,4.0000,[126.43824   28.247044   6.132256],20.0000,4.0000,[165.92854   -36.879837    5.9002953],20.0000,4.0000
92,[9.8929489e+01 2.8785065e-02 6.2514973e+00],20.0000,6.0000,[9.7036919e+01 2.8926983e+01 4.1966230e-02],20.0000,0.0000,[ 95.69125   -27.064056    6.2234325],20.0000,6.0000,[90.703255 60.087738  5.859506],20.0000,6.0000,[ 8.3848976e+01 -4.9687798e+01  1.9575372e-02],20.0000,6.0000,[126.95426  -39.980576   5.860901],20.0000,4.0000,[127.00832   28.146328   6.130948],20.0000,4.0000,[166.46426   -37.098824    5.9001484],20.0000,4.0000
93,[1.0002071e+02 1.2408694e-03 1.8684556e-01],20.0000,0.0000,[98.12871  28.944324  6.032295],20.0000,6.0000,[ 96.783005  -27.093384    0.1690579],20.0000,0.0000,[91.71179   59.6689     5.9462786],20.0000,6.0000,[ 84.938965   -49.59724      0.11340211],20.0000,6.0000,[127.481674  -40.21888     5.8608494],20.0000,4.0000,[127.57841    28.045706    6.1297703],20.0000,4.0000,[167.        -37.317776    5.9000087],20.0000,4.0000
94,[101.09856      0.17604688   6.177178  ],20.0000,6.0000,[99.19424   28.70513    6.1190696],20.0000,6.0000,[ 97.859764  -26.914217    6.1659317],20.0000,6.0000,[92.74429  59.31468   6.164802],20.0000,0.0000,[ 86.01938    -49.43746      0.34252557],20.0000,0.0000,[128.0091    -40.457172    5.8607993],20.0000,4.0000,[128.1485     27.945179    6.1287055],20.0000,4.0000,[167.53575  -37.536697   5.899876],20.0000,4.0000
95,[1.0218746e+02 9.3213111e-02 6.2639570e+00],20.0000,6.0000,[1.0027227e+02 2.8533712e+01 5.4410096e-02],20.0000,0.0000,[ 98.95004   -26.989073    6.2570615],20.0000,6.0000,[93.824844  59.15747    5.8719435],20.0000,6.0000,[ 8.7048904e+01 -4.9074734e+01  5.6406830e-02],20.0000,6.0000,[128.53651   -40.69545     5.8607516],20.0000,4.0000,[128.71858    27.844746    6.1277385],20.0000,4.0000,[168.07152   -37.755592    5.8997498],20.0000,4.0000
96,[1.03278946e+02 7.92529732e-02 1.99301302e-01],20.0000,0.0000,[101.363754   28.564634    6.0447383],20.0000,6.0000,[100.04185    -26.993778     0.19786215],20.0000,0.0000,[94.83851  58.751205  5.958716],20.0000,6.0000,[ 88.135704   -48.95972      0.14761391],20.0000,6.0000,[129.06393  -40.933716   5.860706],20.0000,4.0000,[129.28867    27.744406    6.1268573],20.0000,4.0000,[168.6073   -37.974457   5.899629],20.0000,4.0000
97,[104.35453     0.2674582   6.1896315],20.0000,6.0000,[102.432175   28.338713    6.1315117],20.0000,6.0000,[101.1149   -26.793144   6.191462],20.0000,6.0000,[95.875336 58.409855  6.177239],20.0000,0.0000,[ 89.21184  -48.775337   0.37171 ],20.0000,0.0000,[129.59137  -41.17197    5.860662],20.0000,4.0000,[129.85875    27.644156    6.1260514],20.0000,4.0000,[169.14308  -38.193295   5.899514],20.0000,4.0000
98,[105.444374     0.19818074   6.2764077 ],20.0000,6.0000,[1.0351226e+02 2.8180717e+01 6.6851221e-02],20.0000,0.0000,[102.20598  -26.84834    6.280934],20.0000,6.0000,[96.957756  58.266094   5.8843803],20.0000,6.0000,[ 9.0233925e+01 -4.8391903e+01  8.2194634e-02],20.0000,6.0000,[130.11882 -41.41021   5.86062],20.0000,4.0000,[130.42885   27.543995   6.125312],20.0000,4.0000,[169.67888   -38.412106    5.8994045],20.0000,4.0000
99,[106.53595      0.19780265   0.21174991],20.0000,0.0000,[104.60328    28.225214    6.0571785],20.0000,6.0000,[103.29757    -26.833673     0.21937497],20.0000,0.0000,[97.976395 57.872467  5.971153],20.0000,6.0000,[ 91.318085   -48.25726      0.17170797],20.0000,6.0000,[130.64626  -41.64844    5.860579],20.0000,4.0000,[130.99896    27.44392     6.1246314],20.0000,4.0000,[170.21468 -38.63089   5.8993 ],20.0000,4.0000
100,[107.60911      0.39937478   6.202079  ],20.0000,6.0000,[105.67442   28.012598   6.143952],20.0000,6.0000,[104.36726  -26.615429   6.211491],20.0000,6.0000,[99.01739  57.544037  6.189676],20.0000,0.0000,[ 92.39063    -48.053722     0.39338902],20.0000,0.0000,[131.1737    -41.88666     5.8605404],20.0000,4.0000,[131.56908   27.343931   6.124004],20.0000,4.0000,[170.7505  -38.84965   5.8992 ],20.0000,4.0000
101,[1.0869973e+02 3.4366131e-01 5.6682979e-03],20.0000,6.0000,[1.06756386e+02 2.78680477e+01 7.92906135e-02],20.0000,0.0000,[ 1.0545889e+02 -2.6653486e+01  1.6764421e-02],20.0000,6.0000,[100.10151   57.41375    5.896817],20.0000,6.0000,[ 93.406334   -47.653442     0.10235288],20.0000,6.0000,[131.70116   -42.12487     5.8605027],20.0000,4.0000,[132.13919    27.244022    6.1234236],20.0000,4.0000,[171.28632   -39.068386    5.8991046],20.0000,4.0000
102,[109.79123      0.3568627    0.22419402],20.0000,0.0000,[107.84676    27.926111    6.0696177],20.0000,6.0000,[106.55007    -26.621979     0.23712859],20.0000,0.0000,[101.12497    57.03282     5.9835896],20.0000,6.0000,[ 94.48805    -47.50177      0.19083722],20.0000,6.0000,[132.22862  -42.36307    5.860467],20.0000,4.0000,[132.70932   27.144194   6.122886],20.0000,4.0000,[171.82216   -39.2871      5.8990135],20.0000,4.0000
103,[110.86179     0.5717686   6.214522 ],20.0000,6.0000,[108.92048    27.726833    6.1563907],20.0000,6.0000,[107.61651  -26.388014   6.228489],20.0000,6.0000,[102.16997    56.71736     6.2021127],20.0000,0.0000,[ 95.55727    -47.28166      0.41123167],20.0000,0.0000,[132.75607  -42.60126    5.860432],20.0000,4.0000,[133.27945    27.04444     6.1223865],20.0000,4.0000,[172.358     -39.505795    5.8989267],20.0000,4.0000
104,[1.11953026e+02 5.29625833e-01 1.81105658e-02],20.0000,6.0000,[1.1000415e+02 2.7595751e+01 9.1728918e-02],20.0000,0.0000,[ 1.0870847e+02 -2.6410339e+01  3.3134200e-02],20.0000,0.0000,[103.25562   56.600567   5.909254],20.0000,6.0000,[ 96.56702    -46.86642      0.11942441],20.0000,6.0000,[133.28354   -42.839443    5.8603992],20.0000,4.0000,[133.8496    26.944761   6.121922],20.0000,4.0000,[172.89384   -39.724464    5.8988433],20.0000,4.0000
105,[113.04427     0.556403    0.2366353],20.0000,0.0000,[111.09373   27.66737    6.082056],20.0000,6.0000,[109.79848   -26.345509    5.9854097],20.0000,6.0000,[104.28374    56.2324      5.9960265],20.0000,0.0000,[ 97.64633    -46.699165     0.20727092],20.0000,0.0000,[133.81102  -43.077614   5.860367],20.0000,4.0000,[134.41975   26.845152   6.121489],20.0000,4.0000,[173.4297    -39.943115    5.8987637],20.0000,4.0000
106,[114.11208      0.78460807   6.226963  ],20.0000,6.0000,[112.16983    27.481462    6.1688285],20.0000,0.0000,[110.8701   -26.574173   6.068267],20.0000,6.0000,[105.33763    55.94706     5.6639977],20.0000,6.0000,[ 98.7086   -46.446404   6.159564],20.0000,6.0000,[134.33849   -43.315777    5.8603363],20.0000,4.0000,[134.98991    26.745613    6.1210847],20.0000,4.0000,[173.96558   -40.161747    5.8986874],20.0000,4.0000
107,[1.1520376e+02 7.5604135e-01 3.0550681e-02],20.0000,0.0000,[113.25709   27.381584   5.8368  ],20.0000,6.0000,[ 1.1194926e+02 -2.6748724e+01  1.9397613e-02],20.0000,0.0000,[106.28027   55.388947   5.746098],20.0000,6.0000,[ 99.80365   -46.485874    6.2424335],20.0000,6.0000,[134.86597   -43.553932    5.8603067],20.0000,4.0000,[135.56007    26.64614     6.1207066],20.0000,4.0000,[174.50145   -40.38036     5.8986144],20.0000,4.0000
