step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5,pos_blue6,health_blue6,action_blue6,pos_blue7,health_blue7,action_blue7,pos_blue8,health_blue8,action_blue8,pos_blue9,health_blue9,action_blue9,pos_blue10,health_blue10,action_blue10,pos_blue11,health_blue11,action_blue11,pos_blue12,health_blue12,action_blue12,pos_blue13,health_blue13,action_blue13,pos_blue14,health_blue14,action_blue14,pos_blue15,health_blue15,action_blue15,pos_blue16,health_blue16,action_blue16,pos_blue17,health_blue17,action_blue17,pos_blue18,health_blue18,action_blue18,pos_blue19,health_blue19,action_blue19,pos_blue20,health_blue20,action_blue20
818,[ 216.66782   -202.41951      4.8997326],20.0000,6.0000,[ -0.09928988 -14.860794     2.6209188 ],20.0000,6.0000,[ 245.01494   -223.04321      5.1338797],20.0000,6.0000,[49.079693    1.3530676   0.67052716],20.0000,6.0000,[259.17667   35.04232    5.183205],20.0000,6.0000,[263.38165   -58.383106    3.4668202],20.0000,6.0000,[ 229.23672   -158.54793      5.2583256],20.0000,6.0000,[ 244.54372   -103.44765      3.1798005],20.0000,6.0000,[109.686226 161.57155    5.829159],20.0000,6.0000,[256.3677   -20.90637    3.517501],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[  98.1847   -217.10641     5.283884],20.0000,4.0000,[  53.339302  -182.85869      1.1477925],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[66.965034   -3.3338618   0.12996936],20.0000,4.0000,[ 8.179369   -0.47729704  1.260446  ],20.0000,3.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  29.687958  -152.64967      5.5577707],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[114.839005  145.30005     5.4225836],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
819,[ 216.69083   -203.52612      5.0765667],20.0000,6.0000,[ -1.1137487 -14.435586    2.7201674],20.0000,0.0000,[ 245.29408   -224.1143       5.3107133],20.0000,6.0000,[49.860573   2.1250987  0.762972 ],20.0000,6.0000,[259.50824   33.986263   5.360032],20.0000,0.0000,[262.2887   -58.558014   3.643654],20.0000,6.0000,[ 229.64667   -159.5761       5.4351597],20.0000,6.0000,[ 243.44595   -103.30599      3.3566344],20.0000,6.0000,[110.7294   161.22026    5.934958],20.0000,0.0000,[255.285     -21.136421    3.6943347],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[  98.49775   -217.59319      5.2838845],20.0000,4.0000,[  53.577965  -182.33144      1.1477419],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[67.52889    -3.1822605   0.13760078],20.0000,3.0000,[8.255114   0.10619485 1.200141  ],20.0000,3.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  30.05436  -153.10878     5.526561],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[115.27771 144.91399   5.31405],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
820,[ 216.90817   -204.61145      5.2534003],20.0000,6.0000,[ -2.1515362 -14.08218     2.4284878],20.0000,6.0000,[ 245.7573    -225.11958      5.4875474],20.0000,6.0000,[50.597862   2.933479   1.0111345],20.0000,0.0000,[260.03464    33.015778    4.9862633],20.0000,6.0000,[261.24356  -58.92246    3.820488],20.0000,6.0000,[ 230.23108  -160.5161      5.611994],20.0000,6.0000,[ 242.3404    -103.35965      3.5334682],20.0000,6.0000,[111.7911   160.94601    5.648947],20.0000,6.0000,[254.25966   -21.553345    3.8711684],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[  98.81079   -218.07996      5.2838845],20.0000,4.0000,[  53.81661   -181.80418      1.1476934],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[ 6.8092598e+01 -3.0337317e+00  6.1808370e-02],20.0000,4.0000,[8.366478   0.68383145 1.1094549 ],20.0000,3.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  30.420362 -153.56416     5.493115],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[115.6824    144.4898      5.2889075],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
821,[ 217.31303   -205.64162      5.4302344],20.0000,6.0000,[ -3.0728276 -13.47876     2.5409374],20.0000,0.0000,[ 246.39014   -226.0277       5.6643815],20.0000,6.0000,[51.157745   3.8707933  0.7401486],20.0000,6.0000,[260.28494    31.952286    4.9957633],20.0000,6.0000,[260.2788    -59.46508     3.9973218],20.0000,6.0000,[ 230.97174   -161.33865      5.7888274],20.0000,6.0000,[ 241.2615   -103.60696     3.710302],20.0000,6.0000,[112.75731   160.41739     5.7638545],20.0000,6.0000,[253.32365   -22.14414     4.0480022],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[  99.12384  -218.56674     5.283885],20.0000,4.0000,[  54.055244  -181.27692      1.1476468],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[ 6.8665443e+01 -2.9204676e+00  4.4506721e-02],20.0000,3.0000,[8.5244255 1.2516297 1.0078204],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  30.782436 -154.02014     5.466318],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[116.06998   144.05148     5.2978826],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
822,[ 217.8928   -206.58449     5.607068],20.0000,6.0000,[ -4.033169  -12.949188    2.2598472],20.0000,6.0000,[ 247.17285  -226.81033     5.841215],20.0000,6.0000,[51.912674   4.662813   0.8371366],20.0000,0.0000,[260.5414     30.890085    5.1778097],20.0000,0.0000,[259.42456   -60.168945    4.1741557],20.0000,6.0000,[ 231.84554   -162.01808      5.9656615],20.0000,6.0000,[ 240.24295  -104.04021     3.887136],20.0000,6.0000,[113.748505  159.95186     6.0344167],20.0000,0.0000,[252.50616   -22.890379    4.2248363],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[  99.43688  -219.05351     5.283885],20.0000,4.0000,[  54.293865  -180.74965      1.1476021],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[69.24028   -2.8197353  6.2423873],20.0000,4.0000,[8.736094  1.8024112 0.996748 ],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  31.140707  -154.47763      5.4468474],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[116.451004 143.60971    5.317268],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
823,[ 218.62941  -207.41068     5.783902],20.0000,6.0000,[ -4.840268  -12.199826    2.3765907],20.0000,0.0000,[ 248.08102   -227.44307      6.0180492],20.0000,6.0000,[52.59987    5.5129385  0.5187892],20.0000,6.0000,[260.96597    29.881824    4.8676596],20.0000,6.0000,[258.70746 -61.01211   4.35099],20.0000,6.0000,[ 232.82524  -162.53319     6.142495],20.0000,6.0000,[ 239.31648 -104.64587    4.06397],20.0000,6.0000,[114.81326   159.70992     5.7741933],20.0000,6.0000,[251.8327    -23.768787    4.4016705],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[  99.74993   -219.5403       5.2838855],20.0000,4.0000,[  54.53248   -180.22238      1.1475592],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[69.82197   -2.7595055  6.223317 ],20.0000,4.0000,[8.967289  2.3421235 1.0199479],20.0000,3.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  31.496212  -154.93639      5.4330273],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[116.833084  143.17027     5.2448864],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
824,[ 219.49986  -208.0944      5.960736],20.0000,6.0000,[ -5.7004504 -11.5196705   2.0971193],20.0000,6.0000,[ 249.08636  -227.90617     6.194883],20.0000,6.0000,[53.48883   6.157439  0.610427],20.0000,0.0000,[261.13446   28.803352   4.939232],20.0000,6.0000,[258.14987   -61.968273    4.5278234],20.0000,6.0000,[ 2.3388028e+02 -1.6286794e+02  3.6143791e-02],20.0000,6.0000,[ 238.51102   -105.40507      4.2408037],20.0000,6.0000,[115.804054 159.2454     5.874576],20.0000,0.0000,[251.32426  -24.75197    4.578504],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 100.06297   -220.02707      5.2838855],20.0000,4.0000,[  54.771076  -179.6951       1.1475179],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[70.404305  -2.7169142  6.231142 ],20.0000,3.0000,[9.199153  2.8789134 0.9579506],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  31.849915  -155.39601      5.4230924],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[117.19194  142.70998    5.135534],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
825,[ 220.477   -208.61433    6.13757],20.0000,6.0000,[ -6.3746085 -10.648942    2.213923 ],20.0000,0.0000,[ 2.5015747e+02 -2.2818521e+02  8.8531509e-02],20.0000,6.0000,[54.33036    6.8587437  0.3074032],20.0000,6.0000,[261.3598    27.735111   5.14937 ],20.0000,0.0000,[257.7692    -63.007614    4.7046576],20.0000,6.0000,[ 2.3497775e+02 -1.6301186e+02  2.1297768e-01],20.0000,6.0000,[ 237.85167  -106.29411     4.417638],20.0000,6.0000,[116.8293    158.8661      5.5578947],20.0000,6.0000,[250.9967   -25.809261   4.755338],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 100.37602  -220.51385     5.283886],20.0000,4.0000,[  55.009663  -179.16782      1.1474783],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[70.98591   -2.6772602  6.1554613],20.0000,4.0000,[9.4619875  3.4016023  0.94979125],20.0000,3.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  32.202507  -155.85614      5.4157343],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[117.511086 142.21898    5.108374],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
826,[ 2.2153038e+02 -2.0895427e+02  3.1218484e-02],20.0000,6.0000,[-7.1127596 -9.838065   1.9338821],20.0000,6.0000,[ 251.26099   -228.27147      0.2653654],20.0000,6.0000,[55.32783     7.3241997   0.41319793],20.0000,0.0000,[261.77386    26.723766    4.8523574],20.0000,6.0000,[257.57727  -64.09772    4.881491],20.0000,6.0000,[ 236.08342    -162.96048       0.38981158],20.0000,6.0000,[ 237.359     -107.285286     4.5944715],20.0000,6.0000,[117.724976  158.23097     5.6500435],20.0000,6.0000,[250.86026  -26.907686   4.932172],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 100.689064 -221.00063     5.283886],20.0000,7.0000,[  55.24824   -178.64053      1.1474402],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[71.56983   -2.6739302  6.1382136],20.0000,3.0000,[9.734048   3.9185731  0.87061006],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  32.554436 -156.31653     5.41009 ],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[117.81109  141.7171     5.115064],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
827,[ 2.2262714e+02 -2.0910359e+02  2.0805237e-01],20.0000,6.0000,[-7.636133 -8.869231  2.050264],20.0000,0.0000,[ 252.36244   -228.16228      0.4421993],20.0000,6.0000,[56.285557    7.858212    0.12718114],20.0000,6.0000,[261.93884   25.644674   4.933106],20.0000,6.0000,[257.5801    -65.20458     5.0583253],20.0000,6.0000,[ 237.16281    -162.7154        0.56664544],20.0000,6.0000,[ 237.04837   -108.34768      4.7713056],20.0000,6.0000,[118.64892   157.64502     5.8977313],20.0000,0.0000,[250.91916  -28.012985   5.109006],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 100.994606 -221.49223     5.559162],20.0000,7.0000,[  55.48681   -178.11324      1.1474036],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[72.15336   -2.6832652  6.052935 ],20.0000,4.0000,[10.041062   4.4166894  0.8550871],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  32.905968  -156.77704      5.4056134],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[118.10661  141.21393    5.040842],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
828,[ 223.73305    -209.05766       0.38488626],20.0000,6.0000,[-8.232198  -7.948867   1.7698786],20.0000,6.0000,[ 253.42752    -227.86101       0.61903316],20.0000,6.0000,[57.349686    8.142197    0.24208564],20.0000,6.0000,[262.168     24.577398   5.147185],20.0000,6.0000,[257.7776    -66.293686    5.2351594],20.0000,6.0000,[ 238.18227   -162.28426      0.7434793],20.0000,6.0000,[ 236.92946  -109.44814     4.948139],20.0000,6.0000,[119.66899  157.25583    5.626459],20.0000,6.0000,[251.17159   -29.090687    5.2858396],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 101.37634  -221.93422     5.923331],20.0000,6.0000,[  55.725365  -177.58594      1.1473684],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[72.73598   -2.7336595  6.033875 ],20.0000,4.0000,[10.361622   4.9048934  0.86504  ],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  33.257282 -157.2376      5.401961],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[118.370255  140.69234     5.0255437],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
829,[ 224.81363    -208.8179        0.56172013],20.0000,6.0000,[-8.5903635 -6.9075813  1.8861214],20.0000,0.0000,[ 254.423     -227.37708      0.7958671],20.0000,6.0000,[58.388367   8.489082   0.5126463],20.0000,0.0000,[262.57187   23.561447   5.402754],20.0000,0.0000,[258.1636   -67.33106    5.411993],20.0000,6.0000,[ 239.10997    -161.68051       0.92031324],20.0000,6.0000,[ 237.00601   -110.55236      5.1249733],20.0000,6.0000,[120.5796    156.64922     5.7233434],20.0000,6.0000,[251.60965   -30.107178    5.4626737],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 101.86219   -222.28642      6.2035956],20.0000,6.0000,[  55.963913  -177.05864      1.1473347],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[73.31592   -2.8014948  6.041703 ],20.0000,3.0000,[10.685773   5.389049   0.8822927],20.0000,3.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  33.608475  -157.69814      5.3989105],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[118.619484 140.1647     5.033928],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
830,[ 225.83519  -208.39178     0.738554],20.0000,6.0000,[-9.02805   -5.9021964  1.6056855],20.0000,6.0000,[ 255.31783    -226.72557       0.97270095],20.0000,6.0000,[59.326027    9.048588    0.25242266],20.0000,6.0000,[263.19016    22.656363    5.1109858],20.0000,6.0000,[258.72607  -68.284355   5.588827],20.0000,6.0000,[ 239.917     -160.92297      1.0971471],20.0000,6.0000,[ 237.2756   -111.62589     5.301807],20.0000,6.0000,[121.52623   156.1042      5.9554596],20.0000,0.0000,[252.2197    -31.030754    5.6395073],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 1.0242371e+02 -2.2252538e+02  1.4280550e-01],20.0000,6.0000,[  56.202454  -176.53134      1.1473022],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[73.89458   -2.8720732  5.9660225],20.0000,4.0000,[11.007284   5.873985   0.8073133],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  33.95961  -158.15865     5.396317],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[118.86643  139.63695    4.957602],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
831,[ 226.76587   -207.79262      0.9153879],20.0000,6.0000,[-9.211228  -4.8163724  1.7219275],20.0000,0.0000,[ 256.08408   -225.92682      1.1495348],20.0000,6.0000,[60.363716    9.395934    0.35280502],20.0000,0.0000,[263.59055    21.640583    5.1772485],20.0000,6.0000,[259.44748  -69.12384    5.765661],20.0000,6.0000,[ 240.57819  -160.0353      1.273981],20.0000,6.0000,[ 237.72984  -112.635254    5.478641],20.0000,6.0000,[122.559364 155.75189    5.67103 ],20.0000,6.0000,[252.98271   -31.832613    5.8163414],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 103.02497    -222.64053       0.32551953],20.0000,6.0000,[  56.440983  -176.00403      1.1472709],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[74.46869   -2.9787638  5.948774 ],20.0000,4.0000,[11.357405   6.339994   0.7876316],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  34.310738  -158.6191       5.3940797],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.08345   139.09467     4.8477063],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
832,[ 227.57661   -207.03906      1.0922219],20.0000,6.0000,[-9.478712  -3.7529695  1.4415108],20.0000,6.0000,[ 256.69788   -225.00572      1.3263687],20.0000,6.0000,[6.1367550e+01 9.8287363e+00 3.6124125e-02],20.0000,6.0000,[264.04135    20.64554     5.3837132],20.0000,6.0000,[260.30533  -69.823326   5.942495],20.0000,6.0000,[ 241.0729    -159.04514      1.4508148],20.0000,6.0000,[ 238.35457  -113.54897     5.655475],20.0000,6.0000,[123.484955 155.17058    5.762854],20.0000,0.0000,[253.87488  -32.487743   5.993175],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 103.63519    -222.63875       0.49211347],20.0000,5.0000,[  56.679504  -175.47672      1.1472409],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[75.03904   -3.1006236  5.955253 ],20.0000,3.0000,[11.719092   6.7965703  0.7906731],20.0000,4.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  34.66188   -159.07947      5.3921285],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.25287   138.53365     4.8214316],20.0000,4.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
833,[ 228.24217   -206.15465      1.2690557],20.0000,6.0000,[-9.481973  -2.651806   1.5577668],20.0000,0.0000,[ 257.14008   -223.99103      1.5032026],20.0000,6.0000,[62.454098    9.9869585   0.12827301],20.0000,6.0000,[264.64987   19.73488    5.632911],20.0000,6.0000,[261.27283   -70.361       6.1193285],20.0000,6.0000,[ 241.38573   -157.98338      1.6276488],20.0000,6.0000,[ 239.13028  -114.33855     5.832309],20.0000,6.0000,[124.453896  154.66603     5.4372225],20.0000,6.0000,[254.86838  -32.97571    6.170009],20.0000,6.0000,[185.01015    56.93495     0.5402901],20.0000,,[152.84583   -42.003426    1.3045782],20.0000,,[272.43677  -44.687767   3.92357 ],20.0000,,[ 104.23202    -222.52711       0.56673396],20.0000,5.0000,[  56.91802   -174.9494       1.1472119],20.0000,4.0000,[261.5961    -28.776712    5.0221066],20.0000,,[249.88011  -21.746874   6.111589],20.0000,,[197.28278    74.90736     6.2473903],20.0000,,[153.66245     34.75799      0.73928154],20.0000,,[107.06084    52.300247    0.4546819],20.0000,,[1.7408633e+02 3.6363685e+00 1.6255002e-01],20.0000,,[75.60817   -3.2246468  5.877438 ],20.0000,4.0000,[12.084593   7.2490964  0.80149  ],20.0000,3.0000,[ 232.04636   -206.81113      4.3931766],20.0000,,[  35.013058 -159.53978     5.39041 ],20.0000,4.0000,[151.62071     49.16667      0.33746323],20.0000,,[119.40054  137.9676     4.829481],20.0000,3.0000,[230.98833    -7.9395933   1.0469296],20.0000,,[156.3295     34.900764    1.1105382],20.0000,,[128.65317     -2.4248073    0.17488751],20.0000,
