step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5,pos_blue6,health_blue6,action_blue6,pos_blue7,health_blue7,action_blue7,pos_blue8,health_blue8,action_blue8,pos_blue9,health_blue9,action_blue9,pos_blue10,health_blue10,action_blue10
255,[251.48041    57.741142    5.1277795],20.0000,6.0000,[215.75084    86.97975     2.0895107],20.0000,6.0000,[257.10443   29.73394    5.916259],20.0000,0.0000,[209.51935    95.60018     2.9732902],20.0000,0.0000,[ 173.94244   -110.53091      3.9424155],20.0000,0.0000,[275.9105      36.817513     0.36670655],20.0000,0.0000,[234.3321    96.95823    2.397089],20.0000,0.0000,[263.40564   -29.351736    5.0105233],20.0000,6.0000,[216.85878   122.19453     2.2973118],20.0000,6.0000,[216.69452   -72.36536     2.4744904],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[256.58398  -41.26265    4.604543],20.0000,4.0000,[2.6079257e+02 5.4277149e+01 1.9123538e-01],20.0000,4.0000,[208.16238   109.56271     2.8767297],20.0000,3.0000,[91.02704   45.923874   1.7556447],20.0000,,[233.62563    -67.19957      0.67927223],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 155.03465   -109.75217      3.4683545],20.0000,4.0000,[160.71481  118.57117    2.928812],20.0000,4.0000
256,[252.04681   56.79795    5.228099],20.0000,0.0000,[215.08357    87.85573     2.2058017],20.0000,0.0000,[258.16092    29.440191    5.6302013],20.0000,6.0000,[208.42574    95.68016     2.6928854],20.0000,6.0000,[ 173.20181   -111.33319      3.6815987],20.0000,6.0000,[2.7694373e+02 3.7171692e+01 7.2305329e-02],20.0000,6.0000,[233.45854   97.62104    2.116716],20.0000,6.0000,[263.83463  -30.361834   5.09913 ],20.0000,6.0000,[216.10263   122.98285     2.5309045],20.0000,0.0000,[215.79724  -71.74047    2.150615],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[256.60114  -41.846638   4.614346],20.0000,3.0000,[2.6134082e+02 5.4490143e+01 2.2140932e-01],20.0000,4.0000,[207.58478   109.644035    2.7811751],20.0000,3.0000,[91.02704   45.923874   1.7556447],20.0000,,[234.03154   -66.78103     0.6044059],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 154.50711   -109.99868      3.4698658],20.0000,4.0000,[160.14972   118.69618     2.9286728],20.0000,4.0000
257,[252.67471   55.89915    4.937795],20.0000,6.0000,[214.35208    88.672615    1.9254162],20.0000,6.0000,[259.11722    28.893736    5.7452292],20.0000,0.0000,[207.37924    96.02285     2.8091455],20.0000,0.0000,[ 172.30492  -111.960014    3.781705],20.0000,0.0000,[2.7803076e+02 3.7273708e+01 1.5664992e-01],20.0000,6.0000,[232.76762   98.47849    2.233045],20.0000,0.0000,[264.3123    -31.345915    5.3429728],20.0000,0.0000,[215.20882   123.60943     2.2470264],20.0000,6.0000,[215.09477   -70.89571     2.2423453],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[256.6156    -42.429604    4.5402565],20.0000,3.0000,[2.6188715e+02 5.4698597e+01 2.5629959e-01],20.0000,4.0000,[207.01248   109.76658     2.6661007],20.0000,4.0000,[91.02704   45.923874   1.7556447],20.0000,,[234.46165    -66.38539      0.49591073],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 153.97778   -110.23963      3.4796371],20.0000,3.0000,[159.58463 118.82116   2.92854],20.0000,4.0000
258,[253.06165    54.867992    5.0509863],20.0000,0.0000,[213.8369     89.64583     2.0416818],20.0000,0.0000,[260.10876    28.425238    5.4654236],20.0000,6.0000,[206.31342    96.280464    2.5287406],20.0000,6.0000,[ 171.46457  -112.65914     3.464707],20.0000,6.0000,[279.10913     37.442856     0.37301466],20.0000,6.0000,[232.01413   99.27512    1.952722],20.0000,6.0000,[264.97314   -32.214935    5.0696287],20.0000,6.0000,[214.48184   124.425606    2.3390028],20.0000,6.0000,[214.3402    -70.10112     1.9422551],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[256.59692  -43.013783   4.432283],20.0000,4.0000,[262.4302     54.9093      0.2848158],20.0000,4.0000,[206.45224  109.94278    2.640888],20.0000,3.0000,[91.02704   45.923874   1.7556447],20.0000,,[234.92612    -66.027626     0.47083694],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 153.44942   -110.481705     3.3991942],20.0000,4.0000,[159.01952   118.946106    2.9284136],20.0000,4.0000
259,[253.52415   53.87361    4.770368],20.0000,6.0000,[213.2487     90.57125     1.7612773],20.0000,6.0000,[260.9618     27.728714    5.5824256],20.0000,0.0000,[205.33699    96.78956     2.6450007],20.0000,0.0000,[ 170.46715   -113.11815      3.5566587],20.0000,6.0000,[280.14517     37.79071      0.62966084],20.0000,0.0000,[231.47255   100.2339      2.0690227],20.0000,0.0000,[265.42477  -33.21148    5.165805],20.0000,0.0000,[213.70457   125.19244     2.5639935],20.0000,6.0000,[213.80966   -69.13634     2.0503268],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[256.52722  -43.595955   4.407559],20.0000,4.0000,[262.97058    55.1234      0.3056065],20.0000,4.0000,[205.89955   110.13841     2.5605063],20.0000,3.0000,[91.02704   45.923874   1.7556447],20.0000,,[235.40285    -65.688385     0.47988573],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 152.90627   -110.69177      3.3760061],20.0000,4.0000,[158.4544    119.07102     2.9282935],20.0000,4.0000
260,[253.7336    52.792377   4.88726 ],20.0000,0.0000,[212.89948    91.61557     1.8775358],20.0000,0.0000,[261.86365    27.104929    5.3027883],20.0000,6.0000,[204.32758   97.21787    2.364596],20.0000,6.0000,[ 169.49817   -113.62614      3.8041208],20.0000,0.0000,[281.08228     38.358162     0.34013578],20.0000,6.0000,[230.85927   101.1429      1.7886407],20.0000,6.0000,[265.9552    -34.167255    4.8468404],20.0000,6.0000,[212.80658   125.81372     2.8255696],20.0000,0.0000,[213.21246   -68.21657     1.7664504],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[256.43576  -44.1739     4.416853],20.0000,3.0000,[263.50903     55.340225     0.32030743],20.0000,4.0000,[205.36069   110.37219     2.4577622],20.0000,4.0000,[91.02704   45.923874   1.7556447],20.0000,,[235.88092    -65.35336      0.40756997],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 152.35793  -110.887276    3.37648 ],20.0000,4.0000,[157.88928   119.195915    2.9281785],20.0000,4.0000
261,[254.02689    51.735737    4.6077995],20.0000,6.0000,[212.47041    92.62467     1.5971292],20.0000,6.0000,[262.592      26.27904     5.4194074],20.0000,0.0000,[203.44746   97.87968    2.480856],20.0000,6.0000,[ 168.65158   -114.31555      3.5327253],20.0000,6.0000,[282.11832   38.70249    0.409668],20.0000,6.0000,[230.4816    102.17728     1.9049065],20.0000,0.0000,[266.21896   -35.23307     4.9381657],20.0000,0.0000,[211.79202   126.22314     2.5416899],20.0000,6.0000,[212.85614   -67.17441     1.8823183],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[256.34042   -44.74985     4.3446894],20.0000,3.0000,[264.04626     55.558853     0.33080342],20.0000,4.0000,[204.84435  110.65473    2.441689],20.0000,3.0000,[91.02704   45.923874   1.7556447],20.0000,,[236.37846   -65.04567     0.3017277],20.0000,4.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 151.80821   -111.07693      3.3854883],20.0000,3.0000,[157.32416  119.32078    2.928069],20.0000,4.0000
262,[254.05759   50.634964   4.724573],20.0000,0.0000,[212.29652    93.71202     1.7133881],20.0000,0.0000,[263.38037   25.51689    5.139183],20.0000,6.0000,[202.53256   98.48126    2.751003],20.0000,0.0000,[ 167.67123   -114.80145      3.6295671],20.0000,6.0000,[283.13544     39.100666     0.61776423],20.0000,0.0000,[230.02509   103.174255    1.6245006],20.0000,6.0000,[266.55304   -36.27631     4.6348386],20.0000,6.0000,[210.89536   126.84565     2.6197712],20.0000,6.0000,[212.42114   -66.16773     1.6027792],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[256.21198  -45.320576   4.238924],20.0000,4.0000,[264.58273   55.77858    0.338518],20.0000,4.0000,[204.33897  110.95309    2.367804],20.0000,3.0000,[91.02704   45.923874   1.7556447],20.0000,,[236.90244   -64.781685    0.2789534],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 151.25928   -111.267654     3.3045306],20.0000,4.0000,[156.75903   119.44561     2.9279647],20.0000,4.0000
263,[254.17525   49.544765   4.444487],20.0000,6.0000,[212.03812    94.77767     1.4329828],20.0000,6.0000,[263.96436   24.583334   5.255481],20.0000,0.0000,[201.513      98.87206     2.4901903],20.0000,6.0000,[ 166.72624  -115.34931     3.861652],20.0000,0.0000,[284.0656      39.676064     0.31746757],20.0000,6.0000,[229.8215    104.25644     1.7407583],20.0000,0.0000,[266.6098    -37.375565    4.7404795],20.0000,6.0000,[209.96355   127.414925    2.8319337],20.0000,0.0000,[212.24046   -65.0814      1.7197574],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[256.03384   -45.879597    4.2161856],20.0000,4.0000,[265.1187      55.99893      0.34439388],20.0000,5.0000,[203.8539    111.28476     2.2687314],20.0000,4.0000,[91.02704   45.923874   1.7556447],20.0000,,[ 2.3743387e+02 -6.4535210e+01  1.9813170e-01],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 150.69864   -111.425026     3.2810242],20.0000,4.0000,[156.1939   119.57042    2.927865],20.0000,4.0000
264,[254.02628    48.453728    4.5608444],20.0000,0.0000,[212.04425    95.87882     1.5492425],20.0000,0.0000,[264.61774    23.702734    4.9750543],20.0000,6.0000,[200.59856    99.47301     2.5903044],20.0000,6.0000,[ 165.90497   -116.068344     3.5772073],20.0000,6.0000,[285.1027     40.016644    0.3926151],20.0000,6.0000,[229.53404   105.31461     1.4603509],20.0000,6.0000,[266.72708   -38.464252    5.0049124],20.0000,0.0000,[208.94249  127.80563    2.534507],20.0000,6.0000,[211.97504   -64.017456    1.4399804],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[255.83539  -46.43027    4.227138],20.0000,3.0000,[265.65543    56.21683     0.4407853],20.0000,5.0000,[203.39966   111.659134    2.2544641],20.0000,4.0000,[91.02704   45.923874   1.7556447],20.0000,,[ 2.3798196e+02 -6.4325073e+01  9.4092406e-02],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 150.1342    -111.56737      3.2812672],20.0000,3.0000,[155.62875  119.695206   2.92777 ],20.0000,4.0000
265,[253.96457    47.35894     4.2804437],20.0000,6.0000,[211.96347    96.97237     1.2688378],20.0000,6.0000,[265.04135    22.686314    5.0912895],20.0000,6.0000,[199.64725   100.00981     2.8238761],20.0000,6.0000,[ 164.93903   -116.5798       3.6690264],20.0000,6.0000,[286.11932     40.414623     0.60402477],20.0000,6.0000,[229.51004   106.41552     1.5766094],20.0000,0.0000,[267.069     -39.50126     4.7426014],20.0000,6.0000,[208.04245   128.42326     2.6129916],20.0000,6.0000,[211.97343   -62.916286    1.5565063],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[255.63382   -46.97826     4.1561203],20.0000,3.0000,[266.17892     56.463634     0.56967413],20.0000,5.0000,[202.96109   112.04834     2.2731256],20.0000,4.0000,[91.02704   45.923874   1.7556447],20.0000,,[238.54794   -64.16242     6.2681093],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 149.56934   -111.70666      3.1983526],20.0000,4.0000,[155.06361   119.81996     2.9276788],20.0000,4.0000
266,[253.63943   46.306873   4.396682],20.0000,0.0000,[212.14946    98.05772     1.3850977],20.0000,6.0000,[265.52545   21.704176   5.361411],20.0000,6.0000,[198.61629   100.36895     3.0904336],20.0000,0.0000,[ 164.00896  -117.151764    3.893941],20.0000,0.0000,[287.05835    40.975723    0.8578702],20.0000,0.0000,[229.39937  107.50645    1.296204],20.0000,6.0000,[267.18024  -40.589947   4.842519],20.0000,0.0000,[207.10788   128.98746     2.8258379],20.0000,0.0000,[211.88475  -61.823353   1.276211],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[255.40097  -47.514988   4.050999],20.0000,4.0000,[266.6823      56.75072      0.70765316],20.0000,4.0000,[202.52786   112.439896    2.2992685],20.0000,3.0000,[91.02704   45.923874   1.7556447],20.0000,,[239.1284    -64.05347     6.1616116],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 148.99551   -111.80985      3.1757486],20.0000,4.0000,[154.49846   119.9447      2.9275918],20.0000,4.0000
267,[253.39967    45.23688     4.1162457],20.0000,6.0000,[212.26598    99.14648     1.6552451],20.0000,0.0000,[266.19235   20.839989   5.651139],20.0000,6.0000,[197.52948  100.48957    2.809199],20.0000,6.0000,[ 163.20358  -117.888664    3.604938],20.0000,6.0000,[287.85352     41.731194     0.56289583],20.0000,6.0000,[229.55559   108.59648     1.4124637],20.0000,6.0000,[267.38165   -41.66445     4.5260425],20.0000,6.0000,[206.08551   129.37299     2.5300658],20.0000,6.0000,[212.06277   -60.73668     1.3924814],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[255.12166   -48.030975    4.0286055],20.0000,4.0000,[267.1589     57.083916    0.7544421],20.0000,5.0000,[202.09299   112.8275      2.2308264],20.0000,4.0000,[91.02704   45.923874   1.7556447],20.0000,,[239.71785   -64.00106     6.0600414],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 148.4194    -111.896935     3.1780286],20.0000,3.0000,[153.9333    120.06941     2.9275086],20.0000,4.0000
268,[252.90697    44.252094    4.2324886],20.0000,6.0000,[212.14719   100.23188     1.3944323],20.0000,6.0000,[267.03656    20.145258    5.9282465],20.0000,6.0000,[196.49803  100.84679    2.890758],20.0000,6.0000,[ 162.24792   -118.41817      3.6947434],20.0000,6.0000,[288.79266     42.288334     0.62492615],20.0000,6.0000,[229.64227  109.68802    1.682611],20.0000,0.0000,[267.297     -42.759274    4.6184916],20.0000,6.0000,[205.18274   129.98677     2.6120667],20.0000,6.0000,[212.15375  -59.643936   1.112047],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[254.82402   -48.535007    4.0397444],20.0000,3.0000,[267.62427     57.433857     0.85653955],20.0000,5.0000,[201.68013  113.239685   2.215191],20.0000,4.0000,[91.02704   45.923874   1.7556447],20.0000,,[240.31024   -64.00577     5.9629183],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 147.84334   -111.98086      3.0972116],20.0000,4.0000,[153.36815   120.19411     2.9274292],20.0000,4.0000
269,[252.47974    43.243904    4.5026255],20.0000,6.0000,[212.26335   101.31992     1.4945465],20.0000,6.0000,[268.01733    19.65065     6.1926565],20.0000,6.0000,[195.44647  101.14051    3.104401],20.0000,0.0000,[ 161.32883   -119.0073       3.9168077],20.0000,0.0000,[289.70514     42.889194     0.82927155],20.0000,6.0000,[229.49382   110.76977     1.4217982],20.0000,6.0000,[267.2691    -43.85303     4.8666615],20.0000,0.0000,[204.2445   130.5447     2.826832],20.0000,0.0000,[212.50694   -58.600952    1.2282829],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[254.52388   -49.035847    3.9688156],20.0000,3.0000,[268.06473     57.81795      0.97637534],20.0000,4.0000,[201.27783  113.661316   2.22097 ],20.0000,4.0000,[91.02704   45.923874   1.7556447],20.0000,,[240.89975  -64.06684    5.868793],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 147.26192  -112.02814     3.076253],20.0000,4.0000,[152.80298   120.31878     2.9273531],20.0000,4.0000
270,[252.26123    42.174408    4.7923613],20.0000,6.0000,[212.30562   102.41143     1.7281183],20.0000,0.0000,[2.690894e+02 1.938623e+01 1.476363e-01],20.0000,6.0000,[194.35777   101.237335    2.8080919],20.0000,6.0000,[ 160.53609   -119.7579       3.6260061],20.0000,6.0000,[290.5106     43.631683    1.0771823],20.0000,6.0000,[229.58017   111.86059     1.5219125],20.0000,6.0000,[267.45972 -44.92806   4.59568],20.0000,6.0000,[203.21945  130.92218    2.532194],20.0000,6.0000,[212.77528    -57.537766     0.94785756],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[254.19514   -49.519814    3.8637238],20.0000,4.0000,[268.46854    58.24356     1.0052049],20.0000,5.0000,[200.87973   114.085655    2.2335634],20.0000,4.0000,[91.02704   45.923874   1.7556447],20.0000,,[241.48094   -64.18293     5.7762527],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 146.67989   -112.0593       3.0799022],20.0000,3.0000,[152.23781   120.443436    2.9272802],20.0000,4.0000
271,[252.28685   41.08141    5.069472],20.0000,6.0000,[212.13583   103.4897      1.4441239],20.0000,6.0000,[270.19672     19.360804     0.35386613],20.0000,6.0000,[193.32317   101.585434    2.8881383],20.0000,6.0000,[ 159.58928  -120.30264     3.714666],20.0000,6.0000,[291.1513     44.526474    1.3241163],20.0000,6.0000,[229.59256   112.952835    1.7554842],20.0000,0.0000,[267.40778   -46.021       4.6926703],20.0000,6.0000,[202.31194   131.52911     2.6161191],20.0000,6.0000,[213.29419   -56.56653     1.0641087],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[253.82463   -49.97476     3.8413324],20.0000,4.0000,[268.8561     58.683037    1.0883598],20.0000,5.0000,[200.4828   114.51002    2.246614],20.0000,4.0000,[91.02704   45.923874   1.7556447],20.0000,,[242.0488    -64.352455    5.6843185],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 146.0983    -112.08753      3.0001113],20.0000,3.0000,[151.67264   120.56807     2.9272103],20.0000,4.0000
272,[252.55324   40.015747   5.333883],20.0000,6.0000,[212.21843   104.57955     1.5360453],20.0000,6.0000,[271.28745    19.558218    0.5360895],20.0000,6.0000,[192.26968   101.87151     3.1017494],20.0000,0.0000,[ 158.67969   -120.90625      3.9352708],20.0000,0.0000,[291.58643   45.542534   1.54855 ],20.0000,6.0000,[229.39334   114.02606     1.4714899],20.0000,6.0000,[267.42725  -47.113148   4.924876],20.0000,0.0000,[201.36887   132.07874     2.8321686],20.0000,6.0000,[213.73268   -55.56149     0.7837005],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[253.43834   -50.41455     3.8524632],20.0000,3.0000,[269.21274    59.14959     1.1928138],20.0000,5.0000,[200.08586   114.93357     2.2579136],20.0000,4.0000,[91.02704   45.923874   1.7556447],20.0000,,[242.59853  -64.57365    5.592464],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 145.51451   -112.081894     2.8880553],20.0000,4.0000,[151.10747   120.69268     2.9271436],20.0000,4.0000
273,[253.0535    39.031406   5.572049],20.0000,6.0000,[212.23056   105.67134     1.7609146],20.0000,0.0000,[272.3228    19.952606   0.70772 ],20.0000,6.0000,[191.18085   101.96122     2.8064442],20.0000,6.0000,[ 157.89827  -121.66872     3.643587],20.0000,6.0000,[291.79977    46.629612    1.7460104],20.0000,6.0000,[229.44608   115.11776     1.5634114],20.0000,6.0000,[267.65656  -48.180347   4.640494],20.0000,6.0000,[200.34583   132.46329     3.0886831],20.0000,0.0000,[214.40334   -54.68811     0.8999601],20.0000,0.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[253.05019   -50.85074     3.7815244],20.0000,3.0000,[269.52838    59.64695     1.3015981],20.0000,5.0000,[199.6886    115.35625     2.2670872],20.0000,4.0000,[91.02704   45.923874   1.7556447],20.0000,,[243.1255   -64.8445     5.500486],20.0000,3.0000,[97.650635  28.401318   1.6919636],20.0000,,[ 144.93144  -112.02478     2.860378],20.0000,4.0000,[150.54228   120.817276    2.9270797],20.0000,4.0000
