step,pos_red1,health_red1,action_red1,pos_red2,health_red2,action_red2,pos_red3,health_red3,action_red3,pos_red4,health_red4,action_red4,pos_red5,health_red5,action_red5,pos_red6,health_red6,action_red6,pos_red7,health_red7,action_red7,pos_red8,health_red8,action_red8,pos_red9,health_red9,action_red9,pos_red10,health_red10,action_red10,pos_blue1,health_blue1,action_blue1,pos_blue2,health_blue2,action_blue2,pos_blue3,health_blue3,action_blue3,pos_blue4,health_blue4,action_blue4,pos_blue5,health_blue5,action_blue5,pos_blue6,health_blue6,action_blue6,pos_blue7,health_blue7,action_blue7,pos_blue8,health_blue8,action_blue8,pos_blue9,health_blue9,action_blue9,pos_blue10,health_blue10,action_blue10
804,[ 382.1903    -102.35464      1.5627555],20.0000,6.0000,[316.22516   -69.38964     1.5729603],20.0000,6.0000,[410.19485   -87.97338     1.4034532],20.0000,6.0000,[ 76.138725  170.42426     3.3979838],20.0000,0.0000,[341.565    -97.83138    1.347692],20.0000,6.0000,[391.98917   -39.967316    1.4367993],20.0000,0.0000,[365.3759    -15.930438    0.9848051],20.0000,6.0000,[320.58377   -22.626917    1.5206466],20.0000,0.0000,[1.3006883e+02 2.1045740e+02 3.0535128e-02],20.0000,0.0000,[ 372.3131    -164.0773       1.9744371],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 70.23972   190.1185      2.3402598],20.0000,3.0000
805,[ 382.2493    -101.26353      1.6012218],20.0000,6.0000,[316.31595   -68.29789     1.8212372],20.0000,0.0000,[410.42984   -86.90606     1.4303659],20.0000,6.0000,[ 75.09808  170.08934    3.081577],20.0000,6.0000,[341.8586    -96.7787      1.5484319],20.0000,6.0000,[392.27713   -38.90471     1.1256919],20.0000,6.0000,[366.0118    -15.042427    1.0367123],20.0000,0.0000,[320.7615    -21.54291     1.2168037],20.0000,6.0000,[131.16045  210.47208    6.022927],20.0000,6.0000,[ 372.05313   -163.0014       2.1512709],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 69.79018   190.48878     2.2615108],20.0000,4.0000
806,[ 382.27563   -100.17067      1.7934496],20.0000,6.0000,[316.1646    -67.2099      1.5174718],20.0000,6.0000,[410.64243   -85.83371     1.6174779],20.0000,0.0000,[ 74.001335 170.03557    3.173989],20.0000,0.0000,[341.98056   -95.6896      1.7938114],20.0000,0.0000,[392.7922    -37.94104     1.1646512],20.0000,0.0000,[366.59714   -14.120435    0.6855064],20.0000,6.0000,[321.17612   -20.532434    1.2688727],20.0000,0.0000,[132.22585   210.23099     6.1115923],20.0000,6.0000,[ 371.60794  -161.988       2.328105],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 69.363976  190.88736     2.2419112],20.0000,3.0000
807,[382.1329    -99.0838      2.0348442],20.0000,0.0000,[316.2613    -66.121956    1.5696279],20.0000,0.0000,[410.6739    -84.739494    1.3065796],20.0000,6.0000,[ 72.913345  169.90778     2.8714998],20.0000,6.0000,[341.8617   -94.59729    1.487553],20.0000,6.0000,[393.26172    -36.954735     0.80655736],20.0000,6.0000,[367.4152     -13.396482     0.75718975],20.0000,0.0000,[321.53357    -19.500488     0.91774344],20.0000,6.0000,[1.3330376e+02 2.1005840e+02 4.9018461e-02],20.0000,0.0000,[ 370.99142   -161.06874      2.5049388],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 68.94688   191.29518     2.1547804],20.0000,4.0000
808,[381.758     -98.0508      1.7262089],20.0000,6.0000,[316.29694   -65.03044     1.2185415],20.0000,6.0000,[410.96613   -83.68777     1.3747303],20.0000,0.0000,[ 71.823524  170.06233     2.9775026],20.0000,0.0000,[341.992     -93.51282     1.5376915],20.0000,0.0000,[393.98953    -36.140343     0.87524843],20.0000,0.0000,[368.18335    -12.620106     0.42146912],20.0000,6.0000,[322.163     -18.607676    0.9894554],20.0000,0.0000,[134.3951   210.08948    6.040524],20.0000,6.0000,[ 370.22278   -160.27226      2.6817727],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 68.55881   191.73242     2.1344662],20.0000,4.0000
809,[381.62863  -96.966194   1.774973],20.0000,0.0000,[316.63358  -63.991215   1.290271],20.0000,0.0000,[411.1876    -82.61888     1.0328292],20.0000,6.0000,[ 70.72957   170.13757     2.6915715],20.0000,6.0000,[342.06308  -92.42302    1.185677],20.0000,6.0000,[394.66336    -35.280968     0.53765374],20.0000,6.0000,[369.13675    -12.078494     0.50440806],20.0000,0.0000,[322.73178    -17.675318     0.65375113],20.0000,6.0000,[135.46379   209.86406     6.1284833],20.0000,6.0000,[ 369.32605   -159.62341      2.8586066],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 68.18481   192.1807      2.1414058],20.0000,3.0000
810,[381.44156   -95.89022     1.4223964],20.0000,6.0000,[316.90054    -62.932182     0.95457804],20.0000,6.0000,[411.69263   -81.64913     1.1101428],20.0000,0.0000,[ 69.68289  170.48032    2.806484],20.0000,0.0000,[342.43393   -91.395515    1.2570853],20.0000,0.0000,[395.5488     -34.634556     0.61964256],20.0000,0.0000,[ 3.7005197e+02 -1.1477749e+01  1.9160721e-01],20.0000,6.0000,[323.5349     -16.928764     0.73669755],20.0000,0.0000,[1.3654405e+02 2.0970706e+02 6.5084405e-02],20.0000,0.0000,[ 368.32913   -159.14244      3.0354404],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 67.81374   192.63023     2.0651522],20.0000,4.0000
811,[381.56097   -94.80439     1.4936718],20.0000,0.0000,[317.44638   -61.98118     1.0375301],20.0000,0.0000,[412.13046    -80.647835     0.78116107],20.0000,6.0000,[ 68.61733  170.7396     2.526469],20.0000,6.0000,[342.73605   -90.34598     0.9212254],20.0000,6.0000,[ 3.9638977e+02 -3.3933838e+01  3.0549210e-01],20.0000,6.0000,[ 3.7109732e+02 -1.1134787e+01  2.9191965e-01],20.0000,6.0000,[324.28723   -16.133463    0.4239059],20.0000,6.0000,[137.6349    209.75339     6.0561104],20.0000,6.0000,[ 367.26318   -158.84433      3.2122743],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 67.47095   193.10294     2.0475895],20.0000,4.0000
812,[381.60858   -93.713264    1.1577873],20.0000,6.0000,[317.92926   -60.998665    0.7247463],20.0000,6.0000,[412.82343   -79.79643     0.8688781],20.0000,6.0000,[ 67.6416    171.25024     2.6433516],20.0000,6.0000,[343.3134    -89.41377     1.0041107],20.0000,0.0000,[397.38965    -33.475143     0.40494868],20.0000,6.0000,[372.1182     -10.739095     0.55216175],20.0000,6.0000,[325.22556   -15.559048    0.5242239],20.0000,6.0000,[138.70654   209.54274     6.1436286],20.0000,6.0000,[ 366.16138   -158.73839      3.3891082],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 67.14138   193.58409     2.0538867],20.0000,3.0000
813,[381.95123   -92.67166     1.2406895],20.0000,0.0000,[318.6552    -60.171993    0.8250692],20.0000,6.0000,[413.47195   -78.91533     1.1139221],20.0000,6.0000,[ 66.64124   171.69556     2.9141877],20.0000,0.0000,[343.82886   -88.447975    0.6912573],20.0000,6.0000,[398.35953   -32.96719     0.6644022],20.0000,6.0000,[373.04208   -10.157671    0.8386977],20.0000,6.0000,[326.1279    -14.938958    0.7844709],20.0000,6.0000,[1.3978883e+02 2.0940051e+02 7.9742581e-02],20.0000,0.0000,[ 365.05814  -158.82791     3.565942],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 66.814224 194.06602    1.975972],20.0000,4.0000
814,[382.2259    -91.61192     0.9278958],20.0000,6.0000,[319.33328   -59.312363    1.0853206],20.0000,6.0000,[413.94876   -77.93341     1.3922675],20.0000,0.0000,[ 65.57172   171.91542     2.6537018],20.0000,6.0000,[344.58212   -87.6461      0.7915413],20.0000,6.0000,[399.21252  -32.28603    0.950578],20.0000,0.0000,[373.81604    -9.385661    1.1151174],20.0000,0.0000,[326.8931    -14.160454    1.0710089],20.0000,6.0000,[140.879     209.46141     6.0704937],20.0000,6.0000,[ 363.98785  -159.11012     3.742776],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 66.51728   194.5684      1.9568211],20.0000,3.0000
815,[382.77014   -90.65577     1.0282247],20.0000,6.0000,[319.83344   -58.34207     1.3718606],20.0000,0.0000,[414.18652   -76.867134    1.1156201],20.0000,6.0000,[ 64.57163   172.35947     2.7539177],20.0000,0.0000,[345.28864   -86.80969     1.0517608],20.0000,6.0000,[399.88098    -31.422071     0.67634475],20.0000,6.0000,[374.389       -8.450869     0.82934743],20.0000,6.0000,[327.46857   -13.230991    1.3474294],20.0000,0.0000,[141.95331  209.26503    6.157735],20.0000,6.0000,[ 362.98392   -159.5762       3.9196098],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 66.23157   195.077       1.8699512],20.0000,4.0000
816,[383.2608    -89.677       1.2884903],20.0000,6.0000,[320.09012   -57.280308    1.0977297],20.0000,6.0000,[414.65323   -75.88028     1.2035652],20.0000,6.0000,[ 63.538845  172.71765     2.4369805],20.0000,6.0000,[345.82104   -85.85673     1.3382874],20.0000,0.0000,[400.72192    -30.725973     0.76552457],20.0000,6.0000,[375.1478     -7.665625    0.8957032],20.0000,6.0000,[327.8109    -12.189399    1.0616595],20.0000,6.0000,[1.4303737e+02 2.0913707e+02 9.3554296e-02],20.0000,0.0000,[ 362.0776    -160.21162      4.0964437],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 65.98193  195.60567    1.849773],20.0000,4.0000
817,[383.55487  -88.625755   1.575039],20.0000,0.0000,[320.5728    -56.30114     1.1869377],20.0000,6.0000,[415.05435  -74.86505    1.420318],20.0000,0.0000,[ 62.630432  173.33437     2.5289547],20.0000,6.0000,[346.11325   -84.80418     1.0641527],20.0000,6.0000,[401.5148    -29.975689    0.9828711],20.0000,6.0000,[375.8665     -6.8427424   1.101694 ],20.0000,0.0000,[328.36853   -11.250559    1.1280152],20.0000,6.0000,[144.12668  209.21216    6.084142],20.0000,6.0000,[ 361.2972    -160.99658      4.2732778],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 65.74886   196.14093     1.8567865],20.0000,3.0000
818,[383.59204   -87.534035    1.3009108],20.0000,6.0000,[320.9894    -55.292187    1.4042922],20.0000,0.0000,[415.26172   -73.792465    1.1261172],20.0000,6.0000,[ 61.69478   173.9014      2.7764304],20.0000,0.0000,[346.62854   -83.84177     1.1533601],20.0000,6.0000,[402.17084   -29.101158    1.2394798],20.0000,0.0000,[376.4271     -5.9031262   0.7994826],20.0000,6.0000,[328.87848  -10.284315   1.334006],20.0000,0.0000,[145.20341   209.02972     6.1712093],20.0000,6.0000,[ 360.66708   -161.90657      4.4501114],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 65.51895   196.67657     1.7805698],20.0000,4.0000
819,[383.86722   -86.47761     1.3901204],20.0000,6.0000,[321.21277   -54.222862    1.1103498],20.0000,6.0000,[415.71378   -72.79873     1.2095932],20.0000,6.0000,[ 60.66705   174.26988     2.5050397],20.0000,6.0000,[347.0788    -82.84737     1.3707145],20.0000,0.0000,[402.61978   -28.101263    0.9481949],20.0000,6.0000,[377.1909      -5.123315     0.87234944],20.0000,0.0000,[329.20767    -9.240874    1.0317944],20.0000,6.0000,[1.4628903e+02 2.0891576e+02 1.0684772e-01],20.0000,0.0000,[ 360.20685   -162.91322      4.6269455],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 65.322655  197.2265      1.7630218],20.0000,4.0000
820,[384.07166   -85.405334    1.6074756],20.0000,0.0000,[321.67957   -53.235947    1.1941514],20.0000,0.0000,[416.10376  -71.779205   1.425228],20.0000,0.0000,[ 59.744423  174.85805     2.6018827],20.0000,0.0000,[347.3379    -81.78614     1.0767722],20.0000,6.0000,[403.27667  -27.229143   1.014758],20.0000,0.0000,[377.89795     -4.291684     0.53227776],20.0000,6.0000,[329.77142    -8.306162    1.1046612],20.0000,0.0000,[147.3773    209.00476     6.0973363],20.0000,6.0000,[ 359.93085  -163.98512     4.803779],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 65.14143   197.78084     1.7693236],20.0000,3.0000
821,[384.07465   -84.31294     1.3135335],20.0000,6.0000,[322.06787    -52.215702     0.85945076],20.0000,6.0000,[416.30054   -70.704834    1.1309897],20.0000,6.0000,[ 58.777863  175.36864     2.2834153],20.0000,6.0000,[347.83755   -80.81545     1.1605743],20.0000,0.0000,[403.8742   -26.315311   0.670799],20.0000,6.0000,[378.8056      -3.681872     0.61020344],20.0000,0.0000,[330.26804     -7.334088     0.76458955],20.0000,6.0000,[148.45627   208.83609     6.1842947],20.0000,0.0000,[ 359.84775  -165.08887     4.980613],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.96273  198.33522    1.691409],20.0000,4.0000
822,[384.33267   -83.25214     1.3973356],20.0000,0.0000,[322.71738   -51.334454    0.9398452],20.0000,0.0000,[416.74353   -69.706924    1.2155713],20.0000,0.0000,[ 57.974266 176.11687    2.374989],20.0000,0.0000,[348.25992   -79.80882     0.8258741],20.0000,6.0000,[404.69885   -25.598494    0.7457049],20.0000,0.0000,[ 3.7966913e+02 -3.0119915e+00  2.8188720e-01],20.0000,6.0000,[331.0109      -6.5316925    0.84251523],20.0000,0.0000,[149.545     208.7537      5.8524537],20.0000,6.0000,[ 359.9601   -166.19002     5.157447],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.81877   198.90076     1.6722568],20.0000,4.0000
823,[384.50714   -82.174515    1.0626353],20.0000,6.0000,[323.30603   -50.41268     0.6181421],20.0000,6.0000,[417.1069     -68.67748      0.88156426],20.0000,6.0000,[ 57.124077 176.80763    2.0719  ],20.0000,6.0000,[348.93863   -78.949875    0.9062687],20.0000,0.0000,[405.47263    -24.827452     0.41242123],20.0000,6.0000,[ 3.8068491e+02 -2.5954707e+00  3.7004140e-01],20.0000,0.0000,[331.697      -5.680999    0.5141989],20.0000,6.0000,[150.57574   208.38257     5.9346795],20.0000,6.0000,[ 360.26443  -167.25424     5.334281],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.69029   199.46942     1.6771438],20.0000,3.0000
824,[384.96542   -81.180336    1.1430299],20.0000,0.0000,[324.12155    -49.676        0.71155655],20.0000,0.0000,[417.73456    -67.78028      0.96240085],20.0000,0.0000,[ 56.47534   177.69687     2.1776605],20.0000,0.0000,[349.5579     -78.04838      0.58456624],20.0000,6.0000,[406.42944   -24.291166    0.4967676],20.0000,0.0000,[ 3.8166928e+02 -2.1148863e+00  6.5101787e-02],20.0000,6.0000,[332.5896      -5.0418067    0.60235316],20.0000,0.0000,[151.6214    208.06409     6.1677403],20.0000,0.0000,[ 360.7512    -168.24832      5.5111146],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.56452   200.03804     1.5981601],20.0000,4.0000
825,[385.35596    -80.158745     0.82132727],20.0000,6.0000,[324.88428    -48.889027     0.41354162],20.0000,6.0000,[418.30054   -66.84427     0.6418475],20.0000,6.0000,[ 55.766994  178.53392     1.8916204],20.0000,6.0000,[350.39767   -77.339485    0.6779811],20.0000,0.0000,[ 4.0734808e+02 -2.3695379e+01  1.8603306e-01],20.0000,6.0000,[ 3.8274927e+02 -1.9020439e+00  1.7034480e-01],20.0000,6.0000,[ 3.3343689e+02 -4.3475013e+00  2.9741347e-01],20.0000,6.0000,[152.70718   207.95132     5.8874645],20.0000,6.0000,[ 361.40524   -169.14128      5.6879487],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.47457   200.61453     1.5783231],20.0000,4.0000
826,[386.00607    -79.272644     0.91474205],20.0000,0.0000,[325.82562   -48.31775     0.5227584],20.0000,6.0000,[419.09753   -66.087326    0.7361445],20.0000,0.0000,[ 55.28354   179.52351     2.0065167],20.0000,6.0000,[351.1864     -76.57857      0.37996665],20.0000,6.0000,[ 4.0839511e+02 -2.3356976e+01  2.8765473e-01],20.0000,6.0000,[383.81027     -1.6312631    0.43486378],20.0000,6.0000,[334.43887     -3.8917317    0.40265647],20.0000,6.0000,[153.74081  207.59383    5.981081],20.0000,6.0000,[ 362.20618  -169.90524     5.864783],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.40044   201.19275     1.5827318],20.0000,3.0000
827,[386.5943     -78.34795      0.61672753],20.0000,6.0000,[326.72754    -47.696648     0.79023325],20.0000,6.0000,[419.84018    -65.28127      0.43917707],20.0000,6.0000,[ 54.743263  180.47603     2.2770755],20.0000,0.0000,[352.1464     -76.03921      0.48918375],20.0000,6.0000,[409.4175    -22.965107    0.5490783],20.0000,6.0000,[384.79572    -1.1616446   0.7232579],20.0000,0.0000,[335.40903    -3.383952    0.6671754],20.0000,6.0000,[154.79366  207.30345    6.209944],20.0000,0.0000,[ 363.12903   -170.5164       6.0416164],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.3291    201.77068     1.5034329],20.0000,4.0000
828,[387.401     -77.59847     0.7259446],20.0000,6.0000,[327.48807  -46.91357    1.079755],20.0000,6.0000,[420.76642   -64.68577     0.5489581],20.0000,6.0000,[ 54.013783  181.2885      2.0168526],20.0000,6.0000,[353.06863    -75.44873      0.75665873],20.0000,6.0000,[410.34308    -22.386423     0.83614445],20.0000,0.0000,[385.64175     -0.47066304   0.44963065],20.0000,6.0000,[336.25986     -2.7000768    0.95556957],20.0000,0.0000,[155.88196   207.2191      5.9236646],20.0000,6.0000,[ 364.145     -170.9557       6.2184505],20.0000,6.0000,[87.814384  -6.6999655  1.6266471],20.0000,,[189.91669    75.09388     5.4776425],20.0000,,[ 167.11978  -159.31213     4.647226],20.0000,,[263.0033     81.39425     2.5634835],20.0000,,[199.29102   115.778206    2.2743988],20.0000,,[91.02704   45.923874   1.7556447],20.0000,,[ 197.66452 -141.70845    4.1956 ],20.0000,,[97.650635  28.401318   1.6919636],20.0000,,[156.94545  -79.01754    5.526426],20.0000,,[ 64.294235  202.3531      1.4834143],20.0000,4.0000
